# Assembly name:  ASM364492v1
# Organism name:  Candidatus Fermentibacteria bacterium (bacteria)
# Isolate:  B22_G4
# Taxid:          2044591
# BioSample:      SAMN09215099
# BioProject:     PRJNA362212
# Submitter:      The University of Texas at Austin
# Date:           2018-10-15
# Assembly type:  na
# Release type:   major
# Assembly level: Contig
# Genome representation: full
# WGS project:    QNDS01
# Assembly method: megahit v. 1.0.6
# Expected final version: yes
# Genome coverage: 16.3028455284553x
# Sequencing technology: Illumina HiSeq
# Excluded from RefSeq: derived from metagenome; genus undefined
# GenBank assembly accession: GCA_003644925.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_003644965.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
B22_Guay4_scaffold_00585	unplaced-scaffold	na	na	QNDS01000011.1	<>	na	Primary Assembly	29975	na
B22_Guay4_scaffold_00595	unplaced-scaffold	na	na	QNDS01000012.1	<>	na	Primary Assembly	29742	na
B22_Guay4_scaffold_00638	unplaced-scaffold	na	na	QNDS01000013.1	<>	na	Primary Assembly	28859	na
B22_Guay4_scaffold_00674	unplaced-scaffold	na	na	QNDS01000014.1	<>	na	Primary Assembly	28363	na
B22_Guay4_scaffold_00706	unplaced-scaffold	na	na	QNDS01000015.1	<>	na	Primary Assembly	27818	na
B22_Guay4_scaffold_00752	unplaced-scaffold	na	na	QNDS01000016.1	<>	na	Primary Assembly	27200	na
B22_Guay4_scaffold_00755	unplaced-scaffold	na	na	QNDS01000017.1	<>	na	Primary Assembly	27132	na
B22_Guay4_scaffold_00790	unplaced-scaffold	na	na	QNDS01000018.1	<>	na	Primary Assembly	26597	na
B22_Guay4_scaffold_00798	unplaced-scaffold	na	na	QNDS01000019.1	<>	na	Primary Assembly	26548	na
B22_Guay4_scaffold_00953	unplaced-scaffold	na	na	QNDS01000020.1	<>	na	Primary Assembly	24733	na
B22_Guay4_scaffold_00985	unplaced-scaffold	na	na	QNDS01000021.1	<>	na	Primary Assembly	24433	na
B22_Guay4_scaffold_00993	unplaced-scaffold	na	na	QNDS01000022.1	<>	na	Primary Assembly	24345	na
B22_Guay4_scaffold_01050	unplaced-scaffold	na	na	QNDS01000023.1	<>	na	Primary Assembly	23841	na
B22_Guay4_scaffold_01092	unplaced-scaffold	na	na	QNDS01000024.1	<>	na	Primary Assembly	23521	na
B22_Guay4_scaffold_01293	unplaced-scaffold	na	na	QNDS01000025.1	<>	na	Primary Assembly	22054	na
B22_Guay4_scaffold_01303	unplaced-scaffold	na	na	QNDS01000026.1	<>	na	Primary Assembly	22014	na
B22_Guay4_scaffold_01307	unplaced-scaffold	na	na	QNDS01000027.1	<>	na	Primary Assembly	21975	na
B22_Guay4_scaffold_01318	unplaced-scaffold	na	na	QNDS01000028.1	<>	na	Primary Assembly	21881	na
B22_Guay4_scaffold_01322	unplaced-scaffold	na	na	QNDS01000029.1	<>	na	Primary Assembly	21852	na
B22_Guay4_scaffold_01346	unplaced-scaffold	na	na	QNDS01000030.1	<>	na	Primary Assembly	21680	na
B22_Guay4_scaffold_01373	unplaced-scaffold	na	na	QNDS01000031.1	<>	na	Primary Assembly	21464	na
B22_Guay4_scaffold_01376	unplaced-scaffold	na	na	QNDS01000032.1	<>	na	Primary Assembly	21451	na
B22_Guay4_scaffold_01433	unplaced-scaffold	na	na	QNDS01000033.1	<>	na	Primary Assembly	21039	na
B22_Guay4_scaffold_01449	unplaced-scaffold	na	na	QNDS01000034.1	<>	na	Primary Assembly	20950	na
B22_Guay4_scaffold_01454	unplaced-scaffold	na	na	QNDS01000035.1	<>	na	Primary Assembly	20918	na
B22_Guay4_scaffold_01511	unplaced-scaffold	na	na	QNDS01000036.1	<>	na	Primary Assembly	20552	na
B22_Guay4_scaffold_01599	unplaced-scaffold	na	na	QNDS01000037.1	<>	na	Primary Assembly	20043	na
B22_Guay4_scaffold_01640	unplaced-scaffold	na	na	QNDS01000038.1	<>	na	Primary Assembly	19826	na
B22_Guay4_scaffold_01733	unplaced-scaffold	na	na	QNDS01000039.1	<>	na	Primary Assembly	19421	na
B22_Guay4_scaffold_01736	unplaced-scaffold	na	na	QNDS01000040.1	<>	na	Primary Assembly	19412	na
B22_Guay4_scaffold_01935	unplaced-scaffold	na	na	QNDS01000041.1	<>	na	Primary Assembly	18579	na
B22_Guay4_scaffold_02058	unplaced-scaffold	na	na	QNDS01000042.1	<>	na	Primary Assembly	18028	na
B22_Guay4_scaffold_02152	unplaced-scaffold	na	na	QNDS01000043.1	<>	na	Primary Assembly	17677	na
B22_Guay4_scaffold_02320	unplaced-scaffold	na	na	QNDS01000044.1	<>	na	Primary Assembly	17078	na
B22_Guay4_scaffold_02361	unplaced-scaffold	na	na	QNDS01000045.1	<>	na	Primary Assembly	16969	na
B22_Guay4_scaffold_02478	unplaced-scaffold	na	na	QNDS01000046.1	<>	na	Primary Assembly	16514	na
B22_Guay4_scaffold_02759	unplaced-scaffold	na	na	QNDS01000047.1	<>	na	Primary Assembly	15691	na
B22_Guay4_scaffold_03033	unplaced-scaffold	na	na	QNDS01000048.1	<>	na	Primary Assembly	14962	na
B22_Guay4_scaffold_03128	unplaced-scaffold	na	na	QNDS01000049.1	<>	na	Primary Assembly	14779	na
B22_Guay4_scaffold_03134	unplaced-scaffold	na	na	QNDS01000050.1	<>	na	Primary Assembly	14764	na
B22_Guay4_scaffold_03398	unplaced-scaffold	na	na	QNDS01000051.1	<>	na	Primary Assembly	14188	na
B22_Guay4_scaffold_03569	unplaced-scaffold	na	na	QNDS01000052.1	<>	na	Primary Assembly	13851	na
B22_Guay4_scaffold_03579	unplaced-scaffold	na	na	QNDS01000053.1	<>	na	Primary Assembly	13820	na
B22_Guay4_scaffold_03613	unplaced-scaffold	na	na	QNDS01000054.1	<>	na	Primary Assembly	13745	na
B22_Guay4_scaffold_03721	unplaced-scaffold	na	na	QNDS01000055.1	<>	na	Primary Assembly	13581	na
B22_Guay4_scaffold_03734	unplaced-scaffold	na	na	QNDS01000056.1	<>	na	Primary Assembly	13561	na
B22_Guay4_scaffold_03744	unplaced-scaffold	na	na	QNDS01000057.1	<>	na	Primary Assembly	13550	na
B22_Guay4_scaffold_03816	unplaced-scaffold	na	na	QNDS01000058.1	<>	na	Primary Assembly	13432	na
B22_Guay4_scaffold_03879	unplaced-scaffold	na	na	QNDS01000059.1	<>	na	Primary Assembly	13339	na
B22_Guay4_scaffold_04052	unplaced-scaffold	na	na	QNDS01000060.1	<>	na	Primary Assembly	13085	na
B22_Guay4_scaffold_04280	unplaced-scaffold	na	na	QNDS01000061.1	<>	na	Primary Assembly	12733	na
B22_Guay4_scaffold_04376	unplaced-scaffold	na	na	QNDS01000062.1	<>	na	Primary Assembly	12582	na
B22_Guay4_scaffold_04464	unplaced-scaffold	na	na	QNDS01000063.1	<>	na	Primary Assembly	12434	na
B22_Guay4_scaffold_04541	unplaced-scaffold	na	na	QNDS01000064.1	<>	na	Primary Assembly	12330	na
B22_Guay4_scaffold_04658	unplaced-scaffold	na	na	QNDS01000065.1	<>	na	Primary Assembly	12173	na
B22_Guay4_scaffold_04659	unplaced-scaffold	na	na	QNDS01000066.1	<>	na	Primary Assembly	12170	na
B22_Guay4_scaffold_04824	unplaced-scaffold	na	na	QNDS01000067.1	<>	na	Primary Assembly	11949	na
B22_Guay4_scaffold_04967	unplaced-scaffold	na	na	QNDS01000068.1	<>	na	Primary Assembly	11788	na
B22_Guay4_scaffold_05111	unplaced-scaffold	na	na	QNDS01000069.1	<>	na	Primary Assembly	11631	na
B22_Guay4_scaffold_05143	unplaced-scaffold	na	na	QNDS01000070.1	<>	na	Primary Assembly	11598	na
B22_Guay4_scaffold_05158	unplaced-scaffold	na	na	QNDS01000071.1	<>	na	Primary Assembly	11585	na
B22_Guay4_scaffold_05237	unplaced-scaffold	na	na	QNDS01000072.1	<>	na	Primary Assembly	11476	na
B22_Guay4_scaffold_05324	unplaced-scaffold	na	na	QNDS01000073.1	<>	na	Primary Assembly	11393	na
B22_Guay4_scaffold_05346	unplaced-scaffold	na	na	QNDS01000074.1	<>	na	Primary Assembly	11365	na
B22_Guay4_scaffold_05357	unplaced-scaffold	na	na	QNDS01000075.1	<>	na	Primary Assembly	11353	na
B22_Guay4_scaffold_05361	unplaced-scaffold	na	na	QNDS01000076.1	<>	na	Primary Assembly	11346	na
B22_Guay4_scaffold_05390	unplaced-scaffold	na	na	QNDS01000077.1	<>	na	Primary Assembly	11317	na
B22_Guay4_scaffold_05436	unplaced-scaffold	na	na	QNDS01000078.1	<>	na	Primary Assembly	11265	na
B22_Guay4_scaffold_05526	unplaced-scaffold	na	na	QNDS01000079.1	<>	na	Primary Assembly	11188	na
B22_Guay4_scaffold_05576	unplaced-scaffold	na	na	QNDS01000080.1	<>	na	Primary Assembly	11145	na
B22_Guay4_scaffold_05605	unplaced-scaffold	na	na	QNDS01000081.1	<>	na	Primary Assembly	11120	na
B22_Guay4_scaffold_05617	unplaced-scaffold	na	na	QNDS01000082.1	<>	na	Primary Assembly	11108	na
B22_Guay4_scaffold_05624	unplaced-scaffold	na	na	QNDS01000083.1	<>	na	Primary Assembly	11097	na
B22_Guay4_scaffold_05637	unplaced-scaffold	na	na	QNDS01000084.1	<>	na	Primary Assembly	11084	na
B22_Guay4_scaffold_05643	unplaced-scaffold	na	na	QNDS01000085.1	<>	na	Primary Assembly	11080	na
B22_Guay4_scaffold_05891	unplaced-scaffold	na	na	QNDS01000086.1	<>	na	Primary Assembly	10825	na
B22_Guay4_scaffold_05931	unplaced-scaffold	na	na	QNDS01000087.1	<>	na	Primary Assembly	10794	na
B22_Guay4_scaffold_05979	unplaced-scaffold	na	na	QNDS01000088.1	<>	na	Primary Assembly	10757	na
B22_Guay4_scaffold_05983	unplaced-scaffold	na	na	QNDS01000089.1	<>	na	Primary Assembly	10753	na
B22_Guay4_scaffold_05997	unplaced-scaffold	na	na	QNDS01000090.1	<>	na	Primary Assembly	10737	na
B22_Guay4_scaffold_06202	unplaced-scaffold	na	na	QNDS01000091.1	<>	na	Primary Assembly	10559	na
B22_Guay4_scaffold_06241	unplaced-scaffold	na	na	QNDS01000092.1	<>	na	Primary Assembly	10521	na
B22_Guay4_scaffold_06334	unplaced-scaffold	na	na	QNDS01000093.1	<>	na	Primary Assembly	10439	na
B22_Guay4_scaffold_06467	unplaced-scaffold	na	na	QNDS01000094.1	<>	na	Primary Assembly	10327	na
B22_Guay4_scaffold_06517	unplaced-scaffold	na	na	QNDS01000095.1	<>	na	Primary Assembly	10294	na
B22_Guay4_scaffold_06874	unplaced-scaffold	na	na	QNDS01000096.1	<>	na	Primary Assembly	10003	na
B22_Guay4_scaffold_07172	unplaced-scaffold	na	na	QNDS01000097.1	<>	na	Primary Assembly	9778	na
B22_Guay4_scaffold_07178	unplaced-scaffold	na	na	QNDS01000098.1	<>	na	Primary Assembly	9772	na
B22_Guay4_scaffold_07307	unplaced-scaffold	na	na	QNDS01000099.1	<>	na	Primary Assembly	9690	na
B22_Guay4_scaffold_07488	unplaced-scaffold	na	na	QNDS01000100.1	<>	na	Primary Assembly	9565	na
B22_Guay4_scaffold_07489	unplaced-scaffold	na	na	QNDS01000101.1	<>	na	Primary Assembly	9565	na
B22_Guay4_scaffold_07664	unplaced-scaffold	na	na	QNDS01000102.1	<>	na	Primary Assembly	9451	na
B22_Guay4_scaffold_07676	unplaced-scaffold	na	na	QNDS01000103.1	<>	na	Primary Assembly	9446	na
B22_Guay4_scaffold_07761	unplaced-scaffold	na	na	QNDS01000104.1	<>	na	Primary Assembly	9389	na
B22_Guay4_scaffold_07782	unplaced-scaffold	na	na	QNDS01000105.1	<>	na	Primary Assembly	9370	na
B22_Guay4_scaffold_07787	unplaced-scaffold	na	na	QNDS01000106.1	<>	na	Primary Assembly	9368	na
B22_Guay4_scaffold_07796	unplaced-scaffold	na	na	QNDS01000107.1	<>	na	Primary Assembly	9362	na
B22_Guay4_scaffold_07797	unplaced-scaffold	na	na	QNDS01000108.1	<>	na	Primary Assembly	9362	na
B22_Guay4_scaffold_07858	unplaced-scaffold	na	na	QNDS01000109.1	<>	na	Primary Assembly	9324	na
B22_Guay4_scaffold_08034	unplaced-scaffold	na	na	QNDS01000110.1	<>	na	Primary Assembly	9224	na
B22_Guay4_scaffold_08321	unplaced-scaffold	na	na	QNDS01000111.1	<>	na	Primary Assembly	9057	na
B22_Guay4_scaffold_08437	unplaced-scaffold	na	na	QNDS01000112.1	<>	na	Primary Assembly	8988	na
B22_Guay4_scaffold_08522	unplaced-scaffold	na	na	QNDS01000113.1	<>	na	Primary Assembly	8933	na
B22_Guay4_scaffold_08602	unplaced-scaffold	na	na	QNDS01000114.1	<>	na	Primary Assembly	8898	na
B22_Guay4_scaffold_08717	unplaced-scaffold	na	na	QNDS01000115.1	<>	na	Primary Assembly	8835	na
B22_Guay4_scaffold_08833	unplaced-scaffold	na	na	QNDS01000116.1	<>	na	Primary Assembly	8769	na
B22_Guay4_scaffold_08848	unplaced-scaffold	na	na	QNDS01000117.1	<>	na	Primary Assembly	8761	na
B22_Guay4_scaffold_08927	unplaced-scaffold	na	na	QNDS01000118.1	<>	na	Primary Assembly	8719	na
B22_Guay4_scaffold_09013	unplaced-scaffold	na	na	QNDS01000119.1	<>	na	Primary Assembly	8667	na
B22_Guay4_scaffold_09030	unplaced-scaffold	na	na	QNDS01000120.1	<>	na	Primary Assembly	8659	na
B22_Guay4_scaffold_09056	unplaced-scaffold	na	na	QNDS01000121.1	<>	na	Primary Assembly	8646	na
B22_Guay4_scaffold_09164	unplaced-scaffold	na	na	QNDS01000122.1	<>	na	Primary Assembly	8595	na
B22_Guay4_scaffold_09484	unplaced-scaffold	na	na	QNDS01000123.1	<>	na	Primary Assembly	8449	na
B22_Guay4_scaffold_09849	unplaced-scaffold	na	na	QNDS01000124.1	<>	na	Primary Assembly	8287	na
B22_Guay4_scaffold_10043	unplaced-scaffold	na	na	QNDS01000125.1	<>	na	Primary Assembly	8211	na
B22_Guay4_scaffold_10140	unplaced-scaffold	na	na	QNDS01000126.1	<>	na	Primary Assembly	8167	na
B22_Guay4_scaffold_10153	unplaced-scaffold	na	na	QNDS01000127.1	<>	na	Primary Assembly	8164	na
B22_Guay4_scaffold_10274	unplaced-scaffold	na	na	QNDS01000128.1	<>	na	Primary Assembly	8116	na
B22_Guay4_scaffold_10296	unplaced-scaffold	na	na	QNDS01000129.1	<>	na	Primary Assembly	8107	na
B22_Guay4_scaffold_10401	unplaced-scaffold	na	na	QNDS01000130.1	<>	na	Primary Assembly	8068	na
B22_Guay4_scaffold_10468	unplaced-scaffold	na	na	QNDS01000131.1	<>	na	Primary Assembly	8039	na
B22_Guay4_scaffold_10833	unplaced-scaffold	na	na	QNDS01000132.1	<>	na	Primary Assembly	7901	na
B22_Guay4_scaffold_10974	unplaced-scaffold	na	na	QNDS01000133.1	<>	na	Primary Assembly	7842	na
B22_Guay4_scaffold_11126	unplaced-scaffold	na	na	QNDS01000134.1	<>	na	Primary Assembly	7787	na
B22_Guay4_scaffold_11147	unplaced-scaffold	na	na	QNDS01000135.1	<>	na	Primary Assembly	7781	na
B22_Guay4_scaffold_11239	unplaced-scaffold	na	na	QNDS01000136.1	<>	na	Primary Assembly	7747	na
B22_Guay4_scaffold_11335	unplaced-scaffold	na	na	QNDS01000137.1	<>	na	Primary Assembly	7717	na
B22_Guay4_scaffold_11413	unplaced-scaffold	na	na	QNDS01000138.1	<>	na	Primary Assembly	7686	na
B22_Guay4_scaffold_11657	unplaced-scaffold	na	na	QNDS01000139.1	<>	na	Primary Assembly	7604	na
B22_Guay4_scaffold_11737	unplaced-scaffold	na	na	QNDS01000140.1	<>	na	Primary Assembly	7577	na
B22_Guay4_scaffold_11761	unplaced-scaffold	na	na	QNDS01000141.1	<>	na	Primary Assembly	7569	na
B22_Guay4_scaffold_11844	unplaced-scaffold	na	na	QNDS01000142.1	<>	na	Primary Assembly	7547	na
B22_Guay4_scaffold_12003	unplaced-scaffold	na	na	QNDS01000143.1	<>	na	Primary Assembly	7497	na
B22_Guay4_scaffold_12190	unplaced-scaffold	na	na	QNDS01000144.1	<>	na	Primary Assembly	7435	na
B22_Guay4_scaffold_12235	unplaced-scaffold	na	na	QNDS01000145.1	<>	na	Primary Assembly	7420	na
B22_Guay4_scaffold_12283	unplaced-scaffold	na	na	QNDS01000146.1	<>	na	Primary Assembly	7404	na
B22_Guay4_scaffold_12296	unplaced-scaffold	na	na	QNDS01000147.1	<>	na	Primary Assembly	7399	na
B22_Guay4_scaffold_12707	unplaced-scaffold	na	na	QNDS01000148.1	<>	na	Primary Assembly	7273	na
B22_Guay4_scaffold_12741	unplaced-scaffold	na	na	QNDS01000149.1	<>	na	Primary Assembly	7265	na
B22_Guay4_scaffold_12832	unplaced-scaffold	na	na	QNDS01000150.1	<>	na	Primary Assembly	7242	na
B22_Guay4_scaffold_12968	unplaced-scaffold	na	na	QNDS01000151.1	<>	na	Primary Assembly	7198	na
B22_Guay4_scaffold_12982	unplaced-scaffold	na	na	QNDS01000152.1	<>	na	Primary Assembly	7193	na
B22_Guay4_scaffold_13122	unplaced-scaffold	na	na	QNDS01000153.1	<>	na	Primary Assembly	7150	na
B22_Guay4_scaffold_13222	unplaced-scaffold	na	na	QNDS01000154.1	<>	na	Primary Assembly	7124	na
B22_Guay4_scaffold_13482	unplaced-scaffold	na	na	QNDS01000155.1	<>	na	Primary Assembly	7058	na
B22_Guay4_scaffold_13609	unplaced-scaffold	na	na	QNDS01000156.1	<>	na	Primary Assembly	7022	na
B22_Guay4_scaffold_13652	unplaced-scaffold	na	na	QNDS01000157.1	<>	na	Primary Assembly	7016	na
B22_Guay4_scaffold_13746	unplaced-scaffold	na	na	QNDS01000158.1	<>	na	Primary Assembly	6994	na
B22_Guay4_scaffold_13757	unplaced-scaffold	na	na	QNDS01000159.1	<>	na	Primary Assembly	6992	na
B22_Guay4_scaffold_13783	unplaced-scaffold	na	na	QNDS01000160.1	<>	na	Primary Assembly	6983	na
B22_Guay4_scaffold_13812	unplaced-scaffold	na	na	QNDS01000161.1	<>	na	Primary Assembly	6977	na
B22_Guay4_scaffold_14285	unplaced-scaffold	na	na	QNDS01000162.1	<>	na	Primary Assembly	6846	na
B22_Guay4_scaffold_14380	unplaced-scaffold	na	na	QNDS01000163.1	<>	na	Primary Assembly	6822	na
B22_Guay4_scaffold_14405	unplaced-scaffold	na	na	QNDS01000164.1	<>	na	Primary Assembly	6813	na
B22_Guay4_scaffold_14512	unplaced-scaffold	na	na	QNDS01000165.1	<>	na	Primary Assembly	6785	na
B22_Guay4_scaffold_14514	unplaced-scaffold	na	na	QNDS01000166.1	<>	na	Primary Assembly	6784	na
B22_Guay4_scaffold_14572	unplaced-scaffold	na	na	QNDS01000167.1	<>	na	Primary Assembly	6768	na
B22_Guay4_scaffold_14580	unplaced-scaffold	na	na	QNDS01000168.1	<>	na	Primary Assembly	6767	na
B22_Guay4_scaffold_14590	unplaced-scaffold	na	na	QNDS01000169.1	<>	na	Primary Assembly	6765	na
B22_Guay4_scaffold_14773	unplaced-scaffold	na	na	QNDS01000170.1	<>	na	Primary Assembly	6720	na
B22_Guay4_scaffold_14977	unplaced-scaffold	na	na	QNDS01000171.1	<>	na	Primary Assembly	6670	na
B22_Guay4_scaffold_14987	unplaced-scaffold	na	na	QNDS01000172.1	<>	na	Primary Assembly	6668	na
B22_Guay4_scaffold_15046	unplaced-scaffold	na	na	QNDS01000173.1	<>	na	Primary Assembly	6654	na
B22_Guay4_scaffold_15151	unplaced-scaffold	na	na	QNDS01000174.1	<>	na	Primary Assembly	6632	na
B22_Guay4_scaffold_15286	unplaced-scaffold	na	na	QNDS01000175.1	<>	na	Primary Assembly	6599	na
B22_Guay4_scaffold_15600	unplaced-scaffold	na	na	QNDS01000176.1	<>	na	Primary Assembly	6530	na
B22_Guay4_scaffold_15688	unplaced-scaffold	na	na	QNDS01000177.1	<>	na	Primary Assembly	6511	na
B22_Guay4_scaffold_16010	unplaced-scaffold	na	na	QNDS01000178.1	<>	na	Primary Assembly	6435	na
B22_Guay4_scaffold_16046	unplaced-scaffold	na	na	QNDS01000179.1	<>	na	Primary Assembly	6428	na
B22_Guay4_scaffold_16072	unplaced-scaffold	na	na	QNDS01000180.1	<>	na	Primary Assembly	6424	na
B22_Guay4_scaffold_16226	unplaced-scaffold	na	na	QNDS01000181.1	<>	na	Primary Assembly	6391	na
B22_Guay4_scaffold_16302	unplaced-scaffold	na	na	QNDS01000182.1	<>	na	Primary Assembly	6374	na
B22_Guay4_scaffold_16320	unplaced-scaffold	na	na	QNDS01000183.1	<>	na	Primary Assembly	6370	na
B22_Guay4_scaffold_16356	unplaced-scaffold	na	na	QNDS01000184.1	<>	na	Primary Assembly	6363	na
B22_Guay4_scaffold_16564	unplaced-scaffold	na	na	QNDS01000185.1	<>	na	Primary Assembly	6320	na
B22_Guay4_scaffold_16584	unplaced-scaffold	na	na	QNDS01000186.1	<>	na	Primary Assembly	6315	na
B22_Guay4_scaffold_16587	unplaced-scaffold	na	na	QNDS01000187.1	<>	na	Primary Assembly	6315	na
B22_Guay4_scaffold_16612	unplaced-scaffold	na	na	QNDS01000188.1	<>	na	Primary Assembly	6310	na
B22_Guay4_scaffold_16768	unplaced-scaffold	na	na	QNDS01000189.1	<>	na	Primary Assembly	6278	na
B22_Guay4_scaffold_16900	unplaced-scaffold	na	na	QNDS01000190.1	<>	na	Primary Assembly	6256	na
B22_Guay4_scaffold_16935	unplaced-scaffold	na	na	QNDS01000191.1	<>	na	Primary Assembly	6249	na
B22_Guay4_scaffold_17265	unplaced-scaffold	na	na	QNDS01000192.1	<>	na	Primary Assembly	6182	na
B22_Guay4_scaffold_17305	unplaced-scaffold	na	na	QNDS01000193.1	<>	na	Primary Assembly	6177	na
B22_Guay4_scaffold_17678	unplaced-scaffold	na	na	QNDS01000194.1	<>	na	Primary Assembly	6102	na
B22_Guay4_scaffold_17714	unplaced-scaffold	na	na	QNDS01000195.1	<>	na	Primary Assembly	6096	na
B22_Guay4_scaffold_17715	unplaced-scaffold	na	na	QNDS01000196.1	<>	na	Primary Assembly	6096	na
B22_Guay4_scaffold_17801	unplaced-scaffold	na	na	QNDS01000197.1	<>	na	Primary Assembly	6076	na
B22_Guay4_scaffold_17860	unplaced-scaffold	na	na	QNDS01000198.1	<>	na	Primary Assembly	6067	na
B22_Guay4_scaffold_17877	unplaced-scaffold	na	na	QNDS01000199.1	<>	na	Primary Assembly	6064	na
B22_Guay4_scaffold_17981	unplaced-scaffold	na	na	QNDS01000200.1	<>	na	Primary Assembly	6047	na
B22_Guay4_scaffold_18137	unplaced-scaffold	na	na	QNDS01000201.1	<>	na	Primary Assembly	6018	na
B22_Guay4_scaffold_18428	unplaced-scaffold	na	na	QNDS01000202.1	<>	na	Primary Assembly	5972	na
B22_Guay4_scaffold_18829	unplaced-scaffold	na	na	QNDS01000203.1	<>	na	Primary Assembly	5899	na
B22_Guay4_scaffold_18862	unplaced-scaffold	na	na	QNDS01000204.1	<>	na	Primary Assembly	5894	na
B22_Guay4_scaffold_19077	unplaced-scaffold	na	na	QNDS01000205.1	<>	na	Primary Assembly	5858	na
B22_Guay4_scaffold_19278	unplaced-scaffold	na	na	QNDS01000206.1	<>	na	Primary Assembly	5823	na
B22_Guay4_scaffold_19283	unplaced-scaffold	na	na	QNDS01000207.1	<>	na	Primary Assembly	5822	na
B22_Guay4_scaffold_19420	unplaced-scaffold	na	na	QNDS01000208.1	<>	na	Primary Assembly	5801	na
B22_Guay4_scaffold_19467	unplaced-scaffold	na	na	QNDS01000209.1	<>	na	Primary Assembly	5796	na
B22_Guay4_scaffold_19588	unplaced-scaffold	na	na	QNDS01000210.1	<>	na	Primary Assembly	5779	na
B22_Guay4_scaffold_20364	unplaced-scaffold	na	na	QNDS01000211.1	<>	na	Primary Assembly	5662	na
B22_Guay4_scaffold_20378	unplaced-scaffold	na	na	QNDS01000212.1	<>	na	Primary Assembly	5659	na
B22_Guay4_scaffold_20914	unplaced-scaffold	na	na	QNDS01000213.1	<>	na	Primary Assembly	5582	na
B22_Guay4_scaffold_21301	unplaced-scaffold	na	na	QNDS01000214.1	<>	na	Primary Assembly	5520	na
B22_Guay4_scaffold_21533	unplaced-scaffold	na	na	QNDS01000215.1	<>	na	Primary Assembly	5489	na
B22_Guay4_scaffold_21974	unplaced-scaffold	na	na	QNDS01000216.1	<>	na	Primary Assembly	5431	na
B22_Guay4_scaffold_21984	unplaced-scaffold	na	na	QNDS01000217.1	<>	na	Primary Assembly	5430	na
B22_Guay4_scaffold_22200	unplaced-scaffold	na	na	QNDS01000218.1	<>	na	Primary Assembly	5400	na
B22_Guay4_scaffold_22446	unplaced-scaffold	na	na	QNDS01000219.1	<>	na	Primary Assembly	5370	na
B22_Guay4_scaffold_22483	unplaced-scaffold	na	na	QNDS01000220.1	<>	na	Primary Assembly	5366	na
B22_Guay4_scaffold_22539	unplaced-scaffold	na	na	QNDS01000221.1	<>	na	Primary Assembly	5359	na
B22_Guay4_scaffold_23005	unplaced-scaffold	na	na	QNDS01000222.1	<>	na	Primary Assembly	5298	na
