# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	18668	19543	+							DRQ25_00095	876		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	18668	19543	+	RKZ11249.1			hypothetical protein			DRQ25_00095	876	291	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	19565	20011	+							DRQ25_00100	447		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	19565	20011	+	RKZ11250.1			hypothetical protein			DRQ25_00100	447	148	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	20240	21361	+					dnaN		DRQ25_00105	1122		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	20240	21361	+	RKZ11251.1			DNA polymerase III subunit beta	dnaN		DRQ25_00105	1122	373	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	21358	21651	+							DRQ25_00110	294		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	21358	21651	+	RKZ11252.1			hypothetical protein			DRQ25_00110	294	97	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	21675	23600	+					gyrB		DRQ25_00115	1926		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	21675	23600	+	RKZ11253.1			DNA topoisomerase (ATP-hydrolyzing) subunit B	gyrB		DRQ25_00115	1926	641	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	23660	26146	+							DRQ25_00120	2487		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	23660	26146	+	RKZ11254.1			DNA gyrase subunit A			DRQ25_00120	2487	828	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	26365	29796	+							DRQ25_00125	3432		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	26365	29796	+	RKZ11255.1			hypothetical protein			DRQ25_00125	3432	1143	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	29759	30790	+							DRQ25_00130	1032		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	29759	30790	+	RKZ11256.1			asparaginase			DRQ25_00130	1032	343	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	30869	31213	+							DRQ25_00135	345		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	30869	31213	+	RKZ11257.1			hypothetical protein			DRQ25_00135	345	114	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	31243	31623	+							DRQ25_00140	381		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	31243	31623	+	RKZ11258.1			polymer-forming cytoskeletal protein			DRQ25_00140	381	126	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	31804	32127	+							DRQ25_00145	324		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	31804	32127	+	RKZ11259.1			hypothetical protein			DRQ25_00145	324	107	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	32124	34148	+							DRQ25_00150	2025		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	32124	34148	+	RKZ11260.1			hypothetical protein			DRQ25_00150	2025	674	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	34206	34634	+							DRQ25_00155	429		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	34206	34634	+	RKZ11261.1			V-type ATP synthase subunit K			DRQ25_00155	429	142	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	34642	35229	+							DRQ25_00160	588		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	34642	35229	+	RKZ11262.1			hypothetical protein			DRQ25_00160	588	195	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	35233	36207	+							DRQ25_00165	975		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	35233	36207	+	RKZ11263.1			hypothetical protein			DRQ25_00165	975	324	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	36217	36546	+							DRQ25_00170	330		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	36217	36546	+	RKZ11264.1			V-type ATP synthase subunit F			DRQ25_00170	330	109	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	36578	38347	+							DRQ25_00175	1770		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	36578	38347	+	RKZ11265.1			V-type ATP synthase subunit A			DRQ25_00175	1770	589	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	38360	39760	+							DRQ25_00180	1401		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	38360	39760	+	RKZ11266.1			V-type ATP synthase subunit B			DRQ25_00180	1401	466	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	39760	40398	+							DRQ25_00185	639		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	39760	40398	+	RKZ11267.1			V-type ATP synthase subunit D			DRQ25_00185	639	212	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	40568	41164	+							DRQ25_00190	597		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	40568	41164	+	RKZ11268.1			hypothetical protein			DRQ25_00190	597	198	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	41230	41841	+							DRQ25_00195	612		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	41230	41841	+	RKZ11269.1			hypothetical protein			DRQ25_00195	612	203	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	41916	42566	-							DRQ25_00200	651		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	41916	42566	-	RKZ11270.1			isoprenoid biosynthesis protein ElbB			DRQ25_00200	651	216	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	42704	43375	+							DRQ25_00205	672		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	42704	43375	+	RKZ11271.1			hypothetical protein			DRQ25_00205	672	223	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	43401	44198	+							DRQ25_00210	798		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	43401	44198	+	RKZ11272.1			hypothetical protein			DRQ25_00210	798	265	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	44211	44372	-							DRQ25_00215	162		partial
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000001.1	44211	44372	-	RKZ11273.1			nucleoside-diphosphate-sugar epimerase			DRQ25_00215	162	53	partial
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	1	311	+							DRQ25_00220	311		partial
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	1	311	+	RKZ11174.1			hypothetical protein			DRQ25_00220	311	102	partial
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	593	967	-							DRQ25_00225	375		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	593	967	-	RKZ11175.1			hypothetical protein			DRQ25_00225	375	124	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	1122	1568	-							DRQ25_00230	447		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	1122	1568	-	RKZ11176.1			hypothetical protein			DRQ25_00230	447	148	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	1968	2459	-							DRQ25_00235	492		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	1968	2459	-	RKZ11177.1			hypothetical protein			DRQ25_00235	492	163	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	2463	2741	-							DRQ25_00240	279		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	2463	2741	-	RKZ11178.1			hypothetical protein			DRQ25_00240	279	92	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	2865	3344	+							DRQ25_00245	480		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	2865	3344	+	RKZ11179.1			hypothetical protein			DRQ25_00245	480	159	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	3389	3745	+							DRQ25_00250	357		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	3389	3745	+	RKZ11180.1			hypothetical protein			DRQ25_00250	357	118	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	3732	4505	+							DRQ25_00255	774		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	3732	4505	+	RKZ11181.1			hypothetical protein			DRQ25_00255	774	257	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	4498	4827	+							DRQ25_00260	330		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	4498	4827	+	RKZ11182.1			hypothetical protein			DRQ25_00260	330	109	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	4824	5036	+							DRQ25_00265	213		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	4824	5036	+	RKZ11183.1			hypothetical protein			DRQ25_00265	213	70	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	5042	5335	+							DRQ25_00270	294		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	5042	5335	+	RKZ11184.1			hypothetical protein			DRQ25_00270	294	97	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	5340	5627	+							DRQ25_00275	288		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	5340	5627	+	RKZ11185.1			hypothetical protein			DRQ25_00275	288	95	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	5611	6492	+							DRQ25_00280	882		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	5611	6492	+	RKZ11186.1			hypothetical protein			DRQ25_00280	882	293	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	6498	6713	+							DRQ25_00285	216		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	6498	6713	+	RKZ11187.1			hypothetical protein			DRQ25_00285	216	71	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	6729	7199	+							DRQ25_00290	471		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	6729	7199	+	RKZ11188.1			hypothetical protein			DRQ25_00290	471	156	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	7199	7768	+							DRQ25_00295	570		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	7199	7768	+	RKZ11189.1			hypothetical protein			DRQ25_00295	570	189	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	7777	7992	+							DRQ25_00300	216		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	7777	7992	+	RKZ11190.1			hypothetical protein			DRQ25_00300	216	71	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	8023	9294	+							DRQ25_00305	1272		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	8023	9294	+	RKZ11191.1			hypothetical protein			DRQ25_00305	1272	423	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	9348	11027	+							DRQ25_00310	1680		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	9348	11027	+	RKZ11192.1			hypothetical protein			DRQ25_00310	1680	559	
gene	pseudogene	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	11877	11981	+							DRQ25_00315	105		pseudo
CDS	without_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	11877	11981	+				oligopeptide transporter substrate-binding protein			DRQ25_00315	105		pseudo
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	12227	12598	+							DRQ25_00320	372		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	12227	12598	+	RKZ11193.1			hypothetical protein			DRQ25_00320	372	123	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	12600	13718	+							DRQ25_00325	1119		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	12600	13718	+	RKZ11194.1			hypothetical protein			DRQ25_00325	1119	372	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	13780	14088	+							DRQ25_00330	309		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	13780	14088	+	RKZ11195.1			hypothetical protein			DRQ25_00330	309	102	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	14156	15379	-							DRQ25_00335	1224		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	14156	15379	-	RKZ11196.1			transposase			DRQ25_00335	1224	407	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	15942	16205	+							DRQ25_00340	264		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	15942	16205	+	RKZ11197.1			hypothetical protein			DRQ25_00340	264	87	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	16377	17459	+							DRQ25_00345	1083		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	16377	17459	+	RKZ11198.1			hypothetical protein			DRQ25_00345	1083	360	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	17657	18313	+							DRQ25_00350	657		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	17657	18313	+	RKZ11199.1			hypothetical protein			DRQ25_00350	657	218	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	18320	18529	+							DRQ25_00355	210		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	18320	18529	+	RKZ11200.1			hypothetical protein			DRQ25_00355	210	69	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	18544	18831	+							DRQ25_00360	288		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	18544	18831	+	RKZ11201.1			hypothetical protein			DRQ25_00360	288	95	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	19451	20455	+							DRQ25_00365	1005		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	19451	20455	+	RKZ11202.1			hypothetical protein			DRQ25_00365	1005	334	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	20458	20718	+							DRQ25_00370	261		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	20458	20718	+	RKZ11203.1			hypothetical protein			DRQ25_00370	261	86	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	20715	22880	+							DRQ25_00375	2166		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	20715	22880	+	RKZ11204.1			hypothetical protein			DRQ25_00375	2166	721	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	23015	31474	+							DRQ25_00380	8460		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	23015	31474	+	RKZ11205.1			hypothetical protein			DRQ25_00380	8460	2819	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	31614	32108	+							DRQ25_00385	495		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	31614	32108	+	RKZ11206.1			hypothetical protein			DRQ25_00385	495	164	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	32276	32602	-							DRQ25_00390	327		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	32276	32602	-	RKZ11207.1			hypothetical protein			DRQ25_00390	327	108	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	32691	33323	+							DRQ25_00395	633		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	32691	33323	+	RKZ11208.1			hypothetical protein			DRQ25_00395	633	210	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	33352	34536	+							DRQ25_00400	1185		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	33352	34536	+	RKZ11209.1			hypothetical protein			DRQ25_00400	1185	394	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	34753	35238	+							DRQ25_00405	486		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	34753	35238	+	RKZ11210.1			hypothetical protein			DRQ25_00405	486	161	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	35243	35548	-							DRQ25_00410	306		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	35243	35548	-	RKZ11211.1			hypothetical protein			DRQ25_00410	306	101	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	35674	38235	+							DRQ25_00415	2562		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	35674	38235	+	RKZ11212.1			hypothetical protein			DRQ25_00415	2562	853	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	38242	38709	+							DRQ25_00420	468		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	38242	38709	+	RKZ11213.1			hypothetical protein			DRQ25_00420	468	155	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	38693	40177	+							DRQ25_00425	1485		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	38693	40177	+	RKZ11214.1			hypothetical protein			DRQ25_00425	1485	494	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	40189	40542	+							DRQ25_00430	354		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000002.1	40189	40542	+	RKZ11215.1			hypothetical protein			DRQ25_00430	354	117	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000003.1	1	779	-							DRQ25_00435	779		partial
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000003.1	1	779	-	RKZ11128.1			hypothetical protein			DRQ25_00435	779	260	partial
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000003.1	781	1962	-							DRQ25_00440	1182		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000003.1	781	1962	-	RKZ11129.1			hypothetical protein			DRQ25_00440	1182	393	
gene	protein_coding	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000003.1	1962	2417	-							DRQ25_00445	456		
CDS	with_protein	GCA_003644925.1	Primary Assembly	unplaced scaffold		QNDS01000003.1	1962	2417	-	RKZ11130.1			hypothetical protein			DRQ25_00445	456	151	
