Gene ID	Locus Type	Locus Tag	Gene Product Name	Start Coord	End Coord	Strand	
3300026961 assembled Ga0207715_10010226	CDS	Ga0207715_10010226	hypothetical protein	24488	24868	+	
3300026961 assembled Ga0207715_10010227	CDS	Ga0207715_10010227	IMP dehydrogenase	25068	26567	-	
3300026961 assembled Ga0207715_10010228	CDS	Ga0207715_10010228	hypothetical protein	26807	27013	+	
3300026961 assembled Ga0207715_10010229	CDS	Ga0207715_10010229	hypothetical protein	27017	27967	+	
3300026961 assembled Ga0207715_1001023	CDS	Ga0207715_1001023	hypothetical protein	1743	2369	+	
3300026961 assembled Ga0207715_10010230	CDS	Ga0207715_10010230	hypothetical protein	28038	28265	+	
3300026961 assembled Ga0207715_10010231	tRNA	Ga0207715_10010231	tRNA_Pseudo_Pseudo	28312	28484	+	
3300026961 assembled Ga0207715_10010232	CDS	Ga0207715_10010232	hypothetical protein	28586	29383	+	
3300026961 assembled Ga0207715_10010233	CDS	Ga0207715_10010233	hypothetical protein	29609	29812	-	
3300026961 assembled Ga0207715_10010234	CDS	Ga0207715_10010234	sugar-specific transcriptional regulator TrmB	29934	30764	-	
3300026961 assembled Ga0207715_10010235	CDS	Ga0207715_10010235	hypothetical protein	31271	31576	-	
3300026961 assembled Ga0207715_10010236	CDS	Ga0207715_10010236	hypothetical protein	31703	32086	-	
3300026961 assembled Ga0207715_10010237	CDS	Ga0207715_10010237	hypothetical protein	32211	32315	+	
3300026961 assembled Ga0207715_10010238	CDS	Ga0207715_10010238	hypothetical protein	32371	33195	+	
3300026961 assembled Ga0207715_10010239	CDS	Ga0207715_10010239	8-oxo-dGTP diphosphatase	33239	33802	-	
3300026961 assembled Ga0207715_1001024	CDS	Ga0207715_1001024	hypothetical protein	2435	2923	-	
3300026961 assembled Ga0207715_10010240	CDS	Ga0207715_10010240	hypothetical protein	33952	36111	-	
3300026961 assembled Ga0207715_10010241	CDS	Ga0207715_10010241	aspartate aminotransferase-like enzyme	36316	37380	+	
3300026961 assembled Ga0207715_10010242	CDS	Ga0207715_10010242	hypothetical protein	37483	38676	+	
3300026961 assembled Ga0207715_10010243	CDS	Ga0207715_10010243	poly-gamma-glutamate synthesis protein (capsule biosynthesis protein)	38663	39850	-	
3300026961 assembled Ga0207715_10010244	CDS	Ga0207715_10010244	translation initiation factor 1A	40003	40254	+	
3300026961 assembled Ga0207715_10010245	CDS	Ga0207715_10010245	hypothetical protein	40327	40644	-	
3300026961 assembled Ga0207715_10010246	CDS	Ga0207715_10010246	predicted transcriptional regulator	40827	41585	-	
3300026961 assembled Ga0207715_10010247	CDS	Ga0207715_10010247	predicted small metal-binding protein	41590	41748	-	
3300026961 assembled Ga0207715_10010248	CDS	Ga0207715_10010248	hypothetical protein	41833	43173	-	
3300026961 assembled Ga0207715_10010249	CDS	Ga0207715_10010249	hypothetical protein	43299	44036	+	
3300026961 assembled Ga0207715_1001025	CDS	Ga0207715_1001025	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	3152	4102	-	
3300026961 assembled Ga0207715_10010250	CDS	Ga0207715_10010250	NCS2 family nucleobase:cation symporter-2	44094	45470	-	
3300026961 assembled Ga0207715_10010251	CDS	Ga0207715_10010251	adenine phosphoribosyltransferase	45657	46202	-	
3300026961 assembled Ga0207715_10010252	CDS	Ga0207715_10010252	SAM-dependent methyltransferase	46373	46984	+	
3300026961 assembled Ga0207715_10010253	CDS	Ga0207715_10010253	polar amino acid transport system permease protein	47137	48180	-	
3300026961 assembled Ga0207715_10010254	CDS	Ga0207715_10010254	polar amino acid transport system ATP-binding protein	48177	48908	-	
3300026961 assembled Ga0207715_10010255	CDS	Ga0207715_10010255	polar amino acid transport system permease protein	48905	49621	-	
3300026961 assembled Ga0207715_10010256	CDS	Ga0207715_10010256	polar amino acid transport system substrate-binding protein	49626	50402	-	
3300026961 assembled Ga0207715_10010257	CDS	Ga0207715_10010257	malate dehydrogenase (quinone)	50691	52082	-	
3300026961 assembled Ga0207715_10010258	CDS	Ga0207715_10010258	uncharacterized protein YjbI with pentapeptide repeats	52259	53929	-	
3300026961 assembled Ga0207715_10010259	CDS	Ga0207715_10010259	ferritin-like metal-binding protein YciE	54048	54539	-	
3300026961 assembled Ga0207715_1001026	CDS	Ga0207715_1001026	adenylate cyclase class 2	4239	4787	+	
3300026961 assembled Ga0207715_10010260	CDS	Ga0207715_10010260	LEA14-like dessication related protein/LEA14-like dessication related protein	54726	55817	+	
3300026961 assembled Ga0207715_10010261	CDS	Ga0207715_10010261	pectinesterase	55837	56781	+	
3300026961 assembled Ga0207715_10010262	CDS	Ga0207715_10010262	dienelactone hydrolase	56875	57912	+	
3300026961 assembled Ga0207715_10010263	CDS	Ga0207715_10010263	hypothetical protein	58077	58472	+	
3300026961 assembled Ga0207715_10010264	CDS	Ga0207715_10010264	uncharacterized membrane protein	58461	59828	-	
3300026961 assembled Ga0207715_10010265	CDS	Ga0207715_10010265	hypothetical protein	59960	60163	+	
3300026961 assembled Ga0207715_10010266	CDS	Ga0207715_10010266	hypothetical protein	60334	61023	-	
3300026961 assembled Ga0207715_10010267	CDS	Ga0207715_10010267	beta-lactamase superfamily II metal-dependent hydrolase	61020	62069	-	
3300026961 assembled Ga0207715_10010268	CDS	Ga0207715_10010268	hypothetical protein	62175	62669	-	
3300026961 assembled Ga0207715_10010269	CDS	Ga0207715_10010269	DNA-binding PadR family transcriptional regulator	62747	63043	-	
3300026961 assembled Ga0207715_1001027	CDS	Ga0207715_1001027	RimJ/RimL family protein N-acetyltransferase	4893	5456	+	
3300026961 assembled Ga0207715_10010270	CDS	Ga0207715_10010270	hypothetical protein	63528	63968	-	
3300026961 assembled Ga0207715_10010271	CDS	Ga0207715_10010271	hypothetical protein	64100	64642	-	
3300026961 assembled Ga0207715_10010272	CDS	Ga0207715_10010272	hypothetical protein	64652	65392	-	
3300026961 assembled Ga0207715_10010273	CDS	Ga0207715_10010273	hypothetical protein	65399	66733	-	
3300026961 assembled Ga0207715_10010274	CDS	Ga0207715_10010274	hypothetical protein	66730	66954	-	
3300026961 assembled Ga0207715_10010275	CDS	Ga0207715_10010275	hypothetical protein	66968	67501	+	
3300026961 assembled Ga0207715_10010276	CDS	Ga0207715_10010276	hypothetical protein	67570	68037	+	
3300026961 assembled Ga0207715_10010277	CDS	Ga0207715_10010277	predicted transcriptional regulator	68173	68535	+	
3300026961 assembled Ga0207715_10010278	CDS	Ga0207715_10010278	hypothetical protein	68594	68839	-	
3300026961 assembled Ga0207715_10010279	CDS	Ga0207715_10010279	hypothetical protein	68944	69348	-	
3300026961 assembled Ga0207715_1001028	CDS	Ga0207715_1001028	S-adenosylmethionine synthetase	5559	6764	+	
3300026961 assembled Ga0207715_10010280	CDS	Ga0207715_10010280	hypothetical protein	69413	69769	-	
3300026961 assembled Ga0207715_10010281	CDS	Ga0207715_10010281	hypothetical protein	69787	71880	-	
3300026961 assembled Ga0207715_10010282	CDS	Ga0207715_10010282	hypothetical protein	71916	72257	-	
3300026961 assembled Ga0207715_10010283	CDS	Ga0207715_10010283	hypothetical protein	72336	72533	-	
3300026961 assembled Ga0207715_10010284	CDS	Ga0207715_10010284	hypothetical protein	72931	73305	-	
3300026961 assembled Ga0207715_10010285	CDS	Ga0207715_10010285	PKD repeat protein	73439	77530	-	
3300026961 assembled Ga0207715_10010286	CDS	Ga0207715_10010286	hypothetical protein	77594	77674	+	
3300026961 assembled Ga0207715_1001029	CDS	Ga0207715_1001029	hypothetical protein	6844	7446	+	
