Gene ID	Locus Type	Locus Tag	Gene Product Name	Start Coord	End Coord	Strand	
3300000868 assembled JGI12330J12834_100000831	CDS	JGI12330J12834_100000831	Protein of unknown function (DUF3267)	30183	30806	-	
3300000868 assembled JGI12330J12834_100000832	CDS	JGI12330J12834_100000832	Protein of unknown function (Hypoth_ymh)	30859	31746	-	
3300000868 assembled JGI12330J12834_100000833	CDS	JGI12330J12834_100000833	hypothetical protein	31864	32037	-	
3300000868 assembled JGI12330J12834_100000834	CDS	JGI12330J12834_100000834	hypothetical protein	32034	32360	-	
3300000868 assembled JGI12330J12834_100000835	CDS	JGI12330J12834_100000835	hypothetical protein	32385	33128	-	
3300000868 assembled JGI12330J12834_100000836	CDS	JGI12330J12834_100000836	hypothetical protein	33164	33292	-	
3300000868 assembled JGI12330J12834_100000837	CDS	JGI12330J12834_100000837	hypothetical protein	33301	33627	-	
3300000868 assembled JGI12330J12834_100000838	CDS	JGI12330J12834_100000838	hypothetical protein	33628	34209	-	
3300000868 assembled JGI12330J12834_100000839	CDS	JGI12330J12834_100000839	hypothetical protein	34444	35598	-	
3300000868 assembled JGI12330J12834_10000084	CDS	JGI12330J12834_10000084	hypothetical protein	2576	3175	+	
3300000868 assembled JGI12330J12834_100000840	CDS	JGI12330J12834_100000840	hypothetical protein	35690	35938	-	
3300000868 assembled JGI12330J12834_100000841	CDS	JGI12330J12834_100000841	hypothetical protein	35939	36184	-	
3300000868 assembled JGI12330J12834_100000842	CDS	JGI12330J12834_100000842	hypothetical protein	36181	36462	-	
3300000868 assembled JGI12330J12834_100000843	CDS	JGI12330J12834_100000843	hypothetical protein	36462	36551	-	
3300000868 assembled JGI12330J12834_100000844	CDS	JGI12330J12834_100000844	hypothetical protein	36617	36850	-	
3300000868 assembled JGI12330J12834_100000845	CDS	JGI12330J12834_100000845	Predicted protein-tyrosine phosphatase	37074	37499	-	
3300000868 assembled JGI12330J12834_100000846	CDS	JGI12330J12834_100000846	hypothetical protein	37499	37861	-	
3300000868 assembled JGI12330J12834_100000847	CDS	JGI12330J12834_100000847	hypothetical protein	37903	38448	-	
3300000868 assembled JGI12330J12834_100000848	CDS	JGI12330J12834_100000848	hypothetical protein	38466	39158	-	
3300000868 assembled JGI12330J12834_100000849	CDS	JGI12330J12834_100000849	hypothetical protein	39162	40391	-	
3300000868 assembled JGI12330J12834_10000085	CDS	JGI12330J12834_10000085	Protein of unknown function (DUF2971)	3172	4101	-	
3300000868 assembled JGI12330J12834_100000850	CDS	JGI12330J12834_100000850	hypothetical protein	40384	40626	-	
3300000868 assembled JGI12330J12834_100000851	CDS	JGI12330J12834_100000851	hypothetical protein	40693	41127	+	
3300000868 assembled JGI12330J12834_100000852	CDS	JGI12330J12834_100000852	hypothetical protein	41269	41688	+	
3300000868 assembled JGI12330J12834_100000853	CDS	JGI12330J12834_100000853	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase and related enzymes	41776	43260	+	
3300000868 assembled JGI12330J12834_100000854	CDS	JGI12330J12834_100000854	hypothetical protein	43270	45297	+	
3300000868 assembled JGI12330J12834_100000855	CDS	JGI12330J12834_100000855	Domain of unknown function (DUF1832)	45294	45695	+	
3300000868 assembled JGI12330J12834_100000856	CDS	JGI12330J12834_100000856	Cysteine sulfinate desulfinase/cysteine desulfurase and related enzymes	45697	46875	+	
3300000868 assembled JGI12330J12834_100000857	CDS	JGI12330J12834_100000857	hypothetical protein	46880	47083	+	
3300000868 assembled JGI12330J12834_100000858	CDS	JGI12330J12834_100000858	DNA or RNA helicases of superfamily II	47209	49164	+	
3300000868 assembled JGI12330J12834_100000859	CDS	JGI12330J12834_100000859	hypothetical protein	49167	49355	+	
3300000868 assembled JGI12330J12834_10000086	CDS	JGI12330J12834_10000086	hypothetical protein	4210	4560	-	
3300000868 assembled JGI12330J12834_100000860	CDS	JGI12330J12834_100000860	hypothetical protein	49345	51297	+	
3300000868 assembled JGI12330J12834_100000861	CDS	JGI12330J12834_100000861	hypothetical protein	51299	51766	+	
3300000868 assembled JGI12330J12834_100000862	CDS	JGI12330J12834_100000862	hypothetical protein	51763	52140	-	
3300000868 assembled JGI12330J12834_100000863	CDS	JGI12330J12834_100000863	hypothetical protein	52295	52612	-	
3300000868 assembled JGI12330J12834_100000864	CDS	JGI12330J12834_100000864	hypothetical protein	52609	53385	-	
3300000868 assembled JGI12330J12834_100000865	CDS	JGI12330J12834_100000865	hypothetical protein	53360	53728	-	
3300000868 assembled JGI12330J12834_100000866	CDS	JGI12330J12834_100000866	hypothetical protein	53725	53823	-	
3300000868 assembled JGI12330J12834_100000867	CDS	JGI12330J12834_100000867	hypothetical protein	53915	54175	-	
3300000868 assembled JGI12330J12834_100000868	CDS	JGI12330J12834_100000868	hypothetical protein	54165	54473	-	
3300000868 assembled JGI12330J12834_100000869	CDS	JGI12330J12834_100000869	hypothetical protein	54955	55104	+	
3300000868 assembled JGI12330J12834_10000087	CDS	JGI12330J12834_10000087	hypothetical protein	4594	4899	-	
3300000868 assembled JGI12330J12834_100000870	CDS	JGI12330J12834_100000870	hypothetical protein	55141	55599	-	
3300000868 assembled JGI12330J12834_100000871	CDS	JGI12330J12834_100000871	hypothetical protein	55623	56069	+	
3300000868 assembled JGI12330J12834_100000872	CDS	JGI12330J12834_100000872	hypothetical protein	56085	56789	-	
3300000868 assembled JGI12330J12834_100000873	CDS	JGI12330J12834_100000873	hypothetical protein	56887	57090	+	
3300000868 assembled JGI12330J12834_100000874	CDS	JGI12330J12834_100000874	hypothetical protein	57361	58965	-	
3300000868 assembled JGI12330J12834_100000875	CDS	JGI12330J12834_100000875	hypothetical protein	59218	60759	+	
3300000868 assembled JGI12330J12834_100000876	CDS	JGI12330J12834_100000876	hypothetical protein	60816	61823	+	
3300000868 assembled JGI12330J12834_100000877	CDS	JGI12330J12834_100000877	Cdc6-related protein, AAA superfamily ATPase	61856	63154	-	
3300000868 assembled JGI12330J12834_100000878	CDS	JGI12330J12834_100000878	Site-specific DNA methylase	63455	64285	-	
3300000868 assembled JGI12330J12834_100000879	CDS	JGI12330J12834_100000879	hypothetical protein	64282	64620	-	
3300000868 assembled JGI12330J12834_10000088	CDS	JGI12330J12834_10000088	hypothetical protein	4907	6802	-	
3300000868 assembled JGI12330J12834_100000880	CDS	JGI12330J12834_100000880	hypothetical protein	64620	64895	-	
3300000868 assembled JGI12330J12834_100000881	CDS	JGI12330J12834_100000881	hypothetical protein	64892	65218	-	
3300000868 assembled JGI12330J12834_100000882	CDS	JGI12330J12834_100000882	hypothetical protein	65220	65540	-	
3300000868 assembled JGI12330J12834_100000883	CDS	JGI12330J12834_100000883	hypothetical protein	65540	65998	-	
3300000868 assembled JGI12330J12834_100000884	CDS	JGI12330J12834_100000884	hypothetical protein	65998	66240	-	
3300000868 assembled JGI12330J12834_100000885	CDS	JGI12330J12834_100000885	hypothetical protein	66240	66611	-	
3300000868 assembled JGI12330J12834_100000886	CDS	JGI12330J12834_100000886	hypothetical protein	66611	66826	-	
3300000868 assembled JGI12330J12834_100000887	CDS	JGI12330J12834_100000887	hypothetical protein	66833	66973	-	
3300000868 assembled JGI12330J12834_100000888	CDS	JGI12330J12834_100000888	hypothetical protein	66963	67289	-	
3300000868 assembled JGI12330J12834_100000889	CDS	JGI12330J12834_100000889	hypothetical protein	67370	67726	-	
3300000868 assembled JGI12330J12834_10000089	CDS	JGI12330J12834_10000089	hypothetical protein	6803	7114	-	
3300000868 assembled JGI12330J12834_100000890	CDS	JGI12330J12834_100000890	hypothetical protein	67730	67954	-	
3300000868 assembled JGI12330J12834_100000891	CDS	JGI12330J12834_100000891	hypothetical protein	67951	68187	-	
3300000868 assembled JGI12330J12834_100000892	CDS	JGI12330J12834_100000892	hypothetical protein	68180	68461	-	
3300000868 assembled JGI12330J12834_100000893	CDS	JGI12330J12834_100000893	hypothetical protein	68461	68721	-	
3300000868 assembled JGI12330J12834_100000894	CDS	JGI12330J12834_100000894	hypothetical protein	68718	69017	-	
3300000868 assembled JGI12330J12834_100000895	CDS	JGI12330J12834_100000895	hypothetical protein	69240	69569	+	
3300000868 assembled JGI12330J12834_100000896	CDS	JGI12330J12834_100000896	hypothetical protein	69571	69732	-	
3300000868 assembled JGI12330J12834_100000897	CDS	JGI12330J12834_100000897	Rio2, N-terminal	69920	70423	-	
3300000868 assembled JGI12330J12834_100000898	CDS	JGI12330J12834_100000898	Transglutaminase-like enzymes, putative cysteine proteases	70518	71090	+	
3300000868 assembled JGI12330J12834_100000899	CDS	JGI12330J12834_100000899	hypothetical protein	71103	71321	+	
