Gene ID	Locus Type	Locus Tag	Gene Product Name	Start Coord	End Coord	Strand	
3300027007 assembled Ga0207718_10010021	CDS	Ga0207718_10010021	hypothetical protein	20679	21905	+	
3300027007 assembled Ga0207718_10010022	CDS	Ga0207718_10010022	hypothetical protein	21874	22341	-	
3300027007 assembled Ga0207718_10010023	CDS	Ga0207718_10010023	intein/homing endonuclease/intein/homing endonuclease	22397	25813	-	
3300027007 assembled Ga0207718_10010024	tRNA	Ga0207718_10010024	tRNA_Pseudo_Pseudo	26227	26344	-	
3300027007 assembled Ga0207718_10010025	tRNA	Ga0207718_10010025	tRNA_Val_CAC	26508	26638	-	
3300027007 assembled Ga0207718_10010026	CDS	Ga0207718_10010026	hypothetical protein	27285	27725	+	
3300027007 assembled Ga0207718_10010027	CDS	Ga0207718_10010027	hypothetical protein	27722	28624	-	
3300027007 assembled Ga0207718_10010028	CDS	Ga0207718_10010028	hypothetical protein	28635	29033	-	
3300027007 assembled Ga0207718_10010029	CDS	Ga0207718_10010029	uncharacterized protein DUF4238	29384	30262	-	
3300027007 assembled Ga0207718_1001003	CDS	Ga0207718_1001003	hypothetical protein	2682	2894	-	
3300027007 assembled Ga0207718_10010030	CDS	Ga0207718_10010030	hypothetical protein	30333	30800	+	
3300027007 assembled Ga0207718_10010031	CDS	Ga0207718_10010031	uncharacterized protein Ymh	30824	31660	-	
3300027007 assembled Ga0207718_10010032	CDS	Ga0207718_10010032	hypothetical protein	31785	32378	-	
3300027007 assembled Ga0207718_10010033	CDS	Ga0207718_10010033	hypothetical protein	32456	32824	-	
3300027007 assembled Ga0207718_10010034	CDS	Ga0207718_10010034	hypothetical protein	33128	33637	-	
3300027007 assembled Ga0207718_10010035	CDS	Ga0207718_10010035	hypothetical protein	33739	34311	-	
3300027007 assembled Ga0207718_10010036	CDS	Ga0207718_10010036	hypothetical protein	34308	34541	-	
3300027007 assembled Ga0207718_10010037	CDS	Ga0207718_10010037	hypothetical protein	34567	35283	-	
3300027007 assembled Ga0207718_10010038	CDS	Ga0207718_10010038	hypothetical protein	35548	36756	-	
3300027007 assembled Ga0207718_10010039	CDS	Ga0207718_10010039	hypothetical protein	36848	37129	-	
3300027007 assembled Ga0207718_1001004	CDS	Ga0207718_1001004	hypothetical protein	3395	4576	-	
3300027007 assembled Ga0207718_10010040	CDS	Ga0207718_10010040	hypothetical protein	37305	37625	-	
3300027007 assembled Ga0207718_10010041	CDS	Ga0207718_10010041	hypothetical protein	37790	38212	-	
3300027007 assembled Ga0207718_10010042	CDS	Ga0207718_10010042	hypothetical protein	38285	38791	+	
3300027007 assembled Ga0207718_10010043	CDS	Ga0207718_10010043	hypothetical protein	38788	39321	-	
3300027007 assembled Ga0207718_10010044	CDS	Ga0207718_10010044	hypothetical protein	39322	39873	-	
3300027007 assembled Ga0207718_10010045	CDS	Ga0207718_10010045	hypothetical protein	39896	40597	-	
3300027007 assembled Ga0207718_10010046	CDS	Ga0207718_10010046	hypothetical protein	40601	41851	-	
3300027007 assembled Ga0207718_10010047	CDS	Ga0207718_10010047	hypothetical protein	41823	42047	-	
3300027007 assembled Ga0207718_10010048	CDS	Ga0207718_10010048	hypothetical protein	42111	42551	+	
3300027007 assembled Ga0207718_10010049	CDS	Ga0207718_10010049	hypothetical protein	42607	42837	-	
3300027007 assembled Ga0207718_1001005	CDS	Ga0207718_1001005	hypothetical protein	4637	4933	-	
3300027007 assembled Ga0207718_10010050	CDS	Ga0207718_10010050	5-methylcytosine-specific restriction enzyme subunit McrC	42843	44060	-	
3300027007 assembled Ga0207718_10010051	CDS	Ga0207718_10010051	5-methylcytosine-specific restriction protein B	44067	45062	-	
3300027007 assembled Ga0207718_10010052	CDS	Ga0207718_10010052	hypothetical protein	45025	45684	-	
3300027007 assembled Ga0207718_10010053	CDS	Ga0207718_10010053	DNA modification methylase/DNA modification methylase	45681	46937	-	
3300027007 assembled Ga0207718_10010054	CDS	Ga0207718_10010054	hypothetical protein	47032	47385	-	
3300027007 assembled Ga0207718_10010055	CDS	Ga0207718_10010055	hypothetical protein	47410	47610	-	
3300027007 assembled Ga0207718_10010056	CDS	Ga0207718_10010056	hypothetical protein	47600	47767	-	
3300027007 assembled Ga0207718_10010057	CDS	Ga0207718_10010057	hypothetical protein	47764	48540	-	
3300027007 assembled Ga0207718_10010058	CDS	Ga0207718_10010058	hypothetical protein	48524	48898	-	
3300027007 assembled Ga0207718_10010059	CDS	Ga0207718_10010059	hypothetical protein	49248	50015	+	
3300027007 assembled Ga0207718_1001006	CDS	Ga0207718_1001006	hypothetical protein	4950	6869	-	
3300027007 assembled Ga0207718_10010060	CDS	Ga0207718_10010060	superfamily II DNA or RNA helicase	50097	52112	+	
3300027007 assembled Ga0207718_10010061	CDS	Ga0207718_10010061	hypothetical protein	52155	52358	+	
3300027007 assembled Ga0207718_10010062	CDS	Ga0207718_10010062	DNA sulfur modification protein DndD	52355	54325	+	
3300027007 assembled Ga0207718_10010063	CDS	Ga0207718_10010063	hypothetical protein	54325	54765	+	
3300027007 assembled Ga0207718_10010064	CDS	Ga0207718_10010064	hypothetical protein	54775	55371	+	
3300027007 assembled Ga0207718_10010065	CDS	Ga0207718_10010065	cytidine deaminase	55368	55850	+	
3300027007 assembled Ga0207718_10010066	CDS	Ga0207718_10010066	hypothetical protein	55858	56058	+	
3300027007 assembled Ga0207718_10010067	CDS	Ga0207718_10010067	chromosome segregation ATPase	56060	57289	-	
3300027007 assembled Ga0207718_10010068	CDS	Ga0207718_10010068	Cdc6-like AAA superfamily ATPase	57823	59253	-	
3300027007 assembled Ga0207718_10010069	CDS	Ga0207718_10010069	hypothetical protein	59704	59940	-	
3300027007 assembled Ga0207718_1001007	CDS	Ga0207718_1001007	hypothetical protein	7243	7554	+	
3300027007 assembled Ga0207718_10010070	CDS	Ga0207718_10010070	hypothetical protein	59941	60294	-	
3300027007 assembled Ga0207718_10010071	CDS	Ga0207718_10010071	hypothetical protein	60291	60533	-	
3300027007 assembled Ga0207718_10010072	CDS	Ga0207718_10010072	hypothetical protein	60533	60763	-	
3300027007 assembled Ga0207718_10010073	CDS	Ga0207718_10010073	hypothetical protein	60760	61146	-	
3300027007 assembled Ga0207718_10010074	CDS	Ga0207718_10010074	hypothetical protein	61146	61553	-	
3300027007 assembled Ga0207718_10010075	CDS	Ga0207718_10010075	hypothetical protein	61561	61701	-	
3300027007 assembled Ga0207718_10010076	CDS	Ga0207718_10010076	hypothetical protein	61691	62014	-	
3300027007 assembled Ga0207718_10010077	CDS	Ga0207718_10010077	hypothetical protein	62207	62536	+	
3300027007 assembled Ga0207718_10010078	CDS	Ga0207718_10010078	hypothetical protein	62542	62784	+	
3300027007 assembled Ga0207718_10010079	CDS	Ga0207718_10010079	predicted transcriptional regulator	62978	63469	-	
3300027007 assembled Ga0207718_1001008	CDS	Ga0207718_1001008	hypothetical protein	7551	8987	-	
3300027007 assembled Ga0207718_10010080	CDS	Ga0207718_10010080	hypothetical protein	63631	64440	+	
3300027007 assembled Ga0207718_10010081	CDS	Ga0207718_10010081	transglutaminase-like putative cysteine protease	64434	64994	+	
3300027007 assembled Ga0207718_10010082	CDS	Ga0207718_10010082	hypothetical protein	65003	66052	+	
3300027007 assembled Ga0207718_10010083	CDS	Ga0207718_10010083	hypothetical protein	66049	66897	+	
3300027007 assembled Ga0207718_10010084	CDS	Ga0207718_10010084	hypothetical protein	66894	67349	+	
3300027007 assembled Ga0207718_10010085	CDS	Ga0207718_10010085	DNA helicase HerA-like ATPase	67353	69389	+	
3300027007 assembled Ga0207718_10010086	CDS	Ga0207718_10010086	hypothetical protein	69386	69529	-	
3300027007 assembled Ga0207718_10010087	CDS	Ga0207718_10010087	hypothetical protein	69536	70726	-	
3300027007 assembled Ga0207718_10010088	CDS	Ga0207718_10010088	hypothetical protein	70775	71986	-	
3300027007 assembled Ga0207718_10010089	CDS	Ga0207718_10010089	hypothetical protein	72197	72337	-	
3300027007 assembled Ga0207718_1001009	CDS	Ga0207718_1001009	hypothetical protein	9027	9299	-	
3300027007 assembled Ga0207718_10010090	CDS	Ga0207718_10010090	hypothetical protein	72545	73078	+	
3300027007 assembled Ga0207718_10010091	CDS	Ga0207718_10010091	hypothetical protein	73175	73684	+	
3300027007 assembled Ga0207718_10010092	CDS	Ga0207718_10010092	hypothetical protein	73849	74091	+	
3300027007 assembled Ga0207718_10010093	CDS	Ga0207718_10010093	hypothetical protein	74088	74240	-	
3300027007 assembled Ga0207718_10010094	CDS	Ga0207718_10010094	uncharacterized protein DUF87	74313	75719	+	
3300027007 assembled Ga0207718_10010095	CDS	Ga0207718_10010095	protein-tyrosine phosphatase	75723	76148	-	
3300027007 assembled Ga0207718_10010096	CDS	Ga0207718_10010096	hypothetical protein	76148	76300	-	
3300027007 assembled Ga0207718_10010097	CDS	Ga0207718_10010097	hypothetical protein	76307	76993	-	
3300027007 assembled Ga0207718_10010098	CDS	Ga0207718_10010098	predicted transcriptional regulator	77113	77541	+	
3300027007 assembled Ga0207718_10010099	CDS	Ga0207718_10010099	hypothetical protein	77575	77751	+	
