Gene ID	Locus Type	Locus Tag	Gene Product Name	Start Coord	End Coord	Strand	
3300005915 assembled Ga0075122_1000055730	CDS	Ga0075122_1000055730	hypothetical protein	11927	12082	+	
3300005915 assembled Ga0075122_1000055731	CDS	Ga0075122_1000055731	hypothetical protein	12066	12239	+	
3300005915 assembled Ga0075122_1000055732	CDS	Ga0075122_1000055732	Predicted ATPase	12334	13998	+	
3300005915 assembled Ga0075122_1000055733	CDS	Ga0075122_1000055733	hypothetical protein	14028	14321	+	
3300005915 assembled Ga0075122_1000055734	CDS	Ga0075122_1000055734	hypothetical protein	14321	14737	+	
3300005915 assembled Ga0075122_1000055735	CDS	Ga0075122_1000055735	hypothetical protein	14739	14867	+	
3300005915 assembled Ga0075122_1000055736	CDS	Ga0075122_1000055736	hypothetical protein	14888	15406	+	
3300005915 assembled Ga0075122_1000055737	CDS	Ga0075122_1000055737	hypothetical protein	15418	15921	+	
3300005915 assembled Ga0075122_1000055738	CDS	Ga0075122_1000055738	hypothetical protein	15921	16391	+	
3300005915 assembled Ga0075122_1000055739	CDS	Ga0075122_1000055739	hypothetical protein	16459	16542	+	
3300005915 assembled Ga0075122_100005574	CDS	Ga0075122_100005574	hypothetical protein	1132	1623	+	
3300005915 assembled Ga0075122_1000055740	CDS	Ga0075122_1000055740	hypothetical protein	16532	17197	+	
3300005915 assembled Ga0075122_1000055741	CDS	Ga0075122_1000055741	hypothetical protein	17286	17600	+	
3300005915 assembled Ga0075122_1000055742	CDS	Ga0075122_1000055742	hypothetical protein	17633	19441	+	
3300005915 assembled Ga0075122_1000055743	CDS	Ga0075122_1000055743	hypothetical protein	19445	20599	+	
3300005915 assembled Ga0075122_1000055744	CDS	Ga0075122_1000055744	hypothetical protein	20601	20960	+	
3300005915 assembled Ga0075122_1000055745	CDS	Ga0075122_1000055745	hypothetical protein	20990	21256	+	
3300005915 assembled Ga0075122_1000055746	CDS	Ga0075122_1000055746	hypothetical protein	21250	21510	+	
3300005915 assembled Ga0075122_1000055747	CDS	Ga0075122_1000055747	hypothetical protein	21676	21990	+	
3300005915 assembled Ga0075122_1000055748	CDS	Ga0075122_1000055748	hypothetical protein	22138	26340	+	
3300005915 assembled Ga0075122_1000055749	CDS	Ga0075122_1000055749	hypothetical protein	26337	26714	+	
3300005915 assembled Ga0075122_100005575	CDS	Ga0075122_100005575	hypothetical protein	1616	1792	+	
3300005915 assembled Ga0075122_1000055750	CDS	Ga0075122_1000055750	hypothetical protein	26881	27354	+	
3300005915 assembled Ga0075122_1000055751	CDS	Ga0075122_1000055751	hypothetical protein	27394	27969	+	
3300005915 assembled Ga0075122_1000055752	CDS	Ga0075122_1000055752	hypothetical protein	28016	29167	+	
3300005915 assembled Ga0075122_100005576	CDS	Ga0075122_100005576	hypothetical protein	1817	2338	+	
3300005915 assembled Ga0075122_100005577	CDS	Ga0075122_100005577	hypothetical protein	2465	2617	-	
3300005915 assembled Ga0075122_100005578	CDS	Ga0075122_100005578	hypothetical protein	2675	2782	-	
3300005915 assembled Ga0075122_100005579	CDS	Ga0075122_100005579	hypothetical protein	2784	3104	-	
