Gene ID	Locus Type	Locus Tag	Gene Product Name	Start Coord	End Coord	Strand	
3300014208 assembled Ga0172379_1000024313	CDS	Ga0172379_1000024313	hypothetical protein	13887	14054	-	
3300014208 assembled Ga0172379_10000243130	CDS	Ga0172379_10000243130	hypothetical protein	78823	78957	-	
3300014208 assembled Ga0172379_10000243131	CDS	Ga0172379_10000243131	hypothetical protein	79217	80029	+	
3300014208 assembled Ga0172379_10000243132	CDS	Ga0172379_10000243132	hypothetical protein	80168	80698	+	
3300014208 assembled Ga0172379_10000243133	CDS	Ga0172379_10000243133	hypothetical protein	80717	80920	+	
3300014208 assembled Ga0172379_10000243134	CDS	Ga0172379_10000243134	hypothetical protein	80937	81152	+	
3300014208 assembled Ga0172379_10000243135	CDS	Ga0172379_10000243135	hypothetical protein	81161	81268	+	
3300014208 assembled Ga0172379_10000243136	CDS	Ga0172379_10000243136	hypothetical protein	81417	81581	+	
3300014208 assembled Ga0172379_10000243137	CDS	Ga0172379_10000243137	hypothetical protein	81723	82121	+	
3300014208 assembled Ga0172379_10000243138	CDS	Ga0172379_10000243138	7-cyano-7-deazaguanine synthase	82183	82887	+	
3300014208 assembled Ga0172379_10000243139	CDS	Ga0172379_10000243139	hypothetical protein	82884	83288	+	
3300014208 assembled Ga0172379_1000024314	CDS	Ga0172379_1000024314	hypothetical protein	14178	14333	+	
3300014208 assembled Ga0172379_10000243140	CDS	Ga0172379_10000243140	protein of unknown function (DUF4177)	83540	83737	+	
3300014208 assembled Ga0172379_10000243141	CDS	Ga0172379_10000243141	hypothetical protein	83737	83871	+	
3300014208 assembled Ga0172379_10000243142	CDS	Ga0172379_10000243142	hypothetical protein	83876	84367	+	
3300014208 assembled Ga0172379_10000243143	CDS	Ga0172379_10000243143	hypothetical protein	84488	84769	+	
3300014208 assembled Ga0172379_10000243144	CDS	Ga0172379_10000243144	hypothetical protein	84790	84948	+	
3300014208 assembled Ga0172379_10000243145	CDS	Ga0172379_10000243145	hypothetical protein	85505	86779	-	
3300014208 assembled Ga0172379_10000243146	CDS	Ga0172379_10000243146	hypothetical protein	86776	87579	-	
3300014208 assembled Ga0172379_10000243147	CDS	Ga0172379_10000243147	hypothetical protein	87721	87978	+	
3300014208 assembled Ga0172379_10000243148	CDS	Ga0172379_10000243148	Carbohydrate binding domain-containing protein	88173	88868	+	
3300014208 assembled Ga0172379_10000243149	CDS	Ga0172379_10000243149	hypothetical protein	88868	89971	+	
3300014208 assembled Ga0172379_1000024315	CDS	Ga0172379_1000024315	hypothetical protein	14494	15105	+	
3300014208 assembled Ga0172379_10000243150	CDS	Ga0172379_10000243150	hypothetical protein	90014	92137	+	
3300014208 assembled Ga0172379_10000243151	CDS	Ga0172379_10000243151	hypothetical protein	92188	92976	-	
3300014208 assembled Ga0172379_10000243152	CDS	Ga0172379_10000243152	hypothetical protein	92966	93103	-	
3300014208 assembled Ga0172379_10000243153	CDS	Ga0172379_10000243153	hypothetical protein	93703	94089	+	
3300014208 assembled Ga0172379_10000243154	CDS	Ga0172379_10000243154	hypothetical protein	94432	94632	-	
3300014208 assembled Ga0172379_10000243155	CDS	Ga0172379_10000243155	Concanavalin A-like lectin/glucanases superfamily protein	95086	97692	+	
3300014208 assembled Ga0172379_10000243156	CDS	Ga0172379_10000243156	hypothetical protein	97858	98085	+	
3300014208 assembled Ga0172379_10000243157	CDS	Ga0172379_10000243157	hypothetical protein	98082	99275	+	
3300014208 assembled Ga0172379_10000243158	CDS	Ga0172379_10000243158	hypothetical protein	99288	100487	+	
3300014208 assembled Ga0172379_10000243159	CDS	Ga0172379_10000243159	hypothetical protein	101023	101595	+	
3300014208 assembled Ga0172379_1000024316	CDS	Ga0172379_1000024316	hypothetical protein	15261	18152	+	
3300014208 assembled Ga0172379_10000243160	CDS	Ga0172379_10000243160	hypothetical protein	101592	102053	+	
3300014208 assembled Ga0172379_10000243161	CDS	Ga0172379_10000243161	hypothetical protein	102224	103357	+	
3300014208 assembled Ga0172379_10000243162	CDS	Ga0172379_10000243162	hypothetical protein	103594	103881	+	
3300014208 assembled Ga0172379_10000243163	CDS	Ga0172379_10000243163	hypothetical protein	103888	104334	+	
3300014208 assembled Ga0172379_10000243164	CDS	Ga0172379_10000243164	hypothetical protein	104331	106043	+	
3300014208 assembled Ga0172379_10000243165	CDS	Ga0172379_10000243165	PEGA domain-containing protein	106179	107468	+	
3300014208 assembled Ga0172379_10000243166	CDS	Ga0172379_10000243166	hypothetical protein	107488	108423	+	
3300014208 assembled Ga0172379_10000243167	CDS	Ga0172379_10000243167	NUMOD3 motif-containing protein/NUMOD3 motif-containing protein/NUMOD3 motif-containing protein/NUMOD3 motif-containing protein/NUMOD3 motif-containing protein/NUMOD3 motif-containing protein/NUMOD3 motif-containing protein/NUMOD3 motif-containing protein/NUMOD3 motif-containing protein	108581	109633	+	
3300014208 assembled Ga0172379_10000243168	CDS	Ga0172379_10000243168	CAAX protease self-immunity	109683	110477	+	
3300014208 assembled Ga0172379_10000243169	CDS	Ga0172379_10000243169	hypothetical protein	110541	110681	-	
3300014208 assembled Ga0172379_1000024317	CDS	Ga0172379_1000024317	hypothetical protein	18168	18497	+	
3300014208 assembled Ga0172379_10000243170	CDS	Ga0172379_10000243170	Carboxypeptidase regulatory-like domain-containing protein	111356	117229	+	
3300014208 assembled Ga0172379_10000243171	CDS	Ga0172379_10000243171	hypothetical protein	117575	117670	-	
3300014208 assembled Ga0172379_10000243172	CDS	Ga0172379_10000243172	hypothetical protein	117680	118138	+	
3300014208 assembled Ga0172379_10000243173	CDS	Ga0172379_10000243173	hypothetical protein	118143	118256	-	
3300014208 assembled Ga0172379_10000243174	CDS	Ga0172379_10000243174	hypothetical protein	118229	118840	-	
3300014208 assembled Ga0172379_10000243175	CDS	Ga0172379_10000243175	hypothetical protein	118860	119174	-	
3300014208 assembled Ga0172379_10000243176	CDS	Ga0172379_10000243176	hypothetical protein	119655	119948	+	
3300014208 assembled Ga0172379_10000243177	CDS	Ga0172379_10000243177	hypothetical protein	119969	120316	+	
3300014208 assembled Ga0172379_10000243178	CDS	Ga0172379_10000243178	hypothetical protein	120338	120685	+	
3300014208 assembled Ga0172379_10000243179	CDS	Ga0172379_10000243179	hypothetical protein	120814	121362	+	
3300014208 assembled Ga0172379_1000024318	CDS	Ga0172379_1000024318	hypothetical protein	18525	18914	+	
3300014208 assembled Ga0172379_10000243180	CDS	Ga0172379_10000243180	hypothetical protein	121359	121442	-	
3300014208 assembled Ga0172379_10000243181	CDS	Ga0172379_10000243181	hypothetical protein	121577	121843	+	
3300014208 assembled Ga0172379_10000243182	CDS	Ga0172379_10000243182	hypothetical protein	121827	121979	-	
3300014208 assembled Ga0172379_10000243183	CDS	Ga0172379_10000243183	Anaerobic ribonucleoside-triphosphate reductase/Anaerobic ribonucleoside-triphosphate reductase/Intein/homing endonuclease	122567	126196	+	
3300014208 assembled Ga0172379_10000243184	CDS	Ga0172379_10000243184	6-pyruvoyl-tetrahydropterin synthase	126245	126694	+	
3300014208 assembled Ga0172379_10000243185	CDS	Ga0172379_10000243185	hypothetical protein	126961	127266	+	
3300014208 assembled Ga0172379_10000243186	CDS	Ga0172379_10000243186	hypothetical protein	127256	128332	+	
3300014208 assembled Ga0172379_10000243187	CDS	Ga0172379_10000243187	AAA domain-containing protein	128346	129392	+	
3300014208 assembled Ga0172379_10000243188	CDS	Ga0172379_10000243188	hypothetical protein	129428	130435	+	
3300014208 assembled Ga0172379_10000243189	CDS	Ga0172379_10000243189	hypothetical protein	131193	131615	-	
3300014208 assembled Ga0172379_1000024319	CDS	Ga0172379_1000024319	hypothetical protein	19004	19228	+	
3300014208 assembled Ga0172379_10000243190	CDS	Ga0172379_10000243190	hypothetical protein	132025	132555	+	
3300014208 assembled Ga0172379_10000243191	CDS	Ga0172379_10000243191	hypothetical protein	132629	133090	+	
3300014208 assembled Ga0172379_10000243192	CDS	Ga0172379_10000243192	hypothetical protein	133121	133261	-	
3300014208 assembled Ga0172379_10000243193	CDS	Ga0172379_10000243193	hypothetical protein	133340	133609	+	
3300014208 assembled Ga0172379_10000243194	CDS	Ga0172379_10000243194	ERCC4-type nuclease	133606	134415	+	
3300014208 assembled Ga0172379_10000243195	CDS	Ga0172379_10000243195	hypothetical protein	134418	134612	+	
3300014208 assembled Ga0172379_10000243196	CDS	Ga0172379_10000243196	hypothetical protein	134617	134838	+	
3300014208 assembled Ga0172379_10000243197	CDS	Ga0172379_10000243197	hypothetical protein	134851	135030	+	
3300014208 assembled Ga0172379_10000243198	CDS	Ga0172379_10000243198	hypothetical protein	135119	135340	+	
3300014208 assembled Ga0172379_10000243199	CDS	Ga0172379_10000243199	hypothetical protein	135419	135646	+	
3300014208 assembled Ga0172379_100002432	CDS	Ga0172379_100002432	Rad3-related DNA helicase/Rad3-related DNA helicase	323	3352	+	
3300014208 assembled Ga0172379_1000024320	CDS	Ga0172379_1000024320	hypothetical protein	19207	19515	+	
3300014208 assembled Ga0172379_10000243200	CDS	Ga0172379_10000243200	replication factor C small subunit	135646	136662	+	
3300014208 assembled Ga0172379_10000243201	CDS	Ga0172379_10000243201	hypothetical protein	136678	136914	+	
3300014208 assembled Ga0172379_10000243202	CDS	Ga0172379_10000243202	hypothetical protein	136921	137268	+	
3300014208 assembled Ga0172379_10000243203	CDS	Ga0172379_10000243203	hypothetical protein	137274	137438	+	
3300014208 assembled Ga0172379_10000243204	CDS	Ga0172379_10000243204	hypothetical protein	137484	138005	+	
3300014208 assembled Ga0172379_10000243205	CDS	Ga0172379_10000243205	hypothetical protein	138102	138944	+	
3300014208 assembled Ga0172379_10000243206	CDS	Ga0172379_10000243206	hypothetical protein	138966	139172	+	
3300014208 assembled Ga0172379_10000243207	CDS	Ga0172379_10000243207	hypothetical protein	139173	139799	+	
3300014208 assembled Ga0172379_10000243208	CDS	Ga0172379_10000243208	Rubrerythrin	139809	140036	+	
3300014208 assembled Ga0172379_10000243209	CDS	Ga0172379_10000243209	hypothetical protein	140033	140263	+	
3300014208 assembled Ga0172379_1000024321	CDS	Ga0172379_1000024321	MoxR-like ATPase	19632	21512	+	
3300014208 assembled Ga0172379_10000243210	CDS	Ga0172379_10000243210	hypothetical protein	140302	141114	+	
3300014208 assembled Ga0172379_10000243211	CDS	Ga0172379_10000243211	hypothetical protein	141114	142046	+	
3300014208 assembled Ga0172379_10000243212	CDS	Ga0172379_10000243212	hypothetical protein	142088	142483	+	
3300014208 assembled Ga0172379_10000243213	CDS	Ga0172379_10000243213	hypothetical protein	142497	142670	+	
3300014208 assembled Ga0172379_10000243214	CDS	Ga0172379_10000243214	PD-(D/E)XK nuclease superfamily protein	142677	143537	+	
3300014208 assembled Ga0172379_10000243215	CDS	Ga0172379_10000243215	Ribosomal protein S18 acetylase RimI	143592	144050	+	
3300014208 assembled Ga0172379_10000243216	CDS	Ga0172379_10000243216	DNA polymerase elongation subunit (family B)/DNA polymerase elongation subunit (family B)/Intein/homing endonuclease	144047	147928	+	
3300014208 assembled Ga0172379_10000243217	CDS	Ga0172379_10000243217	hypothetical protein	147965	148093	+	
3300014208 assembled Ga0172379_10000243218	CDS	Ga0172379_10000243218	hypothetical protein	148308	148427	+	
3300014208 assembled Ga0172379_1000024322	CDS	Ga0172379_1000024322	hypothetical protein	21578	21841	+	
3300014208 assembled Ga0172379_1000024323	CDS	Ga0172379_1000024323	hypothetical protein	21852	23123	+	
3300014208 assembled Ga0172379_1000024324	CDS	Ga0172379_1000024324	hypothetical protein	23120	23413	-	
3300014208 assembled Ga0172379_1000024325	CDS	Ga0172379_1000024325	hypothetical protein	23638	24351	+	
3300014208 assembled Ga0172379_1000024326	CDS	Ga0172379_1000024326	hypothetical protein	24692	25276	-	
3300014208 assembled Ga0172379_1000024327	CDS	Ga0172379_1000024327	Uncharacterized conserved protein, contains von Willebrand factor type A (vWA) domain	25282	26697	+	
3300014208 assembled Ga0172379_1000024328	CDS	Ga0172379_1000024328	Alginate lyase	26794	27840	-	
3300014208 assembled Ga0172379_1000024329	CDS	Ga0172379_1000024329	hypothetical protein	27809	28012	+	
3300014208 assembled Ga0172379_100002433	CDS	Ga0172379_100002433	hypothetical protein	3371	3628	+	
3300014208 assembled Ga0172379_1000024330	CDS	Ga0172379_1000024330	Predicted site-specific integrase-resolvase	28303	28893	+	
3300014208 assembled Ga0172379_1000024331	CDS	Ga0172379_1000024331	putative transposase	28886	30133	+	
3300014208 assembled Ga0172379_1000024332	CDS	Ga0172379_1000024332	hypothetical protein	30227	30775	+	
3300014208 assembled Ga0172379_1000024333	CDS	Ga0172379_1000024333	hypothetical protein	30779	31474	-	
3300014208 assembled Ga0172379_1000024334	CDS	Ga0172379_1000024334	hypothetical protein	31464	31601	-	
3300014208 assembled Ga0172379_1000024335	CDS	Ga0172379_1000024335	hypothetical protein	31921	32484	+	
3300014208 assembled Ga0172379_1000024336	CDS	Ga0172379_1000024336	hypothetical protein	32494	33318	+	
3300014208 assembled Ga0172379_1000024337	CDS	Ga0172379_1000024337	hypothetical protein	33561	33746	-	
3300014208 assembled Ga0172379_1000024338	CDS	Ga0172379_1000024338	hypothetical protein	33926	34216	+	
3300014208 assembled Ga0172379_1000024339	CDS	Ga0172379_1000024339	hypothetical protein	34219	34518	+	
3300014208 assembled Ga0172379_100002434	CDS	Ga0172379_100002434	hypothetical protein	3848	4021	+	
3300014208 assembled Ga0172379_1000024340	CDS	Ga0172379_1000024340	hypothetical protein	34499	34705	+	
3300014208 assembled Ga0172379_1000024341	CDS	Ga0172379_1000024341	hypothetical protein	34866	34943	-	
3300014208 assembled Ga0172379_1000024342	CDS	Ga0172379_1000024342	hypothetical protein	35209	35331	+	
3300014208 assembled Ga0172379_1000024343	CDS	Ga0172379_1000024343	hypothetical protein	35344	36792	+	
3300014208 assembled Ga0172379_1000024344	CDS	Ga0172379_1000024344	HrpA-like RNA helicase	36789	38993	+	
3300014208 assembled Ga0172379_1000024345	CDS	Ga0172379_1000024345	PAP2 superfamily protein	39010	39636	+	
3300014208 assembled Ga0172379_1000024346	CDS	Ga0172379_1000024346	hypothetical protein	39676	40176	+	
3300014208 assembled Ga0172379_1000024347	CDS	Ga0172379_1000024347	hypothetical protein	40261	40398	-	
3300014208 assembled Ga0172379_1000024348	CDS	Ga0172379_1000024348	hypothetical protein	40426	40632	-	
3300014208 assembled Ga0172379_1000024349	CDS	Ga0172379_1000024349	hypothetical protein	40727	40966	+	
3300014208 assembled Ga0172379_100002435	CDS	Ga0172379_100002435	DNA polymerase III, delta prime subunit/MoxR-like ATPase	4018	5313	+	
3300014208 assembled Ga0172379_1000024350	CDS	Ga0172379_1000024350	Mn-dependent transcriptional regulator, DtxR family	40992	41222	+	
3300014208 assembled Ga0172379_1000024351	CDS	Ga0172379_1000024351	hypothetical protein	41307	41639	+	
3300014208 assembled Ga0172379_1000024352	CDS	Ga0172379_1000024352	hypothetical protein	41643	41963	+	
3300014208 assembled Ga0172379_1000024353	CDS	Ga0172379_1000024353	hypothetical protein	41960	42163	+	
3300014208 assembled Ga0172379_1000024354	CDS	Ga0172379_1000024354	hypothetical protein	42160	42651	+	
3300014208 assembled Ga0172379_1000024355	CDS	Ga0172379_1000024355	7-carboxy-7-deazaguanine synthase	42648	43337	+	
3300014208 assembled Ga0172379_1000024356	CDS	Ga0172379_1000024356	hypothetical protein	43321	43494	+	
3300014208 assembled Ga0172379_1000024357	CDS	Ga0172379_1000024357	hypothetical protein	43513	43656	-	
3300014208 assembled Ga0172379_1000024358	CDS	Ga0172379_1000024358	hypothetical protein	43721	43915	+	
3300014208 assembled Ga0172379_1000024359	CDS	Ga0172379_1000024359	hypothetical protein	43952	44089	+	
3300014208 assembled Ga0172379_100002436	CDS	Ga0172379_100002436	GTP cyclohydrolase I	5310	5900	+	
3300014208 assembled Ga0172379_1000024360	CDS	Ga0172379_1000024360	YopX protein	44086	44457	+	
3300014208 assembled Ga0172379_1000024361	CDS	Ga0172379_1000024361	hypothetical protein	44457	44852	+	
3300014208 assembled Ga0172379_1000024362	CDS	Ga0172379_1000024362	hypothetical protein	44842	45312	+	
3300014208 assembled Ga0172379_1000024363	CDS	Ga0172379_1000024363	hypothetical protein	45588	45830	+	
3300014208 assembled Ga0172379_1000024364	CDS	Ga0172379_1000024364	Acetyltransferase (isoleucine patch superfamily)	45857	46423	+	
3300014208 assembled Ga0172379_1000024365	CDS	Ga0172379_1000024365	hypothetical protein	46653	47432	+	
3300014208 assembled Ga0172379_1000024366	CDS	Ga0172379_1000024366	hypothetical protein	47481	48056	+	
3300014208 assembled Ga0172379_1000024367	CDS	Ga0172379_1000024367	hypothetical protein	48053	48286	+	
3300014208 assembled Ga0172379_1000024368	CDS	Ga0172379_1000024368	hypothetical protein	48288	48407	+	
3300014208 assembled Ga0172379_1000024369	CDS	Ga0172379_1000024369	hypothetical protein	48674	49048	+	
3300014208 assembled Ga0172379_100002437	CDS	Ga0172379_100002437	hypothetical protein	6104	6412	+	
3300014208 assembled Ga0172379_1000024370	CDS	Ga0172379_1000024370	hypothetical protein	49038	49442	+	
3300014208 assembled Ga0172379_1000024371	CDS	Ga0172379_1000024371	hypothetical protein	49453	49659	+	
3300014208 assembled Ga0172379_1000024372	CDS	Ga0172379_1000024372	hypothetical protein	49685	49867	+	
3300014208 assembled Ga0172379_1000024373	CDS	Ga0172379_1000024373	hypothetical protein	50162	50371	-	
3300014208 assembled Ga0172379_1000024374	CDS	Ga0172379_1000024374	hypothetical protein	50519	50704	+	
3300014208 assembled Ga0172379_1000024375	CDS	Ga0172379_1000024375	Molecular chaperone, HSP90 family	50725	52827	+	
3300014208 assembled Ga0172379_1000024376	CDS	Ga0172379_1000024376	hypothetical protein	52895	53278	+	
3300014208 assembled Ga0172379_1000024377	CDS	Ga0172379_1000024377	hypothetical protein	53299	53607	+	
3300014208 assembled Ga0172379_1000024378	CDS	Ga0172379_1000024378	hypothetical protein	53721	54215	+	
3300014208 assembled Ga0172379_1000024379	CDS	Ga0172379_1000024379	hypothetical protein	54353	54805	+	
3300014208 assembled Ga0172379_100002438	CDS	Ga0172379_100002438	hypothetical protein	6501	7043	+	
3300014208 assembled Ga0172379_1000024380	CDS	Ga0172379_1000024380	hypothetical protein	55149	55508	+	
3300014208 assembled Ga0172379_1000024381	CDS	Ga0172379_1000024381	hypothetical protein	55749	56570	+	
3300014208 assembled Ga0172379_1000024382	CDS	Ga0172379_1000024382	hypothetical protein	57018	57362	+	
3300014208 assembled Ga0172379_1000024383	CDS	Ga0172379_1000024383	hypothetical protein	57449	57757	+	
3300014208 assembled Ga0172379_1000024384	CDS	Ga0172379_1000024384	hypothetical protein	57760	57939	+	
3300014208 assembled Ga0172379_1000024385	CDS	Ga0172379_1000024385	hypothetical protein	58040	58219	+	
3300014208 assembled Ga0172379_1000024386	CDS	Ga0172379_1000024386	Uncharacterized conserved protein, contains ParB-like and HNH nuclease domains	58216	58755	+	
3300014208 assembled Ga0172379_1000024387	CDS	Ga0172379_1000024387	hypothetical protein	58749	59069	+	
3300014208 assembled Ga0172379_1000024388	CDS	Ga0172379_1000024388	hypothetical protein	59060	59302	+	
3300014208 assembled Ga0172379_1000024389	CDS	Ga0172379_1000024389	hypothetical protein	59284	59595	+	
3300014208 assembled Ga0172379_100002439	CDS	Ga0172379_100002439	Queuine/archaeosine tRNA-ribosyltransferase	7226	8488	+	
3300014208 assembled Ga0172379_1000024390	CDS	Ga0172379_1000024390	hypothetical protein	59592	59855	+	
3300014208 assembled Ga0172379_1000024391	CDS	Ga0172379_1000024391	hypothetical protein	60040	60327	+	
3300014208 assembled Ga0172379_1000024392	CDS	Ga0172379_1000024392	hypothetical protein	60426	60860	+	
3300014208 assembled Ga0172379_1000024393	CDS	Ga0172379_1000024393	hypothetical protein	60860	60979	+	
3300014208 assembled Ga0172379_1000024394	CDS	Ga0172379_1000024394	hypothetical protein	61010	61171	-	
3300014208 assembled Ga0172379_1000024395	CDS	Ga0172379_1000024395	Integrase	61415	61987	+	
3300014208 assembled Ga0172379_1000024396	CDS	Ga0172379_1000024396	hypothetical protein	61984	62274	+	
3300014208 assembled Ga0172379_1000024397	CDS	Ga0172379_1000024397	hypothetical protein	62634	64301	+	
3300014208 assembled Ga0172379_1000024398	CDS	Ga0172379_1000024398	LAGLIDADG-like domain-containing protein	64302	64883	+	
3300014208 assembled Ga0172379_1000024399	CDS	Ga0172379_1000024399	Thymidylate kinase	65170	65742	+	
