Gene ID	Locus Type	Locus Tag	Gene Product Name	Start Coord	End Coord	Strand	
3300025121 assembled Ga0208375_100015024	CDS	Ga0208375_100015024	hypothetical protein	9116	9418	+	
3300025121 assembled Ga0208375_100015025	CDS	Ga0208375_100015025	hypothetical protein	9415	9732	+	
3300025121 assembled Ga0208375_100015026	CDS	Ga0208375_100015026	hypothetical protein	9729	9917	+	
3300025121 assembled Ga0208375_100015027	CDS	Ga0208375_100015027	hypothetical protein	9921	10073	+	
3300025121 assembled Ga0208375_100015028	CDS	Ga0208375_100015028	hypothetical protein	10164	11741	+	
3300025121 assembled Ga0208375_100015029	CDS	Ga0208375_100015029	hypothetical protein	11885	12073	+	
3300025121 assembled Ga0208375_10001503	CDS	Ga0208375_10001503	hypothetical protein	926	1291	+	
3300025121 assembled Ga0208375_100015030	CDS	Ga0208375_100015030	hypothetical protein	12303	12521	+	
3300025121 assembled Ga0208375_100015031	CDS	Ga0208375_100015031	hypothetical protein	12518	12847	+	
3300025121 assembled Ga0208375_100015032	CDS	Ga0208375_100015032	hypothetical protein	12885	13199	+	
3300025121 assembled Ga0208375_100015033	CDS	Ga0208375_100015033	carbohydrate binding protein	13257	14198	+	
3300025121 assembled Ga0208375_100015034	CDS	Ga0208375_100015034	hypothetical protein	14237	14602	+	
3300025121 assembled Ga0208375_100015035	CDS	Ga0208375_100015035	hypothetical protein	14599	14760	+	
3300025121 assembled Ga0208375_100015036	CDS	Ga0208375_100015036	hypothetical protein	14742	14873	+	
3300025121 assembled Ga0208375_100015037	CDS	Ga0208375_100015037	hypothetical protein	15055	15237	+	
3300025121 assembled Ga0208375_100015038	CDS	Ga0208375_100015038	hypothetical protein	15241	15339	+	
3300025121 assembled Ga0208375_100015039	CDS	Ga0208375_100015039	hypothetical protein	15333	16247	+	
3300025121 assembled Ga0208375_10001504	CDS	Ga0208375_10001504	hypothetical protein	1291	1377	+	
3300025121 assembled Ga0208375_100015040	CDS	Ga0208375_100015040	peptidoglycan/xylan/chitin deacetylase (PgdA/CDA1 family)	16250	17710	+	
3300025121 assembled Ga0208375_100015041	CDS	Ga0208375_100015041	hypothetical protein	17823	18413	+	
3300025121 assembled Ga0208375_100015042	CDS	Ga0208375_100015042	hypothetical protein	18419	18685	+	
3300025121 assembled Ga0208375_100015043	CDS	Ga0208375_100015043	hypothetical protein	18679	19707	+	
3300025121 assembled Ga0208375_100015044	CDS	Ga0208375_100015044	hypothetical protein	19704	20003	+	
3300025121 assembled Ga0208375_100015045	CDS	Ga0208375_100015045	hypothetical protein	20000	20341	+	
3300025121 assembled Ga0208375_100015046	CDS	Ga0208375_100015046	hypothetical protein	20487	20891	+	
3300025121 assembled Ga0208375_100015047	CDS	Ga0208375_100015047	hypothetical protein	20867	21274	+	
3300025121 assembled Ga0208375_100015048	CDS	Ga0208375_100015048	hypothetical protein	21271	21507	+	
3300025121 assembled Ga0208375_100015049	CDS	Ga0208375_100015049	hypothetical protein	21504	21644	+	
3300025121 assembled Ga0208375_10001505	CDS	Ga0208375_10001505	hypothetical protein	1380	1535	+	
3300025121 assembled Ga0208375_100015050	CDS	Ga0208375_100015050	hypothetical protein	21644	21847	+	
3300025121 assembled Ga0208375_100015051	CDS	Ga0208375_100015051	hypothetical protein	21852	22010	+	
3300025121 assembled Ga0208375_100015052	CDS	Ga0208375_100015052	hypothetical protein	22003	22260	+	
3300025121 assembled Ga0208375_100015053	CDS	Ga0208375_100015053	hypothetical protein	22408	22785	+	
3300025121 assembled Ga0208375_100015054	CDS	Ga0208375_100015054	hypothetical protein	22772	23140	+	
3300025121 assembled Ga0208375_100015055	CDS	Ga0208375_100015055	hypothetical protein	23124	23687	+	
3300025121 assembled Ga0208375_100015056	CDS	Ga0208375_100015056	hypothetical protein	23674	23856	+	
3300025121 assembled Ga0208375_100015057	CDS	Ga0208375_100015057	hypothetical protein	23882	24016	+	
3300025121 assembled Ga0208375_100015058	CDS	Ga0208375_100015058	hypothetical protein	24189	25277	+	
3300025121 assembled Ga0208375_100015059	CDS	Ga0208375_100015059	hypothetical protein	25354	25662	+	
3300025121 assembled Ga0208375_10001506	CDS	Ga0208375_10001506	hypothetical protein	1532	1693	+	
3300025121 assembled Ga0208375_100015060	CDS	Ga0208375_100015060	hypothetical protein	25652	26059	+	
3300025121 assembled Ga0208375_100015061	CDS	Ga0208375_100015061	hypothetical protein	26115	26534	+	
3300025121 assembled Ga0208375_100015062	CDS	Ga0208375_100015062	hypothetical protein	26685	26984	+	
3300025121 assembled Ga0208375_100015063	CDS	Ga0208375_100015063	hypothetical protein	26997	27227	+	
3300025121 assembled Ga0208375_100015064	CDS	Ga0208375_100015064	DNA replicative helicase MCM subunit Mcm2 (Cdc46/Mcm family)/DNA replicative helicase MCM subunit Mcm2 (Cdc46/Mcm family)	27227	30757	+	
3300025121 assembled Ga0208375_100015065	CDS	Ga0208375_100015065	hypothetical protein	30754	31182	+	
3300025121 assembled Ga0208375_100015066	CDS	Ga0208375_100015066	hypothetical protein	31198	31326	+	
3300025121 assembled Ga0208375_100015067	CDS	Ga0208375_100015067	hypothetical protein	31323	31772	+	
3300025121 assembled Ga0208375_100015068	CDS	Ga0208375_100015068	hypothetical protein	31836	31961	+	
3300025121 assembled Ga0208375_100015069	CDS	Ga0208375_100015069	hypothetical protein	31963	32472	+	
3300025121 assembled Ga0208375_10001507	CDS	Ga0208375_10001507	hypothetical protein	1690	1839	+	
3300025121 assembled Ga0208375_100015070	CDS	Ga0208375_100015070	hypothetical protein	32482	32652	+	
3300025121 assembled Ga0208375_100015071	CDS	Ga0208375_100015071	hypothetical protein	32649	33221	+	
3300025121 assembled Ga0208375_100015072	CDS	Ga0208375_100015072	hypothetical protein	33214	33963	+	
3300025121 assembled Ga0208375_100015073	CDS	Ga0208375_100015073	hypothetical protein	33960	34496	+	
3300025121 assembled Ga0208375_100015074	CDS	Ga0208375_100015074	hypothetical protein	34509	34790	+	
3300025121 assembled Ga0208375_100015075	CDS	Ga0208375_100015075	hypothetical protein	34787	34882	+	
3300025121 assembled Ga0208375_100015076	CDS	Ga0208375_100015076	transposase	35046	35261	+	
3300025121 assembled Ga0208375_100015077	CDS	Ga0208375_100015077	hypothetical protein	35366	35605	+	
3300025121 assembled Ga0208375_100015078	CDS	Ga0208375_100015078	hypothetical protein	35694	36968	-	
3300025121 assembled Ga0208375_100015079	CDS	Ga0208375_100015079	small-conductance mechanosensitive channel	37032	37952	-	
3300025121 assembled Ga0208375_10001508	CDS	Ga0208375_10001508	hypothetical protein	1923	2036	+	
3300025121 assembled Ga0208375_100015080	CDS	Ga0208375_100015080	hypothetical protein	37949	40480	-	
3300025121 assembled Ga0208375_100015081	CDS	Ga0208375_100015081	hypothetical protein	40467	41384	-	
3300025121 assembled Ga0208375_100015082	CDS	Ga0208375_100015082	hypothetical protein	41381	41575	-	
3300025121 assembled Ga0208375_100015083	CDS	Ga0208375_100015083	hypothetical protein	41572	42063	-	
3300025121 assembled Ga0208375_100015084	CDS	Ga0208375_100015084	hypothetical protein	42094	42663	-	
3300025121 assembled Ga0208375_100015085	CDS	Ga0208375_100015085	concanavalin A-like lectin/glucanase superfamily protein	42741	45557	-	
3300025121 assembled Ga0208375_100015086	CDS	Ga0208375_100015086	uncharacterized protein DUF4091	45517	47430	-	
3300025121 assembled Ga0208375_100015087	CDS	Ga0208375_100015087	hypothetical protein	47427	48935	-	
3300025121 assembled Ga0208375_100015088	CDS	Ga0208375_100015088	concanavalin A-like lectin/glucanase superfamily protein/concanavalin A-like lectin/glucanase superfamily protein/uncharacterized protein DUF2341	48932	55063	-	
3300025121 assembled Ga0208375_100015089	CDS	Ga0208375_100015089	hypothetical protein	55122	55850	-	
3300025121 assembled Ga0208375_10001509	CDS	Ga0208375_10001509	Ku70/Ku80-like protein	2042	2959	+	
3300025121 assembled Ga0208375_100015090	CDS	Ga0208375_100015090	putative transposase	55853	57070	-	
3300025121 assembled Ga0208375_100015091	CDS	Ga0208375_100015091	hypothetical protein	57067	57561	-	
3300025121 assembled Ga0208375_100015092	CDS	Ga0208375_100015092	hypothetical protein	57641	57991	-	
3300025121 assembled Ga0208375_100015093	CDS	Ga0208375_100015093	F5/8 type C domain-containing protein	58004	58510	-	
3300025121 assembled Ga0208375_100015094	CDS	Ga0208375_100015094	hypothetical protein	58512	58943	-	
3300025121 assembled Ga0208375_100015095	CDS	Ga0208375_100015095	hypothetical protein	58940	59938	-	
3300025121 assembled Ga0208375_100015096	CDS	Ga0208375_100015096	hypothetical protein	59914	61230	-	
3300025121 assembled Ga0208375_100015097	CDS	Ga0208375_100015097	hypothetical protein	61223	61336	-	
3300025121 assembled Ga0208375_100015098	CDS	Ga0208375_100015098	hypothetical protein	61333	63246	-	
3300025121 assembled Ga0208375_100015099	CDS	Ga0208375_100015099	hypothetical protein	63305	64348	-	
