# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	10513	11121	+	HGF63518.1			hypothetical protein			ENX38_02165	609	202	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	11432	14506	+							ENX38_02170	3075		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	11432	14506	+	HGF63519.1			hypothetical protein			ENX38_02170	3075	1024	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	14509	15273	+							ENX38_02175	765		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	14509	15273	+	HGF63520.1			hypothetical protein			ENX38_02175	765	254	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	15288	15572	-							ENX38_02180	285		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	15288	15572	-	HGF63521.1			translation initiation factor IF-1A			ENX38_02180	285	94	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	15577	15978	-							ENX38_02185	402		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	15577	15978	-	HGF63522.1			translation initiation factor IF-2 subunit beta			ENX38_02185	402	133	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	16052	16567	+							ENX38_02190	516		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	16052	16567	+	HGF63523.1			hypothetical protein			ENX38_02190	516	171	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	16578	18188	+					top6B		ENX38_02195	1611		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	16578	18188	+	HGF63524.1			DNA topoisomerase VI subunit B	top6B		ENX38_02195	1611	536	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	18166	19278	+							ENX38_02200	1113		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	18166	19278	+	HGF63525.1			DNA topoisomerase IV subunit A			ENX38_02200	1113	370	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	19303	19623	+					trxA		ENX38_02205	321		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	19303	19623	+	HGF63526.1			thioredoxin	trxA		ENX38_02205	321	106	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	19656	19856	+							ENX38_02210	201		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	19656	19856	+	HGF63527.1			hypothetical protein			ENX38_02210	201	66	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	19891	21072	-							ENX38_02215	1182		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	19891	21072	-	HGF63528.1			hypothetical protein			ENX38_02215	1182	393	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	21129	21842	-							ENX38_02220	714		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	21129	21842	-	HGF63529.1			HAD family hydrolase			ENX38_02220	714	237	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	21937	22299	+							ENX38_02225	363		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	21937	22299	+	HGF63530.1			DUF552 domain-containing protein			ENX38_02225	363	120	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	22495	22845	-							ENX38_02230	351		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	22495	22845	-	HGF63531.1			hypothetical protein			ENX38_02230	351	116	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	22948	23370	-							ENX38_02235	423		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	22948	23370	-	HGF63532.1			NUDIX domain-containing protein			ENX38_02235	423	140	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	23367	23624	-							ENX38_02240	258		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	23367	23624	-	HGF63533.1			hypothetical protein			ENX38_02240	258	85	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	23651	24676	-							ENX38_02245	1026		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	23651	24676	-	HGF63534.1			polyprenyl synthetase family protein			ENX38_02245	1026	341	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	24837	26279	-							ENX38_02250	1443		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	24837	26279	-	HGF63535.1			proline--tRNA ligase			ENX38_02250	1443	480	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	26371	27435	-							ENX38_02255	1065		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	26371	27435	-	HGF63536.1			hypothetical protein			ENX38_02255	1065	354	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	27479	28135	-							ENX38_02260	657		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	27479	28135	-	HGF63537.1			ribonuclease HII			ENX38_02260	657	218	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	28260	29648	+							ENX38_02265	1389		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	28260	29648	+	HGF63538.1			CpaF family protein			ENX38_02265	1389	462	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	29682	31280	-							ENX38_02270	1599		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	29682	31280	-	HGF63539.1			glutamate--tRNA ligase			ENX38_02270	1599	532	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	31280	32740	+							ENX38_02275	1461		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	31280	32740	+	HGF63540.1			hypothetical protein			ENX38_02275	1461	486	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	32897	34138	-					pyk		ENX38_02280	1242		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	32897	34138	-	HGF63541.1			pyruvate kinase	pyk		ENX38_02280	1242	413	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	34208	35644	+							ENX38_02285	1437		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	34208	35644	+	HGF63542.1			cysteine--tRNA ligase			ENX38_02285	1437	478	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	35705	36085	-							ENX38_02290	381		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	35705	36085	-	HGF63543.1			hypothetical protein			ENX38_02290	381	126	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	36264	37031	+							ENX38_02295	768		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	36264	37031	+	HGF63544.1			geranylgeranylglyceryl/heptaprenylglyceryl phosphate synthase			ENX38_02295	768	255	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	37035	38252	+							ENX38_02300	1218		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	37035	38252	+	HGF63545.1			DUF4010 domain-containing protein			ENX38_02300	1218	405	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	38266	39120	-							ENX38_02305	855		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	38266	39120	-	HGF63546.1			prepilin peptidase			ENX38_02305	855	284	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	39121	40434	-							ENX38_02310	1314		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	39121	40434	-	HGF63547.1			signal recognition particle protein			ENX38_02310	1314	437	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	40530	40676	-							ENX38_02315	147		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	40530	40676	-	HGF63548.1			4Fe-4S dicluster domain-containing protein			ENX38_02315	147	48	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	40767	41612	+							ENX38_02320	846		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	40767	41612	+	HGF63549.1			hypothetical protein			ENX38_02320	846	281	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	41705	43015	+					gatD		ENX38_02325	1311		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	41705	43015	+	HGF63550.1			Glu-tRNA(Gln) amidotransferase subunit GatD	gatD		ENX38_02325	1311	436	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	43026	44546	+					gatE		ENX38_02330	1521		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	43026	44546	+	HGF63551.1			Glu-tRNA(Gln) amidotransferase subunit GatE	gatE		ENX38_02330	1521	506	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	44554	45000	+							ENX38_02335	447		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	44554	45000	+	HGF63552.1			NUDIX domain-containing protein			ENX38_02335	447	148	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	45050	46120	+							ENX38_02340	1071		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	45050	46120	+	HGF63553.1			hypothetical protein			ENX38_02340	1071	356	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	46156	47574	+							ENX38_02345	1419		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	46156	47574	+	HGF63554.1			AAA family ATPase			ENX38_02345	1419	472	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	47634	48584	-					radA		ENX38_02350	951		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	47634	48584	-	HGF63555.1			DNA repair and recombination protein RadA	radA		ENX38_02350	951	316	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	48742	49140	+							ENX38_02355	399		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	48742	49140	+	HGF63556.1			hypothetical protein			ENX38_02355	399	132	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	49144	49806	-							ENX38_02360	663		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	49144	49806	-	HGF63557.1			hypothetical protein			ENX38_02360	663	220	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	49811	50263	-							ENX38_02365	453		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	49811	50263	-	HGF63558.1			30S ribosomal protein S15			ENX38_02365	453	150	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	50265	52604	-							ENX38_02370	2340		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	50265	52604	-	HGF63559.1			valine--tRNA ligase			ENX38_02370	2340	779	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	52601	52759	-							ENX38_02375	159		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	52601	52759	-	HGF63560.1			50S ribosomal protein L24			ENX38_02375	159	52	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	52769	52981	-							ENX38_02380	213		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	52769	52981	-	HGF63561.1			30S ribosomal protein S28e			ENX38_02380	213	70	
gene	pseudogene	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	53131	53478	-							ENX38_02385	348		pseudo
CDS	without_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	53131	53478	-				50S ribosomal protein L7ae			ENX38_02385	348		pseudo
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	53669	54952	+					cca		ENX38_02390	1284		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	53669	54952	+	HGF63562.1			CCA tRNA nucleotidyltransferase	cca		ENX38_02390	1284	427	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	54965	55438	-							ENX38_02395	474		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	54965	55438	-	HGF63563.1			50S ribosomal protein L11			ENX38_02395	474	157	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	55451	55870	-							ENX38_02400	420		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	55451	55870	-	HGF63564.1			transcription elongation factor Spt5			ENX38_02400	420	139	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	55987	57015	-							ENX38_02405	1029		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	55987	57015	-	HGF63565.1			aminopeptidase P family protein			ENX38_02405	1029	342	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	57026	57196	-							ENX38_02410	171		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	57026	57196	-	HGF63566.1			protein translocase SEC61 complex subunit gamma			ENX38_02410	171	56	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	57210	58238	-					ftsZ		ENX38_02415	1029		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	57210	58238	-	HGF63567.1			cell division protein FtsZ	ftsZ		ENX38_02415	1029	342	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	58603	60093	+							ENX38_02420	1491		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	58603	60093	+	HGF63568.1			thymidine phosphorylase			ENX38_02420	1491	496	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	60533	60772	+							ENX38_02425	240		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	60533	60772	+	HGF63569.1			hypothetical protein			ENX38_02425	240	79	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	61063	61392	+							ENX38_02430	330		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	61063	61392	+	HGF63570.1			hypothetical protein			ENX38_02430	330	109	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	61395	62603	-							ENX38_02435	1209		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	61395	62603	-	HGF63571.1			DNA helicase UvrD			ENX38_02435	1209	402	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	62662	63492	-							ENX38_02440	831		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	62662	63492	-	HGF63572.1			hypothetical protein			ENX38_02440	831	276	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	63639	63923	+							ENX38_02445	285		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	63639	63923	+	HGF63573.1			DNA-binding protein			ENX38_02445	285	94	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	63934	64776	-							ENX38_02450	843		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	63934	64776	-	HGF63574.1			prenyltransferase			ENX38_02450	843	280	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	64791	65831	+							ENX38_02455	1041		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	64791	65831	+	HGF63575.1			AAA family ATPase			ENX38_02455	1041	346	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	65828	66595	-							ENX38_02460	768		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	65828	66595	-	HGF63576.1			hypothetical protein			ENX38_02460	768	255	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	66595	66744	-							ENX38_02465	150		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	66595	66744	-	HGF63577.1			ribosome biogenesis protein			ENX38_02465	150	49	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	66741	67487	-							ENX38_02470	747		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	66741	67487	-	HGF63578.1			S1 RNA-binding domain-containing protein			ENX38_02470	747	248	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	67463	67621	-							ENX38_02475	159		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	67463	67621	-	HGF63579.1			30S ribosomal protein S27e			ENX38_02475	159	52	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	67633	67920	-							ENX38_02480	288		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	67633	67920	-	HGF63580.1			50S ribosomal protein L44e			ENX38_02480	288	95	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	68028	68525	-							ENX38_02485	498		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	68028	68525	-	HGF63581.1			DNA replication complex GINS family protein			ENX38_02485	498	165	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	68531	69616	-					priS		ENX38_02490	1086		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	68531	69616	-	HGF63582.1			DNA primase catalytic subunit PriS	priS		ENX38_02490	1086	361	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	69591	70394	-							ENX38_02495	804		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	69591	70394	-	HGF63583.1			hypothetical protein			ENX38_02495	804	267	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	70464	71210	-					pcn		ENX38_02500	747		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	70464	71210	-	HGF63584.1			proliferating cell nuclear antigen (pcna)	pcn		ENX38_02500	747	248	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	71323	72153	-							ENX38_02505	831		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	71323	72153	-	HGF63585.1			hypothetical protein			ENX38_02505	831	276	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	72205	72744	-							ENX38_02510	540		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	72205	72744	-	HGF63586.1			DUF99 family protein			ENX38_02510	540	179	
gene	tRNA	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	72767	72838	-							ENX38_02515	72		
tRNA		GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	72767	72838	-				tRNA-Val			ENX38_02515	72		anticodon=TAC
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	73010	73750	+							ENX38_02520	741		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	73010	73750	+	HGF63587.1			ATPase			ENX38_02520	741	246	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	74039	74602	+							ENX38_02525	564		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	74039	74602	+	HGF63588.1			hypothetical protein			ENX38_02525	564	187	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	74670	76370	-							ENX38_02530	1701		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	74670	76370	-	HGF63589.1			translation initiation factor IF-2			ENX38_02530	1701	566	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	76439	77266	+							ENX38_02535	828		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	76439	77266	+	HGF63590.1			hypothetical protein			ENX38_02535	828	275	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	77267	77638	-							ENX38_02540	372		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	77267	77638	-	HGF63591.1			dUTP diphosphatase			ENX38_02540	372	123	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	77686	78222	-							ENX38_02545	537		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	77686	78222	-	HGF63592.1			nucleoside-diphosphate kinase			ENX38_02545	537	178	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	78270	79034	-							ENX38_02550	765		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000037.1	78270	79034	-	HGF63593.1			hypothetical protein			ENX38_02550	765	254	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000047.1	1	203	-					tnpA		ENX38_02890	203		partial
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000047.1	1	203	-	HGF63661.1			IS200/IS605 family transposase	tnpA		ENX38_02890	203	68	partial
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000047.1	702	1820	+							ENX38_02895	1119		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000047.1	702	1820	+	HGF63662.1			AAA family ATPase			ENX38_02895	1119	372	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000047.1	1845	2069	+							ENX38_02900	225		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000047.1	1845	2069	+	HGF63663.1			histone			ENX38_02900	225	74	
gene	protein_coding	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000047.1	2062	2442	-							ENX38_02905	381		
CDS	with_protein	GCA_011358415.1	Primary Assembly	unplaced scaffold		DTNV01000047.1	2062	2442	-	HGF63664.1			hypothetical protein			ENX38_02905	381	126	
