AntAceMinimDraft_18_1070375.scaffolds.fasta_scaffold06785_2                           -          genomic_archaeaHap2.aln -            4.2e-58  211.4   2.4   5.6e-58  211.0   2.4   1.1   1   0   0   1   1   1   1 # 881 # 2854 # 1 # ID=6785_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.346 
AntAceMinimDraft_18_1070375.scaffolds.fasta_scaffold11370_2                           -          genomic_archaeaHap2.aln -            6.7e-57  207.4   2.9   8.6e-57  207.1   2.9   1.2   1   0   0   1   1   1   1 # 504 # 2261 # -1 # ID=11370_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.341 
AntAceMinimDraft_18_1070375.scaffolds.fasta_scaffold72169_1                           -          genomic_archaeaHap2.aln -            1.7e-53  196.2   1.0   2.4e-53  195.7   1.0   1.2   1   0   0   1   1   1   1 # 147 # 1517 # -1 # ID=72169_1;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.388 
AntAceMinimDraft_18_1070375.scaffolds.fasta_scaffold00713_2                           -          genomic_archaeaHap2.aln -            1.6e-52  193.0   6.4   2.1e-52  192.5   6.4   1.2   1   0   0   1   1   1   1 # 341 # 2371 # -1 # ID=713_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.348 
AntAceMinimDraft_10_1070366.scaffolds.fasta_scaffold80727_1                           -          genomic_archaeaHap2.aln -            1.6e-51  189.6   8.5   2.1e-51  189.2   8.5   1.0   1   0   0   1   1   1   1 # 2 # 1210 # -1 # ID=80727_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.283 
LFFM01.1.fsa_nt_gi|998541235|gb|LFFM01007974.1|_4                                     -          genomic_archaeaHap2.aln -            6.3e-50  184.4   8.1   7.8e-50  184.1   8.1   1.0   1   0   0   1   1   1   1 # 1151 # 2878 # -1 # ID=7974_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.329 
AntAceMinimDraft_4_1070372.scaffolds.fasta_scaffold07707_5                            -          genomic_archaeaHap2.aln -            1.2e-49  183.5   4.5   1.8e-49  182.9   4.5   1.3   1   0   0   1   1   1   1 # 2317 # 4101 # -1 # ID=7707_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.382 
AntAceMinimDraft_10_1070366.scaffolds.fasta_scaffold24857_2                           -          genomic_archaeaHap2.aln -            5.6e-49  181.3  11.4   7.1e-49  180.9  11.4   1.1   1   0   0   1   1   1   1 # 364 # 2124 # -1 # ID=24857_2;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.349 
RifCSPhighO2_12_1023870.scaffolds.fasta_scaffold04391_3                               -          genomic_archaeaHap2.aln -            7.3e-48  177.6   1.7   7.3e-48  177.6   1.7   1.3   1   1   0   1   1   1   1 # 4511 # 6283 # 1 # ID=4391_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.331 
AntAceMinimDraft_18_1070375.scaffolds.fasta_scaffold36732_2                           -          genomic_archaeaHap2.aln -            1.3e-46  173.4  22.3   1.7e-46  173.0  22.3   1.0   1   0   0   1   1   1   1 # 199 # 2010 # -1 # ID=36732_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.325 
YelNatPaOPRAMG01_1025707.scaffolds.fasta_scaffold100523_1                             -          genomic_archaeaHap2.aln -            4.8e-46  171.6  12.5   6.9e-46  171.1  12.5   1.1   1   0   0   1   1   1   1 # 3 # 1367 # -1 # ID=100523_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.352 
AntAceMinimDraft_4_1070372.scaffolds.fasta_scaffold18285_3                            -          genomic_archaeaHap2.aln -            3.9e-45  168.6  17.1   8.7e-45  167.4  17.1   1.4   1   1   0   1   1   1   1 # 1060 # 2907 # -1 # ID=18285_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.355 
AntAceMinimDraft_10_1070366.scaffolds.fasta_scaffold00511_6                           -          genomic_archaeaHap2.aln -            2.2e-44  166.1  13.5   2.2e-44  166.1  13.5   1.3   2   0   0   2   2   1   1 # 3214 # 5136 # 1 # ID=511_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.307 
AntAceMinimDraft_18_1070375.scaffolds.fasta_scaffold29013_2                           -          genomic_archaeaHap2.aln -            3.2e-44  165.5   6.0   4.3e-44  165.1   6.0   1.1   1   0   0   1   1   1   1 # 408 # 2387 # 1 # ID=29013_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.343 
AntAceMinimDraft_18_1070375.scaffolds.fasta_scaffold02562_2                           -          genomic_archaeaHap2.aln -            3.4e-43  162.1   9.9   5.8e-43  161.4   9.9   1.3   1   0   0   1   1   1   1 # 1005 # 2831 # 1 # ID=2562_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.285 
AntAceMinimDraft_18_1070375.scaffolds.fasta_scaffold31711_5                           -          genomic_archaeaHap2.aln -            1.4e-42  160.1  13.6   1.7e-42  159.8  13.6   1.0   1   0   0   1   1   1   1 # 912 # 2438 # 1 # ID=31711_5;partial=01;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.285 
AntAceMinimDraft_4_1070372.scaffolds.fasta_scaffold00851_7                            -          genomic_archaeaHap2.aln -            1.5e-42  160.0   5.3   1.9e-42  159.7   5.3   1.1   1   0   0   1   1   1   1 # 3093 # 4889 # 1 # ID=851_7;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.342 
AntAceMinimDraft_18_1070375.scaffolds.fasta_scaffold97399_2                           -          genomic_archaeaHap2.aln -            1.6e-39  150.0  10.1     2e-39  149.7  10.1   1.1   1   0   0   1   1   1   1 # 389 # 1273 # -1 # ID=97399_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.313 
AntAceMinimDraft_18_1070375.scaffolds.fasta_scaffold01114_5                           -          genomic_archaeaHap2.aln -            3.2e-39  149.0  19.4   5.9e-39  148.1  19.4   1.4   1   1   0   1   1   1   1 # 3260 # 5008 # 1 # ID=1114_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.334 
AntAceMinimDraft_18_1070375.scaffolds.fasta_scaffold187618_1                          -          genomic_archaeaHap2.aln -            9.1e-38  144.2  12.8     1e-37  144.1  12.8   1.0   1   0   0   1   1   1   1 # 2 # 853 # 1 # ID=187618_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.313 
AntAceMinimDraft_18_1070375.scaffolds.fasta_scaffold153636_1                          -          genomic_archaeaHap2.aln -            6.1e-36  138.2   7.5   7.2e-36  137.9   7.5   1.0   1   0   0   1   1   1   1 # 1 # 966 # -1 # ID=153636_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.289 
AntAceMinimDraft_4_1070372.scaffolds.fasta_scaffold83478_1                            -          genomic_archaeaHap2.aln -            1.9e-33  130.0   6.5   2.1e-33  129.8   6.5   1.0   1   0   0   1   1   1   1 # 1 # 1260 # -1 # ID=83478_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.304 
AntAceMinimDraft_18_1070375.scaffolds.fasta_scaffold44372_2                           -          genomic_archaeaHap2.aln -            2.6e-33  129.5  14.6   3.4e-33  129.1  14.6   1.0   1   0   0   1   1   1   1 # 421 # 2010 # 1 # ID=44372_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.352 
AntAceMinimDraft_18_1070375.scaffolds.fasta_scaffold09849_6                           -          genomic_archaeaHap2.aln -              3e-33  129.3  17.2   3.7e-33  129.0  17.2   1.1   1   0   0   1   1   1   1 # 1338 # 3329 # -1 # ID=9849_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.327 
AntAceMinimDraft_4_1070372.scaffolds.fasta_scaffold70733_1                            -          genomic_archaeaHap2.aln -            2.2e-32  126.4  16.7   2.9e-32  126.1  16.7   1.0   1   0   0   1   1   1   1 # 3 # 1331 # 1 # ID=70733_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.339 
RifCSPhighO2_12_1023870.scaffolds.fasta_scaffold72775_3                               -          genomic_archaeaHap2.aln -            4.7e-32  125.3   0.3   5.3e-32  125.2   0.3   1.0   1   0   0   1   1   1   1 # 817 # 1473 # -1 # ID=72775_3;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.548 
AntAceMinimDraft_10_1070366.scaffolds.fasta_scaffold199287_1                          -          genomic_archaeaHap2.aln -            7.3e-32  124.7   8.8   8.2e-32  124.5   8.8   1.0   1   0   0   1   1   1   1 # 2 # 754 # 1 # ID=199287_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.345 
AntAceMinimDraft_10_1070366.scaffolds.fasta_scaffold201966_1                          -          genomic_archaeaHap2.aln -            1.9e-31  123.3   2.5   2.2e-31  123.1   2.5   1.0   1   0   0   1   1   1   1 # 3 # 749 # 1 # ID=201966_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.344 
AntAceMinimDraft_4_1070372.scaffolds.fasta_scaffold34113_4                            -          genomic_archaeaHap2.aln -            2.3e-31  123.1   3.2   3.2e-31  122.6   3.2   1.2   1   0   0   1   1   1   1 # 871 # 2265 # -1 # ID=34113_4;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.435 
AntAceMinimDraft_10_1070366.scaffolds.fasta_scaffold177259_1                          -          genomic_archaeaHap2.aln -            3.3e-31  122.5   9.9   4.4e-31  122.1   9.9   1.1   1   0   0   1   1   1   1 # 3 # 809 # -1 # ID=177259_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.304 
APIni6443716594_1056825.scaffolds.fasta_scaffold399216_1                              -          genomic_archaeaHap2.aln -            9.8e-30  117.7   9.8   1.1e-29  117.5   9.8   1.0   1   0   0   1   1   1   1 # 2 # 853 # -1 # ID=399216_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.404 
APFre7841882654_1041346.scaffolds.fasta_scaffold74062_1                               -          genomic_archaeaHap2.aln -            3.6e-29  115.8   5.2   4.3e-29  115.6   5.2   1.1   1   0   0   1   1   1   1 # 2 # 964 # 1 # ID=74062_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.402 
AntAceMinimDraft_4_1070372.scaffolds.fasta_scaffold89608_1                            -          genomic_archaeaHap2.aln -            6.6e-29  114.9  12.1   7.6e-29  114.7  12.1   1.0   1   0   0   1   1   1   1 # 2 # 1201 # -1 # ID=89608_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.345 
LKMJ01.1.fsa_nt_gi|998601620|gb|LKMJ01008131.1|_17                                    -          genomic_archaeaHap2.aln -            8.5e-29  114.6   0.1   1.1e-28  114.3   0.1   1.1   1   0   0   1   1   1   1 # 8935 # 9861 # -1 # ID=8131_17;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.505 
AntAceMinimDraft_18_1070375.scaffolds.fasta_scaffold06919_8                           -          genomic_archaeaHap2.aln -            8.8e-29  114.5   8.8   1.3e-28  114.0   8.8   1.2   1   0   0   1   1   1   1 # 3273 # 5210 # -1 # ID=6919_8;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.309 
AntAceMinimDraft_18_1070375.scaffolds.fasta_scaffold82302_1                           -          genomic_archaeaHap2.aln -            1.1e-28  114.2   0.6   1.3e-28  113.9   0.6   1.2   1   0   0   1   1   1   1 # 3 # 1139 # 1 # ID=82302_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.354 
AntAceMinimDraft_10_1070366.scaffolds.fasta_scaffold03294_14                          -          genomic_archaeaHap2.aln -            1.7e-28  113.6  23.6   3.3e-28  112.6  23.5   1.5   1   1   0   1   1   1   1 # 5170 # 7095 # -1 # ID=3294_14;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.312 
AntAceMinimDraft_4_1070372.scaffolds.fasta_scaffold28048_2                            -          genomic_archaeaHap2.aln -            1.6e-27  110.4  18.3   2.3e-27  109.8  18.3   1.1   1   0   0   1   1   1   1 # 953 # 2575 # 1 # ID=28048_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.311 
AntAceMinimDraft_8_1070364.scaffolds.fasta_scaffold158440_1                           -          genomic_archaeaHap2.aln -            1.7e-27  110.3   1.3   1.9e-27  110.1   1.3   1.0   1   0   0   1   1   1   1 # 1 # 822 # 1 # ID=158440_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.364 
AntAceMinimDraft_10_1070366.scaffolds.fasta_scaffold221459_1                          -          genomic_archaeaHap2.aln -            4.8e-27  108.8   9.4   5.6e-27  108.6   9.4   1.0   1   0   0   1   1   1   1 # 3 # 707 # 1 # ID=221459_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.305 
APFre7841882654_1041346.scaffolds.fasta_scaffold11399_1                               -          genomic_archaeaHap2.aln -            1.4e-26  107.3   9.7   1.6e-26  107.0   9.7   1.0   1   0   0   1   1   1   1 # 2 # 1069 # -1 # ID=11399_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.360 
AntAceMinimDraft_10_1070366.scaffolds.fasta_scaffold16679_5                           -          genomic_archaeaHap2.aln -            1.6e-26  107.1   4.8   2.2e-26  106.6   4.8   1.2   1   0   0   1   1   1   1 # 1586 # 3187 # -1 # ID=16679_5;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.320 
AntAceMinimDraft_18_1070375.scaffolds.fasta_scaffold134102_1                          -          genomic_archaeaHap2.aln -              2e-26  106.7   1.5   2.7e-26  106.3   1.5   1.1   1   0   0   1   1   1   1 # 2 # 1051 # 1 # ID=134102_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.357 
CryGeyStandDraft_6_1057127.scaffolds.fasta_scaffold97935_1                            -          genomic_archaeaHap2.aln -            4.3e-26  105.6   0.1   4.7e-26  105.5   0.1   1.0   1   0   0   1   1   1   1 # 2 # 706 # -1 # ID=97935_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366 
LKMJ01.1.fsa_nt_gi|998606507|gb|LKMJ01003244.1|_1                                     -          genomic_archaeaHap2.aln -            6.3e-26  105.1   4.8   7.8e-26  104.8   4.8   1.0   1   0   0   1   1   1   1 # 2 # 1192 # -1 # ID=3244_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.377 
CryGeyDrversion2_2_1046609.scaffolds.fasta_scaffold400931_1                           -          genomic_archaeaHap2.aln -            1.1e-25  104.3   1.5   1.2e-25  104.1   1.5   1.0   1   0   0   1   1   1   1 # 2 # 370 # -1 # ID=400931_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.331 
AntAceMinimDraft_10_1070366.scaffolds.fasta_scaffold12674_2                           -          genomic_archaeaHap2.aln -            1.1e-25  104.2   5.8   2.4e-25  103.2   5.8   1.4   1   1   0   1   1   1   1 # 229 # 2118 # 1 # ID=12674_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.428 
JXWU01.1.fsa_nt_gb|JXWU01151414.1|_1                                                  -          genomic_archaeaHap2.aln -            1.3e-25  104.1  10.9   1.4e-25  104.0  10.9   1.0   1   0   0   1   1   1   1 # 1 # 486 # 1 # ID=151414_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.549 
RifCSPhighO2_12_1023870.scaffolds.fasta_scaffold535514_1                              -          genomic_archaeaHap2.aln -            1.5e-25  103.8   4.2   1.7e-25  103.7   4.2   1.0   1   0   0   1   1   1   1 # 2 # 427 # -1 # ID=535514_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.399 
AntAceMinimDraft_18_1070375.scaffolds.fasta_scaffold20657_2                           -          genomic_archaeaHap2.aln -            1.6e-25  103.7  13.6   2.1e-25  103.4  13.6   1.1   1   0   0   1   1   1   1 # 1337 # 3085 # -1 # ID=20657_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.332 
AntAceMinimDraft_18_1070375.scaffolds.fasta_scaffold02754_4                           -          genomic_archaeaHap2.aln -            3.2e-25  102.8   8.7   5.2e-25  102.1   8.7   1.4   1   0   0   1   1   1   1 # 2240 # 4003 # -1 # ID=2754_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.285 
RifOxyB1_1023888.scaffolds.fasta_scaffold00046_11                                     -          genomic_archaeaHap2.aln -            4.6e-25  102.2  23.8     2e-24  100.1  23.8   1.8   1   1   0   1   1   1   1 # 8559 # 10472 # -1 # ID=46_11;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.365 
AntAceMinimDraft_18_1070375.scaffolds.fasta_scaffold35646_3                           -          genomic_archaeaHap2.aln -            5.1e-25  102.1  16.7   5.1e-25  102.1  16.7   1.6   2   1   0   2   2   1   1 # 374 # 2041 # -1 # ID=35646_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.297 
AntAceMinimDraft_14_1070370.scaffolds.fasta_scaffold61386_1                           -          genomic_archaeaHap2.aln -            1.9e-24  100.2   6.9   2.3e-24  100.0   6.9   1.2   1   0   0   1   1   1   1 # 43 # 1569 # -1 # ID=61386_1;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.314 
RifCSPhighO2_12_1023870.scaffolds.fasta_scaffold292179_1                              -          genomic_archaeaHap2.aln -            2.3e-24   99.9   0.4   2.5e-24   99.8   0.4   1.0   1   0   0   1   1   1   1 # 1 # 609 # -1 # ID=292179_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.481 
RifCSPhighO2_12_1023870.scaffolds.fasta_scaffold691627_1                              -          genomic_archaeaHap2.aln -            2.8e-24   99.6   2.2   3.4e-24   99.4   2.2   1.0   1   0   0   1   1   1   1 # 2 # 370 # 1 # ID=691627_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.350 
AntAceMinimDraft_18_1070375.scaffolds.fasta_scaffold312990_1                          -          genomic_archaeaHap2.aln -            3.3e-24   99.4   2.4   3.5e-24   99.3   2.4   1.0   1   0   0   1   1   1   1 # 2 # 619 # -1 # ID=312990_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.330 
LKMJ01.1.fsa_nt_gi|998593157|gb|LKMJ01012595.1|_1                                     -          genomic_archaeaHap2.aln -              6e-24   98.6   0.5   7.4e-24   98.3   0.5   1.0   1   0   0   1   1   1   1 # 1 # 969 # 1 # ID=12595_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.362 
WetSurMetagenome_2_1015567.scaffolds.fasta_scaffold965596_1                           -          genomic_archaeaHap2.aln -            1.1e-23   97.7   2.5   1.3e-23   97.4   2.5   1.0   1   0   0   1   1   1   1 # 1 # 594 # -1 # ID=965596_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.473 
AntAceMinimDraft_10_1070366.scaffolds.fasta_scaffold161377_1                          -          genomic_archaeaHap2.aln -            1.1e-23   97.6   1.3   1.3e-23   97.4   1.3   1.1   1   0   0   1   1   1   1 # 3 # 857 # -1 # ID=161377_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.333 
RifCSPhighO2_12_1023870.scaffolds.fasta_scaffold371676_1                              -          genomic_archaeaHap2.aln -              2e-23   96.9  11.4   2.1e-23   96.7  11.4   1.0   1   0   0   1   1   1   1 # 2 # 529 # 1 # ID=371676_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.339 
AntAceMinimDraft_10_1070366.scaffolds.fasta_scaffold22022_2                           -          genomic_archaeaHap2.aln -            2.1e-23   96.8  18.8   3.3e-23   96.1  18.8   1.3   1   1   0   1   1   1   1 # 373 # 2298 # 1 # ID=22022_2;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=6bp;gc_cont=0.347 
AntAceMinimDraft_10_1070366.scaffolds.fasta_scaffold352760_1                          -          genomic_archaeaHap2.aln -            2.4e-23   96.6   4.1   2.4e-23   96.6   4.1   1.0   1   0   0   1   1   1   1 # 3 # 527 # -1 # ID=352760_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.318 
AntAceMinimDraft_18_1070375.scaffolds.fasta_scaffold691722_1                          -          genomic_archaeaHap2.aln -            3.3e-23   96.1   0.1   3.8e-23   95.9   0.1   1.0   1   0   0   1   1   1   1 # 3 # 368 # -1 # ID=691722_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.527 
AntAceMinimDraft_10_1070366.scaffolds.fasta_scaffold06212_4                           -          genomic_archaeaHap2.aln -            3.7e-23   96.0  24.2   2.1e-22   93.4  24.2   1.9   1   1   0   1   1   1   1 # 2801 # 4729 # 1 # ID=6212_4;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.264 
LFUF01.1.fsa_nt_gi|984778642|gb|LFUF01005182.1|_1                                     -          genomic_archaeaHap2.aln -              8e-23   94.8   2.6     8e-23   94.8   2.6   1.4   2   0   0   2   2   1   1 # 2 # 1252 # 1 # ID=5182_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.369 
AntAceMinimDraft_4_1070372.scaffolds.fasta_scaffold223055_1                           -          genomic_archaeaHap2.aln -            1.6e-22   93.8   0.2     2e-22   93.5   0.2   1.1   1   0   0   1   1   1   1 # 2 # 655 # 1 # ID=223055_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.365 
AntAceMinimDraft_10_1070366.scaffolds.fasta_scaffold79751_1                           -          genomic_archaeaHap2.aln -            2.3e-22   93.3   1.2   2.7e-22   93.1   1.2   1.1   1   0   0   1   1   1   1 # 3 # 1313 # 1 # ID=79751_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.377 
CryGeyDrversion2_4_1046615.scaffolds.fasta_scaffold36667_3                            -          genomic_archaeaHap2.aln -            2.6e-22   93.2   2.1   3.1e-22   92.9   2.1   1.0   1   0   0   1   1   1   1 # 1046 # 1690 # -1 # ID=36667_3;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.326 
AntAceMinimDraft_18_1070375.scaffolds.fasta_scaffold768546_1                          -          genomic_archaeaHap2.aln -            2.7e-22   93.1   3.2     3e-22   92.9   3.2   1.0   1   0   0   1   1   1   1 # 3 # 341 # 1 # ID=768546_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.407 
