genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
1526048.3	Haloferax sp. Q22	LOEP01000001	PATRIC	CDS	fig|1526048.3.peg.11				7058	9166	+	2109		Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3)	FIG01303876	PLF_2251_00000879	PGF_00033961	GO:0004642|phosphoribosylformylglycinamidine synthase activity	6.3.5.3|Phosphoribosylformylglycinamidine synthase	00230|Purine metabolism
1526048.3	Haloferax sp. Q22	LOEP01000001	PATRIC	CDS	fig|1526048.3.peg.12				9215	10186	-	972		Quinone oxidoreductase (EC 1.6.5.5)	FIG00002982	PLF_2251_00001910	PGF_04596496	GO:0003960|NADPH:quinone reductase activity	1.6.5.5|NADPH:quinone reductase	
1526048.3	Haloferax sp. Q22	LOEP01000001	PATRIC	CDS	fig|1526048.3.peg.13				10272	10472	-	201		hypothetical protein		PLF_2251_00005362	PGF_01831474			
1526048.3	Haloferax sp. Q22	LOEP01000001	PATRIC	CDS	fig|1526048.3.peg.14				10541	10804	+	264		hypothetical protein		PLF_2251_00014858	PGF_04100720			
1526048.3	Haloferax sp. Q22	LOEP01000001	PATRIC	CDS	fig|1526048.3.peg.15				10825	11448	-	624		hypothetical protein	FIG00638284	PLF_2251_00007820	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000001	PATRIC	CDS	fig|1526048.3.peg.16				11555	12367	+	813		Imidazole glycerol phosphate synthase cyclase subunit	FIG00000258	PLF_2251_00016701	PGF_02011760			
1526048.3	Haloferax sp. Q22	LOEP01000001	PATRIC	CDS	fig|1526048.3.peg.17				12503	13057	+	555		hypothetical protein	FIG00638284	PLF_2251_00001110	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000001	PATRIC	CDS	fig|1526048.3.peg.18				13109	13399	-	291		DNA-directed RNA polymerase subunit L (EC 2.7.7.6)	FIG00004540	PLF_2251_00000665	PGF_00422360	GO:0003899|DNA-directed RNA polymerase activity	2.7.7.6|DNA-directed RNA polymerase	00230|Purine metabolism;00240|Pyrimidine metabolism
1526048.3	Haloferax sp. Q22	LOEP01000001	PATRIC	CDS	fig|1526048.3.peg.19				13426	14418	-	993		MBL-fold metallo-hydrolase superfamily	FIG00000013	PLF_2251_00001049	PGF_10420457			
1526048.3	Haloferax sp. Q22	LOEP01000001	PATRIC	CDS	fig|1526048.3.peg.20				14462	15724	+	1263		hypothetical protein	FIG00638284	PLF_2251_00002949	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000001	PATRIC	CDS	fig|1526048.3.peg.21				15828	16502	+	675		MBL-fold metallo-hydrolase superfamily		PLF_2251_00017675	PGF_10420457			
1526048.3	Haloferax sp. Q22	LOEP01000001	PATRIC	CDS	fig|1526048.3.peg.22				16788	16913	+	126		hypothetical protein		PLF_2251_00012962	PGF_06639093			
1526048.3	Haloferax sp. Q22	LOEP01000001	PATRIC	CDS	fig|1526048.3.peg.23				16915	17502	-	588		hypothetical protein	FIG00149257	PLF_2251_00000497	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000001	PATRIC	CDS	fig|1526048.3.peg.24				17666	18139	-	474		hypothetical protein	FIG00638284	PLF_2251_00002170	PGF_01017516			
1526048.3	Haloferax sp. Q22	LOEP01000001	PATRIC	CDS	fig|1526048.3.peg.25				18292	18660	+	369		hypothetical protein		PLF_2251_00002444	PGF_00288022			
1526048.3	Haloferax sp. Q22	LOEP01000001	PATRIC	CDS	fig|1526048.3.peg.26				18758	19255	+	498		hypothetical protein		PLF_2251_00004103	PGF_00359664			
1526048.3	Haloferax sp. Q22	LOEP01000001	PATRIC	CDS	fig|1526048.3.peg.27				19358	21052	+	1695		Type II secretion system protein	FIG01126720	PLF_2251_00000442	PGF_00063366			
1526048.3	Haloferax sp. Q22	LOEP01000002	PATRIC	CDS	fig|1526048.3.peg.1163				107	271	+	165		hypothetical protein		PLF_2251_00013498	PGF_05649011			
1526048.3	Haloferax sp. Q22	LOEP01000002	PATRIC	CDS	fig|1526048.3.peg.1164				508	1647	+	1140		hypothetical protein	FIG00009149	PLF_2251_00008131	PGF_00789396			
1526048.3	Haloferax sp. Q22	LOEP01000002	PATRIC	CDS	fig|1526048.3.peg.1165				1853	2575	+	723		hypothetical protein		PLF_2251_00009989	PGF_12834569			
1526048.3	Haloferax sp. Q22	LOEP01000002	PATRIC	CDS	fig|1526048.3.peg.1166				2909	3559	-	651		hypothetical protein		PLF_2251_00004435	PGF_00350658			
1526048.3	Haloferax sp. Q22	LOEP01000002	PATRIC	CDS	fig|1526048.3.peg.1167				3830	4102	+	273		hypothetical protein		PLF_2251_00004628	PGF_01831143			
1526048.3	Haloferax sp. Q22	LOEP01000002	PATRIC	CDS	fig|1526048.3.peg.1168				4122	4340	-	219		hypothetical protein		PLF_2251_00011964	PGF_03952776			
1526048.3	Haloferax sp. Q22	LOEP01000002	PATRIC	CDS	fig|1526048.3.peg.1169				4521	4829	+	309		hypothetical protein		PLF_2251_00010502	PGF_01828872			
1526048.3	Haloferax sp. Q22	LOEP01000002	PATRIC	CDS	fig|1526048.3.peg.1170				4826	5020	+	195		hypothetical protein		PLF_2251_00008511	PGF_01833249			
1526048.3	Haloferax sp. Q22	LOEP01000002	PATRIC	CDS	fig|1526048.3.peg.1171				5666	5794	+	129		hypothetical protein		PLF_2251_00006233	PGF_01831914			
1526048.3	Haloferax sp. Q22	LOEP01000002	PATRIC	CDS	fig|1526048.3.peg.1172				5834	6010	-	177		hypothetical protein		PLF_2251_00004012	PGF_10374956			
1526048.3	Haloferax sp. Q22	LOEP01000002	PATRIC	CDS	fig|1526048.3.peg.1173				6088	7053	-	966		hypothetical protein		PLF_2251_00004399	PGF_00183361			
1526048.3	Haloferax sp. Q22	LOEP01000002	PATRIC	CDS	fig|1526048.3.peg.1174				7407	7655	+	249		hypothetical protein		PLF_2251_00008480	PGF_01833222			
1526048.3	Haloferax sp. Q22	LOEP01000002	PATRIC	CDS	fig|1526048.3.peg.1175				7862	8755	+	894		hypothetical protein		PLF_2251_00015121	PGF_05704760			
1526048.3	Haloferax sp. Q22	LOEP01000002	PATRIC	CDS	fig|1526048.3.peg.1176				8752	9810	-	1059		hypothetical protein		PLF_2251_00009815	PGF_01833980			
1526048.3	Haloferax sp. Q22	LOEP01000002	PATRIC	CDS	fig|1526048.3.peg.1177				10071	11435	+	1365		Sulfatase		PLF_2251_00016365	PGF_10542319			
1526048.3	Haloferax sp. Q22	LOEP01000002	PATRIC	CDS	fig|1526048.3.peg.1178				11581	11730	+	150		hypothetical protein		PLF_2251_00012686	PGF_05141187			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2099				78	266	+	189		hypothetical protein		PLF_2251_00015973	PGF_00152731			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2100				343	1701	+	1359		Serine protease inhibitor (serpin family)	FIG00638284	PLF_2251_00015992	PGF_00051280			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2101				1729	2658	-	930		Undecaprenyl diphosphate synthase (geranylgeranyl diphosphate specific) (EC 2.5.1.89)	FIG01306573	PLF_2251_00016679	PGF_00065889		2.5.1.89|Tritrans,polycis-undecaprenyl-diphosphate synthase (geranylgeranyl-diphosphate specific)	00900|Terpenoid backbone biosynthesis
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2102				2806	3204	+	399		hypothetical protein	FIG00638284	PLF_2251_00002463	PGF_00314670			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2103				3369	4430	+	1062		Heme biosynthesis protein related to NirG / Heme biosynthesis protein related to NirH	FIG00135918	PLF_2251_00000765	PGF_00011327			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2104				4432	5079	+	648		Precorrin-2 oxidase (EC 1.3.1.76) @ Sirohydrochlorin ferrochelatase activity of CysG (EC 4.99.1.4)		PLF_2251_00000889	PGF_03024272	GO:0043115|precorrin-2 dehydrogenase activity;GO:0051266|sirohydrochlorin ferrochelatase activity	1.3.1.76|Precorrin-2 dehydrogenase;4.99.1.4|Sirohydrochlorin ferrochelatase	00860|Porphyrin and chlorophyll metabolism
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2105				5076	6470	+	1395		Glutamyl-tRNA reductase (EC 1.2.1.70)	FIG00004795	PLF_2251_00000749	PGF_00008334	GO:0008883|glutamyl-tRNA reductase activity	1.2.1.70|Glutamyl-tRNA reductase	00860|Porphyrin and chlorophyll metabolism
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2106				6534	7079	+	546		hypothetical protein	FIG00638284	PLF_2251_00002978	PGF_00304157			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2107				7104	7400	+	297		Pterin-4-alpha-carbinolamine dehydratase (EC 4.2.1.96)	FIG00004933	PLF_2251_00001365	PGF_00645046	GO:0008124|4-alpha-hydroxytetrahydrobiopterin dehydratase activity	4.2.1.96|4a-hydroxytetrahydrobiopterin dehydratase	
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2108				7397	7792	+	396		hypothetical protein		PLF_2251_00001241	PGF_01830243			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2109				7839	8507	+	669		3-phosphoglycerate kinase	FIG01362013	PLF_2251_00001516	PGF_00421616			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2110				8597	9343	-	747		hypothetical protein		PLF_2251_00003003	PGF_00330925			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2111				9455	11350	-	1896		Molybdopterin molybdenumtransferase (EC 2.10.1.1) / Periplasmic molybdate-binding domain	FIG00042691	PLF_2251_00000823	PGF_00022531	GO:0061599|molybdopterin molybdotransferase activity	2.10.1.1|Molybdopterin molybdotransferase	
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2112				11347	12567	-	1221		Molybdopterin molybdenumtransferase (EC 2.10.1.1)	FIG00018218	PLF_2251_00000821	PGF_09188652	GO:0061599|molybdopterin molybdotransferase activity	2.10.1.1|Molybdopterin molybdotransferase	
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2113				12712	13080	+	369		hypothetical protein	FIG01697599	PLF_2251_00001455	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2114				13089	14765	+	1677		Ucharacterized ABC1 family protein Saci_1664	FIG01954464	PLF_2251_00000443	PGF_00064482			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2115				14823	15251	+	429		hypothetical protein		PLF_2251_00000551	PGF_01831565			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2116				15347	15721	+	375		Eukaryotic translation initiation factor 5A	FIG00112715	PLF_2251_00000312	PGF_00424939			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2117				15737	16558	+	822		Agmatinase (EC 3.5.3.11)	FIG00052802	PLF_2251_00000142	PGF_10479967	GO:0008783|agmatinase activity	3.5.3.11|Agmatinase	00330|Arginine and proline metabolism
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2118				16613	17374	+	762		GTP cyclohydrolase 1 type 2 homolog YbgI	FIG00722040	PLF_2251_00000315	PGF_09020471			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2119				17399	18448	-	1050		hypothetical protein	FIG00638284	PLF_2251_00009816	PGF_12793861			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2120				18596	19675	+	1080		Deoxyhypusine synthase (EC 2.5.1.46)	FIG00026855	PLF_2251_00000303	PGF_00422938	GO:0034038|deoxyhypusine synthase activity;GO:0034038|deoxyhypusine biosynthetic process from spermidine	2.5.1.46|Deoxyhypusine synthase	
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2121				19790	20479	+	690		hypothetical protein		PLF_2251_00003428	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2122				20582	21982	+	1401		Uncharacterized amino acid permease, GabP family	FIG00638284	PLF_2251_00004168	PGF_00778630			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2123				21975	23225	+	1251		Uncharacterized deacetylase	FIG00020897	PLF_2251_00012475	PGF_10495275			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2124				23319	24416	+	1098		hypothetical protein	FIG00638284	PLF_2251_00001582	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2125				25084	25446	+	363		hypothetical protein		PLF_2251_00014036	PGF_04139261			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2126				25675	26160	+	486		hypothetical protein		PLF_2251_00013631	PGF_06566911			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2127				26157	26801	+	645		hypothetical protein		PLF_2251_00015178	PGF_06442719			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2128				26839	27312	+	474		hypothetical protein		PLF_2251_00014492	PGF_04138963			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2129				27320	27700	+	381		hypothetical protein	FIG00638284	PLF_2251_00014639	PGF_05449787			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2130				27697	27954	+	258		hypothetical protein		PLF_2251_00013708	PGF_05050196			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2131				28185	28376	+	192		hypothetical protein		PLF_2251_00014520	PGF_05123096			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2132				28369	28806	+	438		hypothetical protein		PLF_2251_00004630	PGF_00312048			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2133				29108	29638	+	531		hypothetical protein		PLF_2251_00012837	PGF_05132519			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2134				29712	30380	+	669		Diadenosine tetraphosphatase and related serine/threonine protein phosphatases		PLF_2251_00015200	PGF_00423056			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2135				30377	31012	+	636		hypothetical protein		PLF_2251_00014799	PGF_06493106			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2136				31325	31600	+	276		hypothetical protein		PLF_2251_00013764	PGF_04561832			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2137				31640	32080	+	441		hypothetical protein		PLF_2251_00014838	PGF_06460797			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2138				32087	32293	+	207		hypothetical protein		PLF_2251_00012689	PGF_04621294			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2139				32368	32511	+	144		hypothetical protein		PLF_2251_00014193	PGF_05779556			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2140				32508	32945	+	438		hypothetical protein		PLF_2251_00014325	PGF_05498542			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2141				33004	33240	+	237		hypothetical protein		PLF_2251_00013425	PGF_05568537			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2142				33230	33670	+	441		hypothetical protein		PLF_2251_00012774	PGF_05521639			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2143				33820	34002	-	183		hypothetical protein		PLF_2251_00015231	PGF_08094417			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2144				34168	34389	+	222		hypothetical protein		PLF_2251_00013028	PGF_04697566			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2145				34386	34610	+	225		hypothetical protein		PLF_2251_00013255	PGF_06645960			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2146				35069	35872	-	804		hypothetical protein		PLF_2251_00013883	PGF_04958740			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2147				35869	36216	-	348		hypothetical protein		PLF_2251_00013782	PGF_04924108			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2148				36322	36708	+	387		hypothetical protein		PLF_2251_00013565	PGF_04232628			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2149				36705	37037	-	333		hypothetical protein		PLF_2251_00014224	PGF_05471473			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2150				37034	37144	-	111		hypothetical protein		PLF_2251_00012751	PGF_04644046			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2151				37154	37315	-	162		hypothetical protein		PLF_2251_00013030	PGF_05128240			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2152				37454	38233	-	780		hypothetical protein		PLF_2251_00013859	PGF_06200306			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2153				38339	38701	+	363		hypothetical protein		PLF_2251_00013304	PGF_06433098			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2154				38698	39027	+	330		hypothetical protein		PLF_2251_00015047	PGF_04674498			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2155				39024	39698	+	675		hypothetical protein		PLF_2251_00014769	PGF_05228929			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2156				39704	40393	+	690		hypothetical protein	FIG00638284	PLF_2251_00012693	PGF_06460840			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2157				40957	41580	+	624		hypothetical protein		PLF_2251_00014292	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2158				41573	42172	+	600		hypothetical protein	FIG00638284	PLF_2251_00013425	PGF_05568537			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2159				42420	43460	+	1041		hypothetical protein	FIG00638284	PLF_2251_00015413	PGF_07726908			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2160				43555	44229	+	675		hypothetical protein	FIG00638284	PLF_2251_00013069	PGF_04923788			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2161				44458	45252	-	795		hypothetical protein		PLF_2251_00013883	PGF_04958740			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2162				45245	45595	-	351		hypothetical protein		PLF_2251_00013782	PGF_04924108			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2163				45665	45871	-	207		hypothetical protein		PLF_2251_00015135	PGF_04394238			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2164				46241	46687	+	447		hypothetical protein	FIG00638284	PLF_2251_00014607	PGF_05105582			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2165				46744	47388	+	645		hypothetical protein		PLF_2251_00012248	PGF_06634382			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2166				47645	49333	+	1689		hypothetical protein	FIG00638284	PLF_2251_00012341	PGF_06661897			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2167				49330	49527	+	198		hypothetical protein		PLF_2251_00014328	PGF_06432558			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2168				49620	49928	+	309		hypothetical protein		PLF_2251_00013611	PGF_06257851			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2169				50052	50315	+	264		hypothetical protein		PLF_2251_00013519	PGF_06493177			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2170				50430	50750	+	321		hypothetical protein		PLF_2251_00014163	PGF_04053847			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2171				50878	51240	+	363		hypothetical protein	FIG00638284	PLF_2251_00014624	PGF_05445987			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2172				51233	51544	+	312		hypothetical protein		PLF_2251_00013375	PGF_06436793			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2173				51871	53157	+	1287		Transposase	FIG01306568	PLF_2251_00012675	PGF_09978608			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2174				53180	53386	+	207		hypothetical protein		PLF_2251_00013974	PGF_05661423			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2175				53426	53596	-	171		hypothetical protein	FIG00638284	PLF_2251_00012286	PGF_05221213			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2176				53861	54853	+	993		hypothetical protein	FIG00638284	PLF_2251_00014819	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2177				55477	55731	+	255		hypothetical protein		PLF_2251_00012928	PGF_07454910			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2178				55806	56102	+	297		hypothetical protein		PLF_2251_00013702	PGF_05001787			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2179				56207	56524	+	318		hypothetical protein		PLF_2251_00013856	PGF_04562303			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2180				56534	57133	-	600		hypothetical protein	FIG00638284	PLF_2251_00014211	PGF_04417601			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2181				57515	57853	-	339		hypothetical protein		PLF_2251_00013627	PGF_06446089			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2182				58125	58295	+	171		hypothetical protein		PLF_2251_00014086	PGF_05382885			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2183				58295	58786	+	492		hypothetical protein		PLF_2251_00012468	PGF_05667592			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2184				58831	59337	+	507		hypothetical protein		PLF_2251_00013733	PGF_00122625			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2185				59334	59705	+	372		hypothetical protein		PLF_2251_00014295	PGF_06521438			
1526048.3	Haloferax sp. Q22	LOEP01000003	PATRIC	CDS	fig|1526048.3.peg.2186				59890	60177	+	288		hypothetical protein		PLF_2251_00012663	PGF_06608808			
