genome_id	genome_name	patric_id	refseq_locus_tag	gene	product	role_name	superclass	class	subclass	subsystem_name
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.486			NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	Glycolysis and Gluconeogenesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.486			NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Pyridoxine	Pyridoxin (Vitamin B6) Biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.487			Phosphoglycerate kinase (EC 2.7.2.3)	Phosphoglycerate kinase (EC 2.7.2.3)	Metabolism	Carbohydrates	CO2 fixation	Calvin-Benson cycle
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.487			Phosphoglycerate kinase (EC 2.7.2.3)	Phosphoglycerate kinase (EC 2.7.2.3)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	Entner-Doudoroff Pathway
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.487			Phosphoglycerate kinase (EC 2.7.2.3)	Phosphoglycerate kinase (EC 2.7.2.3)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	Glycolysis and Gluconeogenesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.491			NAD(P)-dependent glyceraldehyde 3-phosphate dehydrogenase archaeal (EC 1.2.1.59)	NAD(P)-dependent glyceraldehyde 3-phosphate dehydrogenase archaeal (EC 1.2.1.59)	Metabolism	Carbohydrates	CO2 fixation	Calvin-Benson cycle
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.499			Threonine synthase (EC 4.2.3.1)	Threonine synthase (EC 4.2.3.1)	Metabolism	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Aspartate to Threonine Module
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.503			Citrate synthase (si) (EC 2.3.3.1)	Citrate synthase (si) (EC 2.3.3.1)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	Anaerobic module of TCA
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.503			Citrate synthase (si) (EC 2.3.3.1)	Citrate synthase (si) (EC 2.3.3.1)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	TCA Cycle
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.506			Threonine dehydratase, catabolic (EC 4.3.1.19) @ L-serine dehydratase, (PLP)-dependent (EC 4.3.1.17)	Threonine dehydratase, catabolic (EC 4.3.1.19)	Metabolism	Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.508			Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	Energy	Respiration	Electron accepting reactions	Cytochrome d ubiquinol oxidase operon
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.509			Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	Energy	Respiration	Electron accepting reactions	Cytochrome d ubiquinol oxidase operon
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.515			Heat shock protein 60 family chaperone GroEL @ Thermosome subunit	Heat shock protein 60 kDa family chaperone GroEL	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Protein folding	Chaperones GroEL GroES and Thermosome
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.515			Heat shock protein 60 family chaperone GroEL @ Thermosome subunit	Thermosome subunit	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Protein folding	Chaperones GroEL GroES and Thermosome
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.518			Leucyl-tRNA synthetase (EC 6.1.1.4)	Leucyl-tRNA synthetase (EC 6.1.1.4)	Protein Processing	Protein Synthesis	Aminoacyl-tRNA-synthetases	tRNA aminoacylation, Leu
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.521			Prephenate dehydratase (EC 4.2.1.51)	Prephenate dehydratase (EC 4.2.1.51)	Metabolism	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Phenylalanine and Tyrosine synthesis 1
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.522			Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-)	Imidazole glycerol phosphate synthase amidotransferase subunit HisH	Metabolism	Amino Acids and Derivatives	Histidine Metabolism	Histidine Biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.532			LSU ribosomal protein L40e	LSU ribosomal protein L40e	Protein Processing	Protein Synthesis	Ribosome biogenesis	Ribosome LSU, eukaryotic and archaeal
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.535			Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing), glutaminase subunit (EC 4.3.3.6)	Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing), glutaminase subunit (EC 4.3.3.6)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Pyridoxine	Pyridoxin (Vitamin B6) Biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.536			Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)	Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)	Metabolism	Amino Acids and Derivatives	Histidine Metabolism	Histidine Biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.562			Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism with fusion events
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.582			Excinuclease ABC subunit A	Excinuclease ABC subunit A	DNA Processing	DNA Processing	DNA repair	DNA repair, UvrABC system
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.616			Translation elongation factor 1 alpha subunit	Translation elongation factor 1 alpha subunit	Protein Processing	Protein Synthesis	Translation	Translation elongation factors, eukaryotic and archaeal
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.616			Translation elongation factor 1 alpha subunit	Translation elongation factor 1 alpha subunit	Protein Processing	Protein Synthesis		Universal GTPases
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.617			Homoserine dehydrogenase (EC 1.1.1.3)	Homoserine dehydrogenase (EC 1.1.1.3)	Metabolism	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Aspartate to Homoserine module
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.617			Homoserine dehydrogenase (EC 1.1.1.3)	Homoserine dehydrogenase (EC 1.1.1.3)	Metabolism	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Aspartate to Threonine Module
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.621			Translation elongation factor 2	Translation elongation factor 2	Protein Processing	Protein Synthesis	Translation	Translation elongation factors, eukaryotic and archaeal
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.621			Translation elongation factor 2	Translation elongation factor 2	Protein Processing	Protein Synthesis		Universal GTPases
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.627			DNA-directed RNA polymerase subunit A'' (EC 2.7.7.6)	DNA-directed RNA polymerase subunit A'' (EC 2.7.7.6)	RNA Processing	RNA Processing	Transcription	RNA polymerase, archaeal
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.628			DNA-directed RNA polymerase subunit A' (EC 2.7.7.6)	DNA-directed RNA polymerase subunit A' (EC 2.7.7.6)	RNA Processing	RNA Processing	Transcription	RNA polymerase, archaeal
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.629			DNA-directed RNA polymerase subunit B' (EC 2.7.7.6)	DNA-directed RNA polymerase subunit B' (EC 2.7.7.6)	RNA Processing	RNA Processing	Transcription	RNA polymerase, archaeal
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.630			DNA-directed RNA polymerase subunit B'' (EC 2.7.7.6)	DNA-directed RNA polymerase subunit B'' (EC 2.7.7.6)	RNA Processing	RNA Processing	Transcription	RNA polymerase, archaeal
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.631			DNA-directed RNA polymerase subunit H (EC 2.7.7.6)	DNA-directed RNA polymerase subunit H (EC 2.7.7.6)	RNA Processing	RNA Processing	Transcription	RNA polymerase, archaeal
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.644			Orotate phosphoribosyltransferase (EC 2.4.2.10)	Orotate phosphoribosyltransferase (EC 2.4.2.10)	Metabolism	Nucleosides and Nucleotides	Pyrimidines	De Novo Pyrimidine Synthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.649			Branched-chain amino acid aminotransferase (EC 2.6.1.42)	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	Metabolism	Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.649			Branched-chain amino acid aminotransferase (EC 2.6.1.42)	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	Pyruvate Alanine Serine Interconversions
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.651			3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12)	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD biosynthesis in Archaea
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.652			DNA-binding HTH domain in riboflavin kinase / CTP-dependent archaeal riboflavin kinase (EC 2.7.1.161)	CTP-dependent archaeal riboflavin kinase (EC 2.7.1.161)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD biosynthesis in Archaea
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.652			DNA-binding HTH domain in riboflavin kinase / CTP-dependent archaeal riboflavin kinase (EC 2.7.1.161)	DNA-binding HTH domain in riboflavin kinase	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD biosynthesis in Archaea
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.654			Arginyl-tRNA synthetase (EC 6.1.1.19)	Arginyl-tRNA synthetase (EC 6.1.1.19)	Protein Processing	Protein Synthesis	Aminoacyl-tRNA-synthetases	tRNA aminoacylation, Arg
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.657			Eukaryotic peptide chain release factor subunit 1	Eukaryotic peptide chain release factor subunit 1	Protein Processing	Protein Synthesis	Translation	Translation elongation factors, eukaryotic and archaeal
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.659			V-type ATP synthase subunit D (EC 3.6.3.14)	V-type ATP synthase subunit D (EC 3.6.3.14)	Energy	Respiration	ATP synthases	V-Type ATP synthase
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.662			V-type ATP synthase subunit B (EC 3.6.3.14)	V-type ATP synthase subunit B (EC 3.6.3.14)	Energy	Respiration	ATP synthases	V-Type ATP synthase
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.663			V-type ATP synthase subunit A (EC 3.6.3.14)	V-type ATP synthase subunit A (EC 3.6.3.14)	Energy	Respiration	ATP synthases	V-Type ATP synthase
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.664			V-type ATP synthase subunit F (EC 3.6.3.14)	V-type ATP synthase subunit F (EC 3.6.3.14)	Energy	Respiration	ATP synthases	V-Type ATP synthase
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.665			V-type ATP synthase subunit C (EC 3.6.3.14)	V-type ATP synthase subunit C (EC 3.6.3.14)	Energy	Respiration	ATP synthases	V-Type ATP synthase
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.666			V-type ATP synthase subunit E (EC 3.6.3.14)	V-type ATP synthase subunit E (EC 3.6.3.14)	Energy	Respiration	ATP synthases	V-Type ATP synthase
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.667			V-type ATP synthase subunit K (EC 3.6.3.14)	V-type ATP synthase subunit K (EC 3.6.3.14)	Energy	Respiration	ATP synthases	V-Type ATP synthase
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.668			V-type ATP synthase subunit I (EC 3.6.3.14)	V-type ATP synthase subunit I (EC 3.6.3.14)	Energy	Respiration	ATP synthases	V-Type ATP synthase
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.701			Threonylcarbamoyl-AMP synthase (EC 2.7.7.87)	Threonylcarbamoyl-AMP synthase (EC 2.7.7.87)	RNA Processing	RNA Processing	RNA processing and modification	YrdC-YciO-Sua5 and associated protein families
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.716			Glutamine synthetase type I (EC 6.3.1.2)	Glutamine synthetase type I (EC 6.3.1.2)	Metabolism	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine synthetases
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.723			Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	Metabolism	Nucleosides and Nucleotides	Purines	DeNovo Purine Biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.723			Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	Pentose phosphate pathway
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.731			Transcription initiation factor B	Transcription initiation factor B	RNA Processing	RNA Processing	Transcription	RNA polymerase, archaeal initiation factors
