genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588454.1	J1N62_RS00130	19083	19577	+	495		SHOCT domain-containing protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00135	19777	21012	+	1236				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588455.1	J1N62_RS00135	19777	21012	+	1236		cation:proton antiporter		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00140	21083	21502	+	420				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588456.1	J1N62_RS00140	21083	21502	+	420		universal stress protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00145	21581	22441	+	861				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588457.1	J1N62_RS00145	21581	22441	+	861		sugar kinase		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00150	22949	25744	+	2796				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588458.1	J1N62_RS00150	22949	25744	+	2796		DUF1508 domain-containing protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00155	26074	27045	+	972				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588459.1	J1N62_RS00155	26074	27045	+	972		hypothetical protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00160	27195	28031	+	837				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588460.1	J1N62_RS00160	27195	28031	+	837		phosphopantothenate/pantothenate synthetase		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00165	28163	29713	-	1551				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588461.1	J1N62_RS00165	28163	29713	-	1551		oligosaccharide flippase family protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00170	29927	30310	-	384				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588463.1	J1N62_RS00170	29927	30310	-	384		hypothetical protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00175	30635	31564	+	930				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588465.1	J1N62_RS00175	30635	31564	+	930		thiazole biosynthesis protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00180	31625	32482	-	858				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588466.1	J1N62_RS00180	31625	32482	-	858		NAD(P)-dependent oxidoreductase		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00185	32609	33403	+	795				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588467.1	J1N62_RS00185	32609	33403	+	795		hypothetical protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00190	33485	34816	-	1332				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588468.1	J1N62_RS00190	33485	34816	-	1332		hypothetical protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00195	35060	36049	-	990				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588469.1	J1N62_RS00195	35060	36049	-	990		hydroxyacid dehydrogenase		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00200	36159	36563	+	405				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207591990.1	J1N62_RS00200	36159	36563	+	405		acyl-CoA thioesterase		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00205	36606	37967	-	1362				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588470.1	J1N62_RS00205	36606	37967	-	1362		hypothetical protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00210	38007	38726	-	720				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588471.1	J1N62_RS00210	38007	38726	-	720		methyltransferase domain-containing protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00215	38733	39632	-	900				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588472.1	J1N62_RS00215	38733	39632	-	900		helix-turn-helix domain-containing protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00220	39872	40474	+	603				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207591991.1	J1N62_RS00220	39872	40474	+	603		superoxide dismutase		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00225	40664	41284	-	621				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588473.1	J1N62_RS00225	40664	41284	-	621		dCTP deaminase		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00230	41369	41707	+	339				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588474.1	J1N62_RS00230	41369	41707	+	339		peptidyl-tRNA hydrolase		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00235	41881	42397	+	517				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS		J1N62_RS00235	41881	42397	+	517		dienelactone hydrolase family protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00240	42801	43358	-	558				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588476.1	J1N62_RS00240	42801	43358	-	558		hypothetical protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00245	43727	44140	-	414				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588478.1	J1N62_RS00245	43727	44140	-	414		VOC family protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00250	44611	45699	-	1089				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588479.1	J1N62_RS00250	44611	45699	-	1089		alanine racemase		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00255	45703	46920	-	1218				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588481.1	J1N62_RS00255	45703	46920	-	1218		M20/M25/M40 family metallo-hydrolase		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00260	46943	48370	-	1428				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207591992.1	J1N62_RS00260	46943	48370	-	1428		amino acid permease		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00265	48451	49176	-	726				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588483.1	J1N62_RS00265	48451	49176	-	726		helix-turn-helix domain-containing protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00270	49596	50615	+	1020				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588484.1	J1N62_RS00270	49596	50615	+	1020		site-specific integrase		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00275	50616	51779	-	1164				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588485.1	J1N62_RS00275	50616	51779	-	1164		site-specific integrase		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00280	51855	52247	-	393				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588487.1	J1N62_RS00280	51855	52247	-	393		hypothetical protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00285	53062	55167	+	2106				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588488.1	J1N62_RS00285	53062	55167	+	2106		DUF262 domain-containing protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00290	55233	58892	+	3660				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588489.1	J1N62_RS00290	55233	58892	+	3660		type II restriction endonuclease subunit M		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00295	58915	62724	-	3810				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588490.1	J1N62_RS00295	58915	62724	-	3810		DEAD/DEAH box helicase family protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00300	63068	63703	-	636				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588491.1	J1N62_RS00300	63068	63703	-	636		hypothetical protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00305	63866	64561	-	696				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588492.1	J1N62_RS00305	63866	64561	-	696		hypothetical protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00310	65096	65608	+	513				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588493.1	J1N62_RS00310	65096	65608	+	513		hypothetical protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00315	66152	66979	+	828				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588495.1	J1N62_RS00315	66152	66979	+	828		hypothetical protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00320	67018	67440	-	423				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588496.1	J1N62_RS00320	67018	67440	-	423		hypothetical protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00325	67452	67730	-	279				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588498.1	J1N62_RS00325	67452	67730	-	279		hypothetical protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00330	68211	68666	-	456				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588500.1	J1N62_RS00330	68211	68666	-	456		hypothetical protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00335	68759	69502	-	744				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588502.1	J1N62_RS00335	68759	69502	-	744		recombinase family protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00340	69697	70437	+	741				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588504.1	J1N62_RS00340	69697	70437	+	741		ComF family protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00345	70424	71380	+	957				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588505.1	J1N62_RS00345	70424	71380	+	957		DNA-protecting protein DprA		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00350	71472	71813	+	342				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588507.1	J1N62_RS00350	71472	71813	+	342		hypothetical protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00355	71935	72543	-	609				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588509.1	J1N62_RS00355	71935	72543	-	609		hypothetical protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00360	72821	73036	-	216				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588511.1	J1N62_RS00360	72821	73036	-	216		hypothetical protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00365	73087	73308	-	222				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588513.1	J1N62_RS00365	73087	73308	-	222		hypothetical protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00370	73311	73553	-	243				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588514.1	J1N62_RS00370	73311	73553	-	243		hypothetical protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00375	73832	74173	+	342				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588515.1	J1N62_RS00375	73832	74173	+	342		hypothetical protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00380	74202	74417	-	216				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588516.1	J1N62_RS00380	74202	74417	-	216		DUF433 domain-containing protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00385	74671	76362	+	1692				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588517.1	J1N62_RS00385	74671	76362	+	1692		hypothetical protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00390	76880	77170	-	291				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588522.1	J1N62_RS00390	76880	77170	-	291		hypothetical protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00395	77756	77830	-	75				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	tRNA		J1N62_RS00395	77756	77830	-	75		tRNA-Arg		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00400	78017	78208	+	192				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588524.1	J1N62_RS00400	78017	78208	+	192		hypothetical protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00405	78332	79213	+	882				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588526.1	J1N62_RS00405	78332	79213	+	882		geranylgeranylglycerol-phosphate geranylgeranyltransferase		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00410	79417	80046	+	630				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588528.1	J1N62_RS00410	79417	80046	+	630		recombinase RecA		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00415	80244	81083	-	840				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588535.1	J1N62_RS00415	80244	81083	-	840		aldo/keto reductase		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00420	81220	81636	+	417				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588537.1	J1N62_RS00420	81220	81636	+	417		CoA-binding protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00425	81802	82782	-	981				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588538.1	J1N62_RS00425	81802	82782	-	981		PLP-dependent cysteine synthase family protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00430	82857	83213	-	357				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588539.1	J1N62_RS00430	82857	83213	-	357		hypothetical protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00435	83365	83787	+	423				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588540.1	J1N62_RS00435	83365	83787	+	423		hypothetical protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00440	83833	85116	-	1284				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588546.1	J1N62_RS00440	83833	85116	-	1284		AI-2E family transporter		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00445	85179	86465	-	1287				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588550.1	J1N62_RS00445	85179	86465	-	1287		PQQ-binding-like beta-propeller repeat protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00450	86741	86938	+	198				
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	CDS	WP_207588551.1	J1N62_RS00450	86741	86938	+	198		hypothetical protein		
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	gene		J1N62_RS00455	87017	87327	+	311	ffs			
GCF_017357405.1	Halovivax sp. KZCA124	NZ_CP071597.1	PATRIC	ncRNA		J1N62_RS00455	87017	87327	+	311	ffs	signal recognition particle sRNA		
