# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	26074	27045	+	WP_207588459.1	WP_207588459.1		hypothetical protein		63210948	J1N62_RS00155	972	323	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	27195	28031	+						63210949	J1N62_RS00160	837		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	27195	28031	+	WP_207588460.1	WP_207588460.1		phosphopantothenate/pantothenate synthetase		63210949	J1N62_RS00160	837	278	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	28163	29713	-						63210950	J1N62_RS00165	1551		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	28163	29713	-	WP_207588461.1	WP_207588461.1		oligosaccharide flippase family protein		63210950	J1N62_RS00165	1551	516	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	29927	30310	-						63210951	J1N62_RS00170	384		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	29927	30310	-	WP_207588463.1	WP_207588463.1		hypothetical protein		63210951	J1N62_RS00170	384	127	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	30635	31564	+						63210952	J1N62_RS00175	930		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	30635	31564	+	WP_207588465.1	WP_207588465.1		thiazole biosynthesis protein		63210952	J1N62_RS00175	930	309	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	31625	32482	-						63210953	J1N62_RS00180	858		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	31625	32482	-	WP_207588466.1	WP_207588466.1		NAD(P)-dependent oxidoreductase		63210953	J1N62_RS00180	858	285	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	32609	33403	+						63210954	J1N62_RS00185	795		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	32609	33403	+	WP_207588467.1	WP_207588467.1		hypothetical protein		63210954	J1N62_RS00185	795	264	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	33485	34816	-						63210955	J1N62_RS00190	1332		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	33485	34816	-	WP_207588468.1	WP_207588468.1		hypothetical protein		63210955	J1N62_RS00190	1332	443	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	35060	36049	-						63210956	J1N62_RS00195	990		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	35060	36049	-	WP_207588469.1	WP_207588469.1		hydroxyacid dehydrogenase		63210956	J1N62_RS00195	990	329	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	36159	36563	+						63210957	J1N62_RS00200	405		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	36159	36563	+	WP_207591990.1	WP_207591990.1		acyl-CoA thioesterase		63210957	J1N62_RS00200	405	134	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	36606	37967	-						63210958	J1N62_RS00205	1362		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	36606	37967	-	WP_207588470.1	WP_207588470.1		hypothetical protein		63210958	J1N62_RS00205	1362	453	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	38007	38726	-						63210959	J1N62_RS00210	720		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	38007	38726	-	WP_207588471.1	WP_207588471.1		methyltransferase domain-containing protein		63210959	J1N62_RS00210	720	239	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	38733	39632	-						63210960	J1N62_RS00215	900		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	38733	39632	-	WP_207588472.1	WP_207588472.1		helix-turn-helix domain-containing protein		63210960	J1N62_RS00215	900	299	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	39872	40474	+						63210961	J1N62_RS00220	603		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	39872	40474	+	WP_207591991.1	WP_207591991.1		superoxide dismutase		63210961	J1N62_RS00220	603	200	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	40664	41284	-						63210962	J1N62_RS00225	621		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	40664	41284	-	WP_207588473.1	WP_207588473.1		dCTP deaminase		63210962	J1N62_RS00225	621	206	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	41369	41707	+						63210963	J1N62_RS00230	339		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	41369	41707	+	WP_207588474.1	WP_207588474.1		peptidyl-tRNA hydrolase		63210963	J1N62_RS00230	339	112	
gene	pseudogene	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	41881	42397	+						63210964	J1N62_RS00235	517		pseudo
CDS	without_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	41881	42397	+				dienelactone hydrolase family protein		63210964	J1N62_RS00235	517		pseudo
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	42801	43358	-						63210965	J1N62_RS00240	558		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	42801	43358	-	WP_207588476.1	WP_207588476.1		hypothetical protein		63210965	J1N62_RS00240	558	185	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	43727	44140	-						63210966	J1N62_RS00245	414		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	43727	44140	-	WP_207588478.1	WP_207588478.1		VOC family protein		63210966	J1N62_RS00245	414	137	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	44611	45699	-						63210967	J1N62_RS00250	1089		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	44611	45699	-	WP_207588479.1	WP_207588479.1		alanine racemase		63210967	J1N62_RS00250	1089	362	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	45703	46920	-						63210968	J1N62_RS00255	1218		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	45703	46920	-	WP_207588481.1	WP_207588481.1		M20/M25/M40 family metallo-hydrolase		63210968	J1N62_RS00255	1218	405	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	46943	48370	-						63210969	J1N62_RS00260	1428		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	46943	48370	-	WP_207591992.1	WP_207591992.1		amino acid permease		63210969	J1N62_RS00260	1428	475	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	48451	49176	-						63210970	J1N62_RS00265	726		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	48451	49176	-	WP_207588483.1	WP_207588483.1		helix-turn-helix domain-containing protein		63210970	J1N62_RS00265	726	241	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	49596	50615	+						63210971	J1N62_RS00270	1020		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	49596	50615	+	WP_207588484.1	WP_207588484.1		site-specific integrase		63210971	J1N62_RS00270	1020	339	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	50616	51779	-						63210972	J1N62_RS00275	1164		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	50616	51779	-	WP_207588485.1	WP_207588485.1		site-specific integrase		63210972	J1N62_RS00275	1164	387	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	51855	52247	-						63210973	J1N62_RS00280	393		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	51855	52247	-	WP_207588487.1	WP_207588487.1		hypothetical protein		63210973	J1N62_RS00280	393	130	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	53062	55167	+						63210974	J1N62_RS00285	2106		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	53062	55167	+	WP_207588488.1	WP_207588488.1		DUF262 domain-containing protein		63210974	J1N62_RS00285	2106	701	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	55233	58892	+						63210975	J1N62_RS00290	3660		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	55233	58892	+	WP_207588489.1	WP_207588489.1		type II restriction endonuclease subunit M		63210975	J1N62_RS00290	3660	1219	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	58915	62724	-						63210976	J1N62_RS00295	3810		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	58915	62724	-	WP_207588490.1	WP_207588490.1		DEAD/DEAH box helicase family protein		63210976	J1N62_RS00295	3810	1269	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	63068	63703	-						63210977	J1N62_RS00300	636		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	63068	63703	-	WP_207588491.1	WP_207588491.1		hypothetical protein		63210977	J1N62_RS00300	636	211	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	63866	64561	-						63210978	J1N62_RS00305	696		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	63866	64561	-	WP_207588492.1	WP_207588492.1		hypothetical protein		63210978	J1N62_RS00305	696	231	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	65096	65608	+						63210979	J1N62_RS00310	513		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	65096	65608	+	WP_207588493.1	WP_207588493.1		hypothetical protein		63210979	J1N62_RS00310	513	170	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	66152	66979	+						63210980	J1N62_RS00315	828		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	66152	66979	+	WP_207588495.1	WP_207588495.1		hypothetical protein		63210980	J1N62_RS00315	828	275	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	67018	67440	-						63210981	J1N62_RS00320	423		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	67018	67440	-	WP_207588496.1	WP_207588496.1		hypothetical protein		63210981	J1N62_RS00320	423	140	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	67452	67730	-						63210982	J1N62_RS00325	279		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	67452	67730	-	WP_207588498.1	WP_207588498.1		hypothetical protein		63210982	J1N62_RS00325	279	92	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	68211	68666	-						63210983	J1N62_RS00330	456		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	68211	68666	-	WP_207588500.1	WP_207588500.1		hypothetical protein		63210983	J1N62_RS00330	456	151	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	68759	69502	-						63210984	J1N62_RS00335	744		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	68759	69502	-	WP_207588502.1	WP_207588502.1		recombinase family protein		63210984	J1N62_RS00335	744	247	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	69697	70437	+						63210985	J1N62_RS00340	741		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	69697	70437	+	WP_207588504.1	WP_207588504.1		ComF family protein		63210985	J1N62_RS00340	741	246	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	70424	71380	+						63210986	J1N62_RS00345	957		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	70424	71380	+	WP_207588505.1	WP_207588505.1		DNA-protecting protein DprA		63210986	J1N62_RS00345	957	318	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	71472	71813	+						63210987	J1N62_RS00350	342		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	71472	71813	+	WP_207588507.1	WP_207588507.1		hypothetical protein		63210987	J1N62_RS00350	342	113	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	71935	72543	-						63210988	J1N62_RS00355	609		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	71935	72543	-	WP_207588509.1	WP_207588509.1		hypothetical protein		63210988	J1N62_RS00355	609	202	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	72821	73036	-						63210989	J1N62_RS00360	216		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	72821	73036	-	WP_207588511.1	WP_207588511.1		hypothetical protein		63210989	J1N62_RS00360	216	71	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	73087	73308	-						63210990	J1N62_RS00365	222		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	73087	73308	-	WP_207588513.1	WP_207588513.1		hypothetical protein		63210990	J1N62_RS00365	222	73	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	73311	73553	-						63210991	J1N62_RS00370	243		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	73311	73553	-	WP_207588514.1	WP_207588514.1		hypothetical protein		63210991	J1N62_RS00370	243	80	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	73832	74173	+						63210992	J1N62_RS00375	342		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	73832	74173	+	WP_207588515.1	WP_207588515.1		hypothetical protein		63210992	J1N62_RS00375	342	113	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	74202	74417	-						63210993	J1N62_RS00380	216		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	74202	74417	-	WP_207588516.1	WP_207588516.1		DUF433 domain-containing protein		63210993	J1N62_RS00380	216	71	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	74671	76362	+						63210994	J1N62_RS00385	1692		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	74671	76362	+	WP_207588517.1	WP_207588517.1		hypothetical protein		63210994	J1N62_RS00385	1692	563	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	76880	77170	-						63210995	J1N62_RS00390	291		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	76880	77170	-	WP_207588522.1	WP_207588522.1		hypothetical protein		63210995	J1N62_RS00390	291	96	
gene	tRNA	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	77756	77830	-						63210996	J1N62_RS00395	75		
tRNA		GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	77756	77830	-				tRNA-Arg		63210996	J1N62_RS00395	75		anticodon=TCG
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	78017	78208	+						63210997	J1N62_RS00400	192		
CDS	with_protein	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	78017	78208	+	WP_207588524.1	WP_207588524.1		hypothetical protein		63210997	J1N62_RS00400	192	63	
gene	protein_coding	GCF_017357405.1	Primary Assembly	chromosome	1	NZ_CP071597.1	78332	79213	+						63210998	J1N62_RS00405	882		
