# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	12377	12946	-							ENG63_06970	570		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	12377	12946	-	HDD44582.1			hypothetical protein			ENG63_06970	570	189	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	12948	14135	-							ENG63_06975	1188		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	12948	14135	-	HDD44583.1			hypothetical protein			ENG63_06975	1188	395	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	14137	14712	-							ENG63_06980	576		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	14137	14712	-	HDD44584.1			hypothetical protein			ENG63_06980	576	191	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	14853	15281	-							ENG63_06985	429		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	14853	15281	-	HDD44585.1			hypothetical protein			ENG63_06985	429	142	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	15274	15549	-							ENG63_06990	276		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	15274	15549	-	HDD44586.1			hypothetical protein			ENG63_06990	276	91	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	15635	16030	+							ENG63_06995	396		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	15635	16030	+	HDD44587.1			hypothetical protein			ENG63_06995	396	131	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	16033	16335	+							ENG63_07000	303		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	16033	16335	+	HDD44588.1			hypothetical protein			ENG63_07000	303	100	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	16335	16847	+							ENG63_07005	513		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	16335	16847	+	HDD44589.1			hypothetical protein			ENG63_07005	513	170	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	17058	18209	+							ENG63_07010	1152		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	17058	18209	+	HDD44590.1			NAD-dependent epimerase/dehydratase family protein			ENG63_07010	1152	383	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	18200	19102	+							ENG63_07015	903		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	18200	19102	+	HDD44591.1			hypothetical protein			ENG63_07015	903	300	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	19265	19483	-							ENG63_07020	219		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	19265	19483	-	HDD44592.1			hypothetical protein			ENG63_07020	219	72	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	19541	19843	-							ENG63_07025	303		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	19541	19843	-	HDD44593.1			hypothetical protein			ENG63_07025	303	100	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	19903	20694	-							ENG63_07030	792		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	19903	20694	-	HDD44594.1			hypothetical protein			ENG63_07030	792	263	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	20687	20905	-							ENG63_07035	219		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	20687	20905	-	HDD44595.1			hypothetical protein			ENG63_07035	219	72	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	20915	21454	-							ENG63_07040	540		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	20915	21454	-	HDD44596.1			N-acetylmuramoyl-L-alanine amidase			ENG63_07040	540	179	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	21655	22479	-							ENG63_07045	825		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000259.1	21655	22479	-	HDD44597.1			hypothetical protein			ENG63_07045	825	274	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	1	1605	-					dnaK		ENG63_06600	1605		partial
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	1	1605	-	HDD44510.1			molecular chaperone DnaK	dnaK		ENG63_06600	1605	535	partial
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	1687	3096	-					glnA		ENG63_06605	1410		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	1687	3096	-	HDD44511.1			type I glutamate--ammonia ligase	glnA		ENG63_06605	1410	469	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	3322	4848	+					nifA		ENG63_06610	1527		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	3322	4848	+	HDD44512.1			nif-specific transcriptional activator NifA	nifA		ENG63_06610	1527	508	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	5027	5554	+							ENG63_06615	528		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	5027	5554	+	HDD44513.1			permease			ENG63_06615	528	175	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	5685	7244	+							ENG63_06620	1560		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	5685	7244	+	HDD44514.1			4Fe-4S dicluster domain-containing protein			ENG63_06620	1560	519	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	7231	8289	+							ENG63_06625	1059		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	7231	8289	+	HDD44515.1			hypothetical protein			ENG63_06625	1059	352	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	8282	9013	+							ENG63_06630	732		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	8282	9013	+	HDD44516.1			hypothetical protein			ENG63_06630	732	243	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	9010	11634	-							ENG63_06635	2625		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	9010	11634	-	HDD44517.1			insulinase family protein			ENG63_06635	2625	874	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	11631	13028	-					cobB		ENG63_06640	1398		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	11631	13028	-	HDD44518.1			hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolyzing)	cobB		ENG63_06640	1398	465	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	13025	13261	-							ENG63_06645	237		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	13025	13261	-	HDD44519.1			zinc ribbon domain-containing protein			ENG63_06645	237	78	
gene	tRNA	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	13368	13442	+							ENG63_06650	75		
tRNA		GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	13368	13442	+				tRNA-Gly			ENG63_06650	75		anticodon=CCC
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	13491	13958	+					rimP		ENG63_06655	468		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	13491	13958	+	HDD44520.1			ribosome maturation factor RimP	rimP		ENG63_06655	468	155	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	13969	15234	+					nusA		ENG63_06660	1266		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	13969	15234	+	HDD44521.1			transcription termination/antitermination protein NusA	nusA		ENG63_06660	1266	421	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	15197	15514	+							ENG63_06665	318		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	15197	15514	+	HDD44522.1			YlxR family protein			ENG63_06665	318	105	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	15507	17855	+							ENG63_06670	2349		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	15507	17855	+	HDD44523.1			translation initiation factor IF-2			ENG63_06670	2349	782	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	17857	18186	+							ENG63_06675	330		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	17857	18186	+	HDD44524.1			DUF503 domain-containing protein			ENG63_06675	330	109	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	18161	18454	+					rbfA		ENG63_06680	294		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	18161	18454	+	HDD44525.1			30S ribosome-binding factor RbfA	rbfA		ENG63_06680	294	97	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	18455	19363	+					truB		ENG63_06685	909		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	18455	19363	+	HDD44526.1			tRNA pseudouridine(55) synthase TruB	truB		ENG63_06685	909	302	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	19354	19623	+							ENG63_06690	270		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	19354	19623	+	HDD44527.1			30S ribosomal protein S15			ENG63_06690	270	89	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	19641	21746	+					pnp		ENG63_06695	2106		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	19641	21746	+	HDD44528.1			polyribonucleotide nucleotidyltransferase	pnp		ENG63_06695	2106	701	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	21730	22152	+							ENG63_06700	423		partial
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000251.1	21730	22152	+	HDD44529.1			dUTP diphosphatase			ENG63_06700	423	141	partial
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	1	398	-							ENG63_02235	398		partial
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	1	398	-	HDD43668.1			metal-dependent hydrolase			ENG63_02235	398	132	partial
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	400	1419	-							ENG63_02240	1020		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	400	1419	-	HDD43669.1			hypothetical protein			ENG63_02240	1020	339	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	1474	2295	+							ENG63_02245	822		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	1474	2295	+	HDD43670.1			aspartate dehydrogenase			ENG63_02245	822	273	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	2292	3203	+					nadA		ENG63_02250	912		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	2292	3203	+	HDD43671.1			quinolinate synthase NadA	nadA		ENG63_02250	912	303	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	3203	4057	+					nadC		ENG63_02255	855		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	3203	4057	+	HDD43672.1			carboxylating nicotinate-nucleotide diphosphorylase	nadC		ENG63_02255	855	284	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	4047	4967	-							ENG63_02260	921		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	4047	4967	-	HDD43673.1			branched-chain amino acid transaminase			ENG63_02260	921	306	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	4960	6000	-					mtnA		ENG63_02265	1041		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	4960	6000	-	HDD43674.1			S-methyl-5-thioribose-1-phosphate isomerase	mtnA		ENG63_02265	1041	346	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	6063	7109	-							ENG63_02270	1047		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	6063	7109	-	HDD43675.1			histone deacetylase			ENG63_02270	1047	348	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	7084	8214	-							ENG63_02275	1131		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	7084	8214	-	HDD43676.1			hypothetical protein			ENG63_02275	1131	376	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	8211	8735	-					grpE		ENG63_02280	525		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	8211	8735	-	HDD43677.1			nucleotide exchange factor GrpE	grpE		ENG63_02280	525	174	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	8748	9785	-					hrcA		ENG63_02285	1038		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	8748	9785	-	HDD43678.1			heat-inducible transcription repressor HrcA	hrcA		ENG63_02285	1038	345	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	9842	11065	-							ENG63_02290	1224		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	9842	11065	-	HDD43679.1			glycosyl transferase			ENG63_02290	1224	407	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	11153	14326	+					rgy		ENG63_02295	3174		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	11153	14326	+	HDD43680.1			reverse gyrase	rgy		ENG63_02295	3174	1057	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	14315	15127	-							ENG63_02300	813		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	14315	15127	-	HDD43681.1			murein L,D-transpeptidase catalytic domain family protein			ENG63_02300	813	270	
gene	tRNA	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	15086	15162	-							ENG63_02305	77		
tRNA		GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	15086	15162	-				tRNA-Met			ENG63_02305	77		anticodon=CAT
gene	tRNA	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	15203	15277	-							ENG63_02310	75		
tRNA		GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	15203	15277	-				tRNA-His			ENG63_02310	75		anticodon=GTG
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	15871	16281	+							ENG63_02315	411		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	15871	16281	+	HDD43682.1			hypothetical protein			ENG63_02315	411	136	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	16300	16692	+							ENG63_02320	393		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000086.1	16300	16692	+	HDD43683.1			type II toxin-antitoxin system VapC family toxin			ENG63_02320	393	130	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	1	347	-							ENG63_08710	347		partial
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	1	347	-	HDD44922.1			hypothetical protein			ENG63_08710	347	115	partial
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	307	654	-							ENG63_08715	348		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	307	654	-	HDD44923.1			type II secretion system protein			ENG63_08715	348	115	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	641	1165	-							ENG63_08720	525		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	641	1165	-	HDD44924.1			prepilin-type N-terminal cleavage/methylation domain-containing protein			ENG63_08720	525	174	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	1074	1511	-					gspG		ENG63_08725	438		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	1074	1511	-	HDD44925.1			type II secretion system protein GspG	gspG		ENG63_08725	438	145	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	1523	2695	-							ENG63_08730	1173		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	1523	2695	-	HDD44926.1			type II secretion system protein GspF			ENG63_08730	1173	390	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	2676	4214	-					gspE		ENG63_08735	1539		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	2676	4214	-	HDD44927.1			type II secretion system protein GspE	gspE		ENG63_08735	1539	512	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	4202	6112	-					gspD		ENG63_08740	1911		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	4202	6112	-	HDD44928.1			type II secretion system protein GspD	gspD		ENG63_08740	1911	636	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	6075	6947	-							ENG63_08745	873		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	6075	6947	-	HDD44929.1			hypothetical protein			ENG63_08745	873	290	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	7187	7981	+							ENG63_08750	795		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	7187	7981	+	HDD44930.1			lipoate--protein ligase family protein			ENG63_08750	795	264	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	7978	8850	+					lipA		ENG63_08755	873		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	7978	8850	+	HDD44931.1			lipoyl synthase	lipA		ENG63_08755	873	290	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	8834	10222	+					lpdA		ENG63_08760	1389		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	8834	10222	+	HDD44932.1			dihydrolipoyl dehydrogenase	lpdA		ENG63_08760	1389	462	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	10215	10598	-							ENG63_08765	384		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	10215	10598	-	HDD44933.1			hypothetical protein			ENG63_08765	384	127	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	10585	11952	-							ENG63_08770	1368		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	10585	11952	-	HDD44934.1			PAS domain-containing protein			ENG63_08770	1368	455	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	11928	12179	-							ENG63_08775	252		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	11928	12179	-	HDD44935.1			zinc ribbon domain-containing protein			ENG63_08775	252	83	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	12199	12522	-							ENG63_08780	324		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	12199	12522	-	HDD44936.1			J domain-containing protein			ENG63_08780	324	107	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	12515	13378	-							ENG63_08785	864		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	12515	13378	-	HDD44937.1			4Fe-4S dicluster domain-containing protein			ENG63_08785	864	287	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	13391	13729	-							ENG63_08790	339		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	13391	13729	-	HDD44938.1			CGGC domain-containing protein			ENG63_08790	339	112	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	13726	14568	-							ENG63_08795	843		
CDS	with_protein	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	13726	14568	-	HDD44939.1			(4Fe-4S)-binding protein			ENG63_08795	843	280	
gene	protein_coding	GCA_011039335.1	Primary Assembly	unplaced scaffold		DRBS01000322.1	14575	14766	-							ENG63_08800	192		
