# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	9373	10125	+	RLI58167.1			MinD/ParA family protein			DRP09_00045	753	250	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	10339	10785	+							DRP09_00050	447		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	10339	10785	+	RLI58168.1			hypothetical protein			DRP09_00050	447	148	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	10800	12611	-							DRP09_00055	1812		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	10800	12611	-	RLI58169.1			aldehyde ferredoxin oxidoreductase			DRP09_00055	1812	603	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	12947	14911	+							DRP09_00060	1965		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	12947	14911	+	RLI58170.1			hypothetical protein			DRP09_00060	1965	654	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	14934	15701	+							DRP09_00065	768		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	14934	15701	+	RLI58171.1			hypothetical protein			DRP09_00065	768	255	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	15685	16521	-							DRP09_00070	837		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	15685	16521	-	RLI58172.1			glycerophosphodiester phosphodiesterase			DRP09_00070	837	278	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	16842	17759	+							DRP09_00075	918		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	16842	17759	+	RLI58173.1			hypothetical protein			DRP09_00075	918	305	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	17756	19315	-							DRP09_00080	1560		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	17756	19315	-	RLI58174.1			hypothetical protein			DRP09_00080	1560	519	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	19449	20696	+							DRP09_00085	1248		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	19449	20696	+	RLI58175.1			hypothetical protein			DRP09_00085	1248	415	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	20757	22430	+							DRP09_00090	1674		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	20757	22430	+	RLI58176.1			long-chain fatty acid--CoA ligase			DRP09_00090	1674	557	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	22487	23041	-							DRP09_00095	555		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	22487	23041	-	RLI58177.1			hypothetical protein			DRP09_00095	555	184	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	23201	24472	+							DRP09_00100	1272		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	23201	24472	+	RLI58178.1			hypothetical protein			DRP09_00100	1272	423	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	24552	24851	+							DRP09_00105	300		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	24552	24851	+	RLI58179.1			hypothetical protein			DRP09_00105	300	99	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	24869	25534	-							DRP09_00110	666		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	24869	25534	-	RLI58180.1			hypothetical protein			DRP09_00110	666	221	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	25875	26525	+							DRP09_00115	651		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	25875	26525	+	RLI58324.1			hypothetical protein			DRP09_00115	651	216	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	26527	29316	+							DRP09_00120	2790		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	26527	29316	+	RLI58181.1			hypothetical protein			DRP09_00120	2790	929	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	29273	32173	+							DRP09_00125	2901		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	29273	32173	+	RLI58325.1			hypothetical protein			DRP09_00125	2901	966	
gene	pseudogene	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	32179	32901	+							DRP09_00130	723		pseudo
CDS	without_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	32179	32901	+				hypothetical protein			DRP09_00130	723		pseudo
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	33079	33330	+							DRP09_00135	252		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	33079	33330	+	RLI58182.1			hypothetical protein			DRP09_00135	252	83	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	33426	36218	+							DRP09_00140	2793		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	33426	36218	+	RLI58183.1			hypothetical protein			DRP09_00140	2793	930	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	36318	36980	-							DRP09_00145	663		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	36318	36980	-	RLI58184.1			hypothetical protein			DRP09_00145	663	220	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	37070	38371	-							DRP09_00150	1302		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	37070	38371	-	RLI58185.1			asparagine--tRNA ligase			DRP09_00150	1302	433	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	38474	40393	-							DRP09_00155	1920		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	38474	40393	-	RLI58186.1			hypothetical protein			DRP09_00155	1920	639	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	40523	41356	-							DRP09_00160	834		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	40523	41356	-	RLI58187.1			hypothetical protein			DRP09_00160	834	277	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	41554	42159	+							DRP09_00165	606		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	41554	42159	+	RLI58188.1			TATA-box-binding protein			DRP09_00165	606	201	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	42462	42920	-							DRP09_00170	459		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	42462	42920	-	RLI58189.1			hypothetical protein			DRP09_00170	459	152	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	42917	43309	-							DRP09_00175	393		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	42917	43309	-	RLI58190.1			hypothetical protein			DRP09_00175	393	130	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	43378	44547	-							DRP09_00180	1170		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	43378	44547	-	RLI58191.1			hypothetical protein			DRP09_00180	1170	389	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	44621	46543	-							DRP09_00185	1923		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	44621	46543	-	RLI58192.1			hypothetical protein			DRP09_00185	1923	640	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	46605	47348	-							DRP09_00190	744		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	46605	47348	-	RLI58193.1			hypothetical protein			DRP09_00190	744	247	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	47476	47898	-							DRP09_00195	423		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	47476	47898	-	RLI58194.1			hypothetical protein			DRP09_00195	423	140	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	47995	49623	-							DRP09_00200	1629		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	47995	49623	-	RLI58195.1			L-lactate permease			DRP09_00200	1629	542	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	49627	50664	-							DRP09_00205	1038		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	49627	50664	-	RLI58196.1			hypothetical protein			DRP09_00205	1038	345	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	50717	51985	+							DRP09_00210	1269		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	50717	51985	+	RLI58197.1			hypothetical protein			DRP09_00210	1269	422	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	51974	52702	-							DRP09_00215	729		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	51974	52702	-	RLI58326.1			NAD-dependent protein deacylase			DRP09_00215	729	242	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	52823	53320	+							DRP09_00220	498		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	52823	53320	+	RLI58198.1			hypothetical protein			DRP09_00220	498	165	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	53286	54062	+							DRP09_00225	777		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	53286	54062	+	RLI58199.1			hypothetical protein			DRP09_00225	777	258	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	54140	55114	+					arcC		DRP09_00230	975		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	54140	55114	+	RLI58200.1			carbamate kinase	arcC		DRP09_00230	975	324	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	55174	55554	+							DRP09_00235	381		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	55174	55554	+	RLI58327.1			reactive intermediate/imine deaminase			DRP09_00235	381	126	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	55714	56397	+							DRP09_00240	684		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	55714	56397	+	RLI58201.1			hypothetical protein			DRP09_00240	684	227	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	56445	57071	+							DRP09_00245	627		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	56445	57071	+	RLI58202.1			hypothetical protein			DRP09_00245	627	208	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	57076	58956	-							DRP09_00250	1881		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	57076	58956	-	RLI58203.1			hypothetical protein			DRP09_00250	1881	626	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	59186	61879	+							DRP09_00255	2694		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	59186	61879	+	RLI58204.1			hypothetical protein			DRP09_00255	2694	897	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	61892	63274	+							DRP09_00260	1383		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	61892	63274	+	RLI58205.1			hypothetical protein			DRP09_00260	1383	460	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	63291	64358	+							DRP09_00265	1068		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	63291	64358	+	RLI58206.1			hypothetical protein			DRP09_00265	1068	355	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	64447	65853	+							DRP09_00270	1407		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	64447	65853	+	RLI58207.1			CoA-binding protein			DRP09_00270	1407	468	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	65850	66920	-							DRP09_00275	1071		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	65850	66920	-	RLI58328.1			type 2 isopentenyl-diphosphate Delta-isomerase			DRP09_00275	1071	356	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	67107	67658	+							DRP09_00280	552		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	67107	67658	+	RLI58208.1			hypothetical protein			DRP09_00280	552	183	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	67770	68378	+							DRP09_00285	609		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	67770	68378	+	RLI58209.1			phosphoribosylglycinamide formyltransferase			DRP09_00285	609	202	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	68386	69786	+							DRP09_00290	1401		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	68386	69786	+	RLI58210.1			hypothetical protein			DRP09_00290	1401	466	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	69783	70736	+							DRP09_00295	954		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	69783	70736	+	RLI58211.1			5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase			DRP09_00295	954	317	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	70720	71838	+							DRP09_00300	1119		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	70720	71838	+	RLI58212.1			5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase			DRP09_00300	1119	372	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	71884	72849	+							DRP09_00305	966		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	71884	72849	+	RLI58213.1			phosphoribosylaminoimidazolesuccinocarboxamide synthase			DRP09_00305	966	321	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	72852	73544	+							DRP09_00310	693		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	72852	73544	+	RLI58214.1			phosphoribosylformylglycinamidine synthase I			DRP09_00310	693	230	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	73541	75709	+							DRP09_00315	2169		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	73541	75709	+	RLI58215.1			phosphoribosylformylglycinamidine synthase subunit PurL			DRP09_00315	2169	722	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	75618	77153	+							DRP09_00320	1536		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	75618	77153	+	RLI58216.1			hypothetical protein			DRP09_00320	1536	511	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	77150	78403	+					purD		DRP09_00325	1254		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	77150	78403	+	RLI58217.1			phosphoribosylamine--glycine ligase	purD		DRP09_00325	1254	417	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	78429	79982	+							DRP09_00330	1554		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	78429	79982	+	RLI58218.1			GMP synthase (glutamine-hydrolyzing)			DRP09_00330	1554	517	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	79939	81234	+							DRP09_00335	1296		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	79939	81234	+	RLI58219.1			acetoin utilization protein AcuC			DRP09_00335	1296	431	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	81229	81867	-							DRP09_00340	639		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	81229	81867	-	RLI58220.1			hypothetical protein			DRP09_00340	639	212	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	81958	82713	+							DRP09_00345	756		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	81958	82713	+	RLI58221.1			hypothetical protein			DRP09_00345	756	251	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	82722	83060	-							DRP09_00350	339		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	82722	83060	-	RLI58222.1			hypothetical protein			DRP09_00350	339	112	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	83089	83322	-							DRP09_00355	234		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	83089	83322	-	RLI58223.1			hypothetical protein			DRP09_00355	234	77	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	83444	84028	-							DRP09_00360	585		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	83444	84028	-	RLI58224.1			hypothetical protein			DRP09_00360	585	194	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	84106	84471	-							DRP09_00365	366		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	84106	84471	-	RLI58225.1			hypothetical protein			DRP09_00365	366	121	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	84649	85038	+							DRP09_00370	390		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	84649	85038	+	RLI58226.1			hypothetical protein			DRP09_00370	390	129	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	85116	86027	+							DRP09_00375	912		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	85116	86027	+	RLI58227.1			hypothetical protein			DRP09_00375	912	303	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	86041	86670	-							DRP09_00380	630		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	86041	86670	-	RLI58228.1			hypothetical protein			DRP09_00380	630	209	
gene	pseudogene	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	86827	88933	+							DRP09_00385	2107		pseudo
CDS	without_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	86827	88933	+				thioredoxin domain-containing protein			DRP09_00385	2107		pseudo
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	88942	90639	-							DRP09_00390	1698		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	88942	90639	-	RLI58229.1			hypothetical protein			DRP09_00390	1698	565	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	90743	90949	+							DRP09_00395	207		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	90743	90949	+	RLI58230.1			hypothetical protein			DRP09_00395	207	68	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	91018	92100	+							DRP09_00400	1083		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	91018	92100	+	RLI58231.1			putative peptide-modifying radical SAM/SPASM domain-containing protein			DRP09_00400	1083	360	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	92097	92627	-							DRP09_00405	531		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	92097	92627	-	RLI58232.1			hypothetical protein			DRP09_00405	531	176	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	93128	94516	-							DRP09_00410	1389		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	93128	94516	-	RLI58233.1			hypothetical protein			DRP09_00410	1389	462	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	94630	97203	+							DRP09_00415	2574		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	94630	97203	+	RLI58234.1			hypothetical protein			DRP09_00415	2574	857	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	97517	98581	+							DRP09_00420	1065		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	97517	98581	+	RLI58235.1			hypothetical protein			DRP09_00420	1065	354	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	98624	99643	+							DRP09_00425	1020		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	98624	99643	+	RLI58236.1			hypothetical protein			DRP09_00425	1020	339	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	99649	99888	-							DRP09_00430	240		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	99649	99888	-	RLI58237.1			large conductance mechanosensitive channel protein MscL			DRP09_00430	240	79	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	100106	100957	-							DRP09_00435	852		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	100106	100957	-	RLI58238.1			hypothetical protein			DRP09_00435	852	283	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	101110	101760	+							DRP09_00440	651		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	101110	101760	+	RLI58239.1			hypothetical protein			DRP09_00440	651	216	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	101831	103312	-					aspA		DRP09_00445	1482		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	101831	103312	-	RLI58240.1			aspartate ammonia-lyase	aspA		DRP09_00445	1482	493	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	103379	104986	-					ggt		DRP09_00450	1608		
CDS	with_protein	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	103379	104986	-	RLI58241.1			gamma-glutamyltransferase	ggt		DRP09_00450	1608	535	
gene	protein_coding	GCA_003662775.1	Primary Assembly	unplaced scaffold		QMYS01000001.1	104970	106484	-							DRP09_00455	1515		
