# Assembly name:  ASM366277v1
# Organism name:  Candidatus Thorarchaeota archaeon (archaea)
# Isolate:  B59_G1
# Taxid:          2053491
# BioSample:      SAMN09214824
# BioProject:     PRJNA362212
# Submitter:      The University of Texas at Austin
# Date:           2018-10-15
# Assembly type:  na
# Release type:   major
# Assembly level: Contig
# Genome representation: full
# WGS project:    QMYS01
# Assembly method: megahit v. 1.0.6
# Expected final version: yes
# Genome coverage: 63.7342256214149x
# Sequencing technology: Illumina HiSeq
# Excluded from RefSeq: derived from metagenome; genus undefined
# GenBank assembly accession: GCA_003662775.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_003662795.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
B59_Guay1_scaffold_00028	unplaced-scaffold	na	na	QMYS01000015.1	<>	na	Primary Assembly	74302	na
B59_Guay1_scaffold_00029	unplaced-scaffold	na	na	QMYS01000016.1	<>	na	Primary Assembly	72548	na
B59_Guay1_scaffold_00039	unplaced-scaffold	na	na	QMYS01000017.1	<>	na	Primary Assembly	62591	na
B59_Guay1_scaffold_00052	unplaced-scaffold	na	na	QMYS01000018.1	<>	na	Primary Assembly	54463	na
B59_Guay1_scaffold_00065	unplaced-scaffold	na	na	QMYS01000019.1	<>	na	Primary Assembly	48872	na
B59_Guay1_scaffold_00069	unplaced-scaffold	na	na	QMYS01000020.1	<>	na	Primary Assembly	48156	na
B59_Guay1_scaffold_00073	unplaced-scaffold	na	na	QMYS01000021.1	<>	na	Primary Assembly	47032	na
B59_Guay1_scaffold_00077	unplaced-scaffold	na	na	QMYS01000022.1	<>	na	Primary Assembly	46185	na
B59_Guay1_scaffold_00086	unplaced-scaffold	na	na	QMYS01000023.1	<>	na	Primary Assembly	44279	na
B59_Guay1_scaffold_00089	unplaced-scaffold	na	na	QMYS01000024.1	<>	na	Primary Assembly	43356	na
B59_Guay1_scaffold_00117	unplaced-scaffold	na	na	QMYS01000025.1	<>	na	Primary Assembly	39068	na
B59_Guay1_scaffold_00141	unplaced-scaffold	na	na	QMYS01000026.1	<>	na	Primary Assembly	36210	na
B59_Guay1_scaffold_00146	unplaced-scaffold	na	na	QMYS01000027.1	<>	na	Primary Assembly	35259	na
B59_Guay1_scaffold_00158	unplaced-scaffold	na	na	QMYS01000028.1	<>	na	Primary Assembly	34241	na
B59_Guay1_scaffold_00161	unplaced-scaffold	na	na	QMYS01000029.1	<>	na	Primary Assembly	34039	na
B59_Guay1_scaffold_00167	unplaced-scaffold	na	na	QMYS01000030.1	<>	na	Primary Assembly	33567	na
B59_Guay1_scaffold_00186	unplaced-scaffold	na	na	QMYS01000031.1	<>	na	Primary Assembly	31881	na
B59_Guay1_scaffold_00202	unplaced-scaffold	na	na	QMYS01000032.1	<>	na	Primary Assembly	30502	na
B59_Guay1_scaffold_00215	unplaced-scaffold	na	na	QMYS01000033.1	<>	na	Primary Assembly	29814	na
B59_Guay1_scaffold_00245	unplaced-scaffold	na	na	QMYS01000034.1	<>	na	Primary Assembly	27944	na
B59_Guay1_scaffold_00335	unplaced-scaffold	na	na	QMYS01000035.1	<>	na	Primary Assembly	24512	na
B59_Guay1_scaffold_00344	unplaced-scaffold	na	na	QMYS01000036.1	<>	na	Primary Assembly	24205	na
B59_Guay1_scaffold_00388	unplaced-scaffold	na	na	QMYS01000037.1	<>	na	Primary Assembly	23021	na
B59_Guay1_scaffold_00428	unplaced-scaffold	na	na	QMYS01000038.1	<>	na	Primary Assembly	22205	na
B59_Guay1_scaffold_00477	unplaced-scaffold	na	na	QMYS01000039.1	<>	na	Primary Assembly	21390	na
B59_Guay1_scaffold_00584	unplaced-scaffold	na	na	QMYS01000040.1	<>	na	Primary Assembly	19619	na
B59_Guay1_scaffold_00655	unplaced-scaffold	na	na	QMYS01000041.1	<>	na	Primary Assembly	18792	na
B59_Guay1_scaffold_00673	unplaced-scaffold	na	na	QMYS01000042.1	<>	na	Primary Assembly	18553	na
B59_Guay1_scaffold_00700	unplaced-scaffold	na	na	QMYS01000043.1	<>	na	Primary Assembly	18323	na
B59_Guay1_scaffold_00719	unplaced-scaffold	na	na	QMYS01000044.1	<>	na	Primary Assembly	18136	na
B59_Guay1_scaffold_00735	unplaced-scaffold	na	na	QMYS01000045.1	<>	na	Primary Assembly	17955	na
B59_Guay1_scaffold_00736	unplaced-scaffold	na	na	QMYS01000046.1	<>	na	Primary Assembly	17940	na
B59_Guay1_scaffold_00763	unplaced-scaffold	na	na	QMYS01000047.1	<>	na	Primary Assembly	17638	na
B59_Guay1_scaffold_01020	unplaced-scaffold	na	na	QMYS01000048.1	<>	na	Primary Assembly	15553	na
B59_Guay1_scaffold_01028	unplaced-scaffold	na	na	QMYS01000049.1	<>	na	Primary Assembly	15476	na
B59_Guay1_scaffold_01065	unplaced-scaffold	na	na	QMYS01000050.1	<>	na	Primary Assembly	15166	na
B59_Guay1_scaffold_01217	unplaced-scaffold	na	na	QMYS01000051.1	<>	na	Primary Assembly	14425	na
B59_Guay1_scaffold_01247	unplaced-scaffold	na	na	QMYS01000052.1	<>	na	Primary Assembly	14246	na
B59_Guay1_scaffold_01368	unplaced-scaffold	na	na	QMYS01000053.1	<>	na	Primary Assembly	13744	na
B59_Guay1_scaffold_01733	unplaced-scaffold	na	na	QMYS01000054.1	<>	na	Primary Assembly	12483	na
B59_Guay1_scaffold_01766	unplaced-scaffold	na	na	QMYS01000055.1	<>	na	Primary Assembly	12379	na
B59_Guay1_scaffold_01821	unplaced-scaffold	na	na	QMYS01000056.1	<>	na	Primary Assembly	12188	na
B59_Guay1_scaffold_01872	unplaced-scaffold	na	na	QMYS01000057.1	<>	na	Primary Assembly	12016	na
B59_Guay1_scaffold_01917	unplaced-scaffold	na	na	QMYS01000058.1	<>	na	Primary Assembly	11884	na
B59_Guay1_scaffold_02111	unplaced-scaffold	na	na	QMYS01000059.1	<>	na	Primary Assembly	11383	na
B59_Guay1_scaffold_02308	unplaced-scaffold	na	na	QMYS01000060.1	<>	na	Primary Assembly	10944	na
B59_Guay1_scaffold_02380	unplaced-scaffold	na	na	QMYS01000061.1	<>	na	Primary Assembly	10809	na
B59_Guay1_scaffold_02559	unplaced-scaffold	na	na	QMYS01000062.1	<>	na	Primary Assembly	10485	na
B59_Guay1_scaffold_02560	unplaced-scaffold	na	na	QMYS01000063.1	<>	na	Primary Assembly	10484	na
B59_Guay1_scaffold_02819	unplaced-scaffold	na	na	QMYS01000064.1	<>	na	Primary Assembly	10062	na
B59_Guay1_scaffold_02891	unplaced-scaffold	na	na	QMYS01000065.1	<>	na	Primary Assembly	9963	na
B59_Guay1_scaffold_02951	unplaced-scaffold	na	na	QMYS01000066.1	<>	na	Primary Assembly	9851	na
B59_Guay1_scaffold_02997	unplaced-scaffold	na	na	QMYS01000067.1	<>	na	Primary Assembly	9793	na
B59_Guay1_scaffold_03095	unplaced-scaffold	na	na	QMYS01000068.1	<>	na	Primary Assembly	9675	na
B59_Guay1_scaffold_03109	unplaced-scaffold	na	na	QMYS01000069.1	<>	na	Primary Assembly	9661	na
B59_Guay1_scaffold_03152	unplaced-scaffold	na	na	QMYS01000070.1	<>	na	Primary Assembly	9603	na
B59_Guay1_scaffold_03302	unplaced-scaffold	na	na	QMYS01000071.1	<>	na	Primary Assembly	9386	na
B59_Guay1_scaffold_03321	unplaced-scaffold	na	na	QMYS01000072.1	<>	na	Primary Assembly	9366	na
B59_Guay1_scaffold_03329	unplaced-scaffold	na	na	QMYS01000073.1	<>	na	Primary Assembly	9355	na
B59_Guay1_scaffold_03339	unplaced-scaffold	na	na	QMYS01000074.1	<>	na	Primary Assembly	9343	na
B59_Guay1_scaffold_03509	unplaced-scaffold	na	na	QMYS01000075.1	<>	na	Primary Assembly	9115	na
B59_Guay1_scaffold_03587	unplaced-scaffold	na	na	QMYS01000076.1	<>	na	Primary Assembly	9004	na
B59_Guay1_scaffold_04109	unplaced-scaffold	na	na	QMYS01000077.1	<>	na	Primary Assembly	8439	na
B59_Guay1_scaffold_04294	unplaced-scaffold	na	na	QMYS01000078.1	<>	na	Primary Assembly	8268	na
B59_Guay1_scaffold_04443	unplaced-scaffold	na	na	QMYS01000079.1	<>	na	Primary Assembly	8149	na
B59_Guay1_scaffold_05503	unplaced-scaffold	na	na	QMYS01000080.1	<>	na	Primary Assembly	7419	na
B59_Guay1_scaffold_05512	unplaced-scaffold	na	na	QMYS01000081.1	<>	na	Primary Assembly	7414	na
B59_Guay1_scaffold_05564	unplaced-scaffold	na	na	QMYS01000082.1	<>	na	Primary Assembly	7386	na
B59_Guay1_scaffold_05889	unplaced-scaffold	na	na	QMYS01000083.1	<>	na	Primary Assembly	7192	na
B59_Guay1_scaffold_05894	unplaced-scaffold	na	na	QMYS01000084.1	<>	na	Primary Assembly	7189	na
B59_Guay1_scaffold_06090	unplaced-scaffold	na	na	QMYS01000085.1	<>	na	Primary Assembly	7069	na
B59_Guay1_scaffold_06133	unplaced-scaffold	na	na	QMYS01000086.1	<>	na	Primary Assembly	7050	na
B59_Guay1_scaffold_06154	unplaced-scaffold	na	na	QMYS01000087.1	<>	na	Primary Assembly	7037	na
B59_Guay1_scaffold_06155	unplaced-scaffold	na	na	QMYS01000088.1	<>	na	Primary Assembly	7037	na
B59_Guay1_scaffold_06211	unplaced-scaffold	na	na	QMYS01000089.1	<>	na	Primary Assembly	7011	na
B59_Guay1_scaffold_06269	unplaced-scaffold	na	na	QMYS01000090.1	<>	na	Primary Assembly	6983	na
B59_Guay1_scaffold_06624	unplaced-scaffold	na	na	QMYS01000091.1	<>	na	Primary Assembly	6816	na
B59_Guay1_scaffold_06898	unplaced-scaffold	na	na	QMYS01000092.1	<>	na	Primary Assembly	6700	na
B59_Guay1_scaffold_06904	unplaced-scaffold	na	na	QMYS01000093.1	<>	na	Primary Assembly	6699	na
B59_Guay1_scaffold_06913	unplaced-scaffold	na	na	QMYS01000094.1	<>	na	Primary Assembly	6696	na
B59_Guay1_scaffold_07051	unplaced-scaffold	na	na	QMYS01000095.1	<>	na	Primary Assembly	6635	na
B59_Guay1_scaffold_07575	unplaced-scaffold	na	na	QMYS01000096.1	<>	na	Primary Assembly	6421	na
B59_Guay1_scaffold_07782	unplaced-scaffold	na	na	QMYS01000097.1	<>	na	Primary Assembly	6341	na
B59_Guay1_scaffold_08018	unplaced-scaffold	na	na	QMYS01000098.1	<>	na	Primary Assembly	6249	na
B59_Guay1_scaffold_08793	unplaced-scaffold	na	na	QMYS01000099.1	<>	na	Primary Assembly	5992	na
B59_Guay1_scaffold_08918	unplaced-scaffold	na	na	QMYS01000100.1	<>	na	Primary Assembly	5957	na
B59_Guay1_scaffold_08923	unplaced-scaffold	na	na	QMYS01000101.1	<>	na	Primary Assembly	5955	na
B59_Guay1_scaffold_08935	unplaced-scaffold	na	na	QMYS01000102.1	<>	na	Primary Assembly	5953	na
B59_Guay1_scaffold_08956	unplaced-scaffold	na	na	QMYS01000103.1	<>	na	Primary Assembly	5945	na
B59_Guay1_scaffold_09148	unplaced-scaffold	na	na	QMYS01000104.1	<>	na	Primary Assembly	5888	na
B59_Guay1_scaffold_09203	unplaced-scaffold	na	na	QMYS01000105.1	<>	na	Primary Assembly	5874	na
B59_Guay1_scaffold_09346	unplaced-scaffold	na	na	QMYS01000106.1	<>	na	Primary Assembly	5830	na
B59_Guay1_scaffold_09448	unplaced-scaffold	na	na	QMYS01000107.1	<>	na	Primary Assembly	5799	na
B59_Guay1_scaffold_09464	unplaced-scaffold	na	na	QMYS01000108.1	<>	na	Primary Assembly	5794	na
B59_Guay1_scaffold_09518	unplaced-scaffold	na	na	QMYS01000109.1	<>	na	Primary Assembly	5779	na
B59_Guay1_scaffold_09653	unplaced-scaffold	na	na	QMYS01000110.1	<>	na	Primary Assembly	5743	na
B59_Guay1_scaffold_09900	unplaced-scaffold	na	na	QMYS01000111.1	<>	na	Primary Assembly	5671	na
B59_Guay1_scaffold_09937	unplaced-scaffold	na	na	QMYS01000112.1	<>	na	Primary Assembly	5662	na
B59_Guay1_scaffold_10130	unplaced-scaffold	na	na	QMYS01000113.1	<>	na	Primary Assembly	5609	na
B59_Guay1_scaffold_10628	unplaced-scaffold	na	na	QMYS01000114.1	<>	na	Primary Assembly	5482	na
B59_Guay1_scaffold_10767	unplaced-scaffold	na	na	QMYS01000115.1	<>	na	Primary Assembly	5447	na
B59_Guay1_scaffold_10850	unplaced-scaffold	na	na	QMYS01000116.1	<>	na	Primary Assembly	5428	na
B59_Guay1_scaffold_10977	unplaced-scaffold	na	na	QMYS01000117.1	<>	na	Primary Assembly	5398	na
B59_Guay1_scaffold_11007	unplaced-scaffold	na	na	QMYS01000118.1	<>	na	Primary Assembly	5391	na
B59_Guay1_scaffold_11381	unplaced-scaffold	na	na	QMYS01000119.1	<>	na	Primary Assembly	5306	na
B59_Guay1_scaffold_11517	unplaced-scaffold	na	na	QMYS01000120.1	<>	na	Primary Assembly	5278	na
B59_Guay1_scaffold_11521	unplaced-scaffold	na	na	QMYS01000121.1	<>	na	Primary Assembly	5278	na
B59_Guay1_scaffold_11688	unplaced-scaffold	na	na	QMYS01000122.1	<>	na	Primary Assembly	5241	na
B59_Guay1_scaffold_11816	unplaced-scaffold	na	na	QMYS01000123.1	<>	na	Primary Assembly	5214	na
B59_Guay1_scaffold_12222	unplaced-scaffold	na	na	QMYS01000124.1	<>	na	Primary Assembly	5136	na
B59_Guay1_scaffold_12515	unplaced-scaffold	na	na	QMYS01000125.1	<>	na	Primary Assembly	5082	na
B59_Guay1_scaffold_13087	unplaced-scaffold	na	na	QMYS01000126.1	<>	na	Primary Assembly	4977	na
B59_Guay1_scaffold_13181	unplaced-scaffold	na	na	QMYS01000127.1	<>	na	Primary Assembly	4959	na
B59_Guay1_scaffold_13184	unplaced-scaffold	na	na	QMYS01000128.1	<>	na	Primary Assembly	4958	na
B59_Guay1_scaffold_13207	unplaced-scaffold	na	na	QMYS01000129.1	<>	na	Primary Assembly	4954	na
B59_Guay1_scaffold_13598	unplaced-scaffold	na	na	QMYS01000130.1	<>	na	Primary Assembly	4886	na
B59_Guay1_scaffold_13698	unplaced-scaffold	na	na	QMYS01000131.1	<>	na	Primary Assembly	4868	na
B59_Guay1_scaffold_13772	unplaced-scaffold	na	na	QMYS01000132.1	<>	na	Primary Assembly	4855	na
B59_Guay1_scaffold_13814	unplaced-scaffold	na	na	QMYS01000133.1	<>	na	Primary Assembly	4850	na
B59_Guay1_scaffold_13974	unplaced-scaffold	na	na	QMYS01000134.1	<>	na	Primary Assembly	4823	na
B59_Guay1_scaffold_14313	unplaced-scaffold	na	na	QMYS01000135.1	<>	na	Primary Assembly	4769	na
B59_Guay1_scaffold_14373	unplaced-scaffold	na	na	QMYS01000136.1	<>	na	Primary Assembly	4761	na
B59_Guay1_scaffold_14400	unplaced-scaffold	na	na	QMYS01000137.1	<>	na	Primary Assembly	4755	na
B59_Guay1_scaffold_14824	unplaced-scaffold	na	na	QMYS01000138.1	<>	na	Primary Assembly	4686	na
B59_Guay1_scaffold_15082	unplaced-scaffold	na	na	QMYS01000139.1	<>	na	Primary Assembly	4644	na
B59_Guay1_scaffold_15420	unplaced-scaffold	na	na	QMYS01000140.1	<>	na	Primary Assembly	4593	na
B59_Guay1_scaffold_15606	unplaced-scaffold	na	na	QMYS01000141.1	<>	na	Primary Assembly	4568	na
B59_Guay1_scaffold_15614	unplaced-scaffold	na	na	QMYS01000142.1	<>	na	Primary Assembly	4567	na
B59_Guay1_scaffold_15644	unplaced-scaffold	na	na	QMYS01000143.1	<>	na	Primary Assembly	4563	na
B59_Guay1_scaffold_15657	unplaced-scaffold	na	na	QMYS01000144.1	<>	na	Primary Assembly	4562	na
B59_Guay1_scaffold_15693	unplaced-scaffold	na	na	QMYS01000145.1	<>	na	Primary Assembly	4557	na
B59_Guay1_scaffold_16165	unplaced-scaffold	na	na	QMYS01000146.1	<>	na	Primary Assembly	4496	na
B59_Guay1_scaffold_16401	unplaced-scaffold	na	na	QMYS01000147.1	<>	na	Primary Assembly	4462	na
B59_Guay1_scaffold_16478	unplaced-scaffold	na	na	QMYS01000148.1	<>	na	Primary Assembly	4451	na
B59_Guay1_scaffold_16836	unplaced-scaffold	na	na	QMYS01000149.1	<>	na	Primary Assembly	4407	na
B59_Guay1_scaffold_16959	unplaced-scaffold	na	na	QMYS01000150.1	<>	na	Primary Assembly	4392	na
B59_Guay1_scaffold_17714	unplaced-scaffold	na	na	QMYS01000151.1	<>	na	Primary Assembly	4305	na
B59_Guay1_scaffold_17852	unplaced-scaffold	na	na	QMYS01000152.1	<>	na	Primary Assembly	4292	na
B59_Guay1_scaffold_18050	unplaced-scaffold	na	na	QMYS01000153.1	<>	na	Primary Assembly	4272	na
B59_Guay1_scaffold_18438	unplaced-scaffold	na	na	QMYS01000154.1	<>	na	Primary Assembly	4230	na
B59_Guay1_scaffold_18482	unplaced-scaffold	na	na	QMYS01000155.1	<>	na	Primary Assembly	4224	na
B59_Guay1_scaffold_18515	unplaced-scaffold	na	na	QMYS01000156.1	<>	na	Primary Assembly	4220	na
B59_Guay1_scaffold_18903	unplaced-scaffold	na	na	QMYS01000157.1	<>	na	Primary Assembly	4179	na
B59_Guay1_scaffold_19255	unplaced-scaffold	na	na	QMYS01000158.1	<>	na	Primary Assembly	4144	na
B59_Guay1_scaffold_19499	unplaced-scaffold	na	na	QMYS01000159.1	<>	na	Primary Assembly	4119	na
B59_Guay1_scaffold_19570	unplaced-scaffold	na	na	QMYS01000160.1	<>	na	Primary Assembly	4112	na
B59_Guay1_scaffold_19688	unplaced-scaffold	na	na	QMYS01000161.1	<>	na	Primary Assembly	4100	na
B59_Guay1_scaffold_19732	unplaced-scaffold	na	na	QMYS01000162.1	<>	na	Primary Assembly	4096	na
B59_Guay1_scaffold_20025	unplaced-scaffold	na	na	QMYS01000163.1	<>	na	Primary Assembly	4067	na
B59_Guay1_scaffold_20033	unplaced-scaffold	na	na	QMYS01000164.1	<>	na	Primary Assembly	4066	na
B59_Guay1_scaffold_20481	unplaced-scaffold	na	na	QMYS01000165.1	<>	na	Primary Assembly	4024	na
B59_Guay1_scaffold_20655	unplaced-scaffold	na	na	QMYS01000166.1	<>	na	Primary Assembly	4008	na
B59_Guay1_scaffold_21085	unplaced-scaffold	na	na	QMYS01000167.1	<>	na	Primary Assembly	3969	na
B59_Guay1_scaffold_21099	unplaced-scaffold	na	na	QMYS01000168.1	<>	na	Primary Assembly	3968	na
B59_Guay1_scaffold_21734	unplaced-scaffold	na	na	QMYS01000169.1	<>	na	Primary Assembly	3911	na
B59_Guay1_scaffold_21768	unplaced-scaffold	na	na	QMYS01000170.1	<>	na	Primary Assembly	3909	na
B59_Guay1_scaffold_21885	unplaced-scaffold	na	na	QMYS01000171.1	<>	na	Primary Assembly	3898	na
B59_Guay1_scaffold_21967	unplaced-scaffold	na	na	QMYS01000172.1	<>	na	Primary Assembly	3890	na
B59_Guay1_scaffold_22084	unplaced-scaffold	na	na	QMYS01000173.1	<>	na	Primary Assembly	3882	na
B59_Guay1_scaffold_22463	unplaced-scaffold	na	na	QMYS01000174.1	<>	na	Primary Assembly	3851	na
B59_Guay1_scaffold_22619	unplaced-scaffold	na	na	QMYS01000175.1	<>	na	Primary Assembly	3840	na
B59_Guay1_scaffold_22845	unplaced-scaffold	na	na	QMYS01000176.1	<>	na	Primary Assembly	3822	na
B59_Guay1_scaffold_23601	unplaced-scaffold	na	na	QMYS01000177.1	<>	na	Primary Assembly	3762	na
B59_Guay1_scaffold_23954	unplaced-scaffold	na	na	QMYS01000178.1	<>	na	Primary Assembly	3736	na
B59_Guay1_scaffold_24254	unplaced-scaffold	na	na	QMYS01000179.1	<>	na	Primary Assembly	3713	na
B59_Guay1_scaffold_24282	unplaced-scaffold	na	na	QMYS01000180.1	<>	na	Primary Assembly	3711	na
B59_Guay1_scaffold_24475	unplaced-scaffold	na	na	QMYS01000181.1	<>	na	Primary Assembly	3698	na
B59_Guay1_scaffold_24752	unplaced-scaffold	na	na	QMYS01000182.1	<>	na	Primary Assembly	3679	na
B59_Guay1_scaffold_25096	unplaced-scaffold	na	na	QMYS01000183.1	<>	na	Primary Assembly	3655	na
B59_Guay1_scaffold_25172	unplaced-scaffold	na	na	QMYS01000184.1	<>	na	Primary Assembly	3650	na
B59_Guay1_scaffold_25192	unplaced-scaffold	na	na	QMYS01000185.1	<>	na	Primary Assembly	3649	na
B59_Guay1_scaffold_25665	unplaced-scaffold	na	na	QMYS01000186.1	<>	na	Primary Assembly	3616	na
B59_Guay1_scaffold_25916	unplaced-scaffold	na	na	QMYS01000187.1	<>	na	Primary Assembly	3599	na
B59_Guay1_scaffold_25951	unplaced-scaffold	na	na	QMYS01000188.1	<>	na	Primary Assembly	3597	na
B59_Guay1_scaffold_26307	unplaced-scaffold	na	na	QMYS01000189.1	<>	na	Primary Assembly	3572	na
B59_Guay1_scaffold_26522	unplaced-scaffold	na	na	QMYS01000190.1	<>	na	Primary Assembly	3557	na
B59_Guay1_scaffold_26869	unplaced-scaffold	na	na	QMYS01000191.1	<>	na	Primary Assembly	3534	na
B59_Guay1_scaffold_26976	unplaced-scaffold	na	na	QMYS01000192.1	<>	na	Primary Assembly	3526	na
B59_Guay1_scaffold_26992	unplaced-scaffold	na	na	QMYS01000193.1	<>	na	Primary Assembly	3525	na
B59_Guay1_scaffold_28484	unplaced-scaffold	na	na	QMYS01000194.1	<>	na	Primary Assembly	3433	na
B59_Guay1_scaffold_28864	unplaced-scaffold	na	na	QMYS01000195.1	<>	na	Primary Assembly	3412	na
B59_Guay1_scaffold_28911	unplaced-scaffold	na	na	QMYS01000196.1	<>	na	Primary Assembly	3409	na
B59_Guay1_scaffold_29203	unplaced-scaffold	na	na	QMYS01000197.1	<>	na	Primary Assembly	3393	na
B59_Guay1_scaffold_29591	unplaced-scaffold	na	na	QMYS01000198.1	<>	na	Primary Assembly	3371	na
B59_Guay1_scaffold_29690	unplaced-scaffold	na	na	QMYS01000199.1	<>	na	Primary Assembly	3365	na
B59_Guay1_scaffold_29777	unplaced-scaffold	na	na	QMYS01000200.1	<>	na	Primary Assembly	3360	na
B59_Guay1_scaffold_29896	unplaced-scaffold	na	na	QMYS01000201.1	<>	na	Primary Assembly	3353	na
B59_Guay1_scaffold_30118	unplaced-scaffold	na	na	QMYS01000202.1	<>	na	Primary Assembly	3340	na
B59_Guay1_scaffold_30475	unplaced-scaffold	na	na	QMYS01000203.1	<>	na	Primary Assembly	3322	na
B59_Guay1_scaffold_30505	unplaced-scaffold	na	na	QMYS01000204.1	<>	na	Primary Assembly	3321	na
B59_Guay1_scaffold_30665	unplaced-scaffold	na	na	QMYS01000205.1	<>	na	Primary Assembly	3310	na
B59_Guay1_scaffold_30909	unplaced-scaffold	na	na	QMYS01000206.1	<>	na	Primary Assembly	3297	na
B59_Guay1_scaffold_31013	unplaced-scaffold	na	na	QMYS01000207.1	<>	na	Primary Assembly	3291	na
B59_Guay1_scaffold_31020	unplaced-scaffold	na	na	QMYS01000208.1	<>	na	Primary Assembly	3291	na
B59_Guay1_scaffold_31060	unplaced-scaffold	na	na	QMYS01000209.1	<>	na	Primary Assembly	3289	na
B59_Guay1_scaffold_31092	unplaced-scaffold	na	na	QMYS01000210.1	<>	na	Primary Assembly	3286	na
B59_Guay1_scaffold_31113	unplaced-scaffold	na	na	QMYS01000211.1	<>	na	Primary Assembly	3286	na
B59_Guay1_scaffold_31203	unplaced-scaffold	na	na	QMYS01000212.1	<>	na	Primary Assembly	3281	na
B59_Guay1_scaffold_31239	unplaced-scaffold	na	na	QMYS01000213.1	<>	na	Primary Assembly	3279	na
B59_Guay1_scaffold_31372	unplaced-scaffold	na	na	QMYS01000214.1	<>	na	Primary Assembly	3272	na
B59_Guay1_scaffold_31618	unplaced-scaffold	na	na	QMYS01000215.1	<>	na	Primary Assembly	3261	na
B59_Guay1_scaffold_32631	unplaced-scaffold	na	na	QMYS01000216.1	<>	na	Primary Assembly	3213	na
B59_Guay1_scaffold_32909	unplaced-scaffold	na	na	QMYS01000217.1	<>	na	Primary Assembly	3200	na
B59_Guay1_scaffold_33084	unplaced-scaffold	na	na	QMYS01000218.1	<>	na	Primary Assembly	3192	na
B59_Guay1_scaffold_34051	unplaced-scaffold	na	na	QMYS01000219.1	<>	na	Primary Assembly	3146	na
B59_Guay1_scaffold_34804	unplaced-scaffold	na	na	QMYS01000220.1	<>	na	Primary Assembly	3112	na
B59_Guay1_scaffold_35003	unplaced-scaffold	na	na	QMYS01000221.1	<>	na	Primary Assembly	3103	na
B59_Guay1_scaffold_35147	unplaced-scaffold	na	na	QMYS01000222.1	<>	na	Primary Assembly	3098	na
