genome_id	genome_name	patric_id	refseq_locus_tag	gene	product	role_name	superclass	class	subclass	subsystem_name
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.119	HT576_00530		Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	TCA Cycle
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.122	HT576_00545		2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)	2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)	METABOLISM	Carbohydrates	Monosaccharides	D-gluconate and ketogluconates metabolism
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.125	HT576_00560	mutL	DNA mismatch repair protein MutL	DNA mismatch repair protein MutL	DNA PROCESSING	DNA Processing	DNA repair	DNA repair, bacterial MutHLS system
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.131	HT576_00590	mutS	DNA mismatch repair protein MutS	DNA mismatch repair protein MutS	DNA PROCESSING	DNA Processing	DNA repair	DNA repair, bacterial MutHLS system
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.151	HT576_00685		Glutamyl-tRNA reductase (EC 1.2.1.70)	Glutamyl-tRNA reductase (EC 1.2.1.70)	METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Tetrapyrroles	Heme Biosynthesis: protoporphyrin-, coproporphyrin- and siroheme-dependent pathways
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.152	HT576_00690		Precorrin-2 oxidase (EC 1.3.1.76) @ Sirohydrochlorin ferrochelatase activity of CysG (EC 4.99.1.4)	Precorrin-2 oxidase (EC 1.3.1.76)	METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Tetrapyrroles	Metal chelatases
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.152	HT576_00690		Precorrin-2 oxidase (EC 1.3.1.76) @ Sirohydrochlorin ferrochelatase activity of CysG (EC 4.99.1.4)	Sirohydrochlorin ferrochelatase activity of CysG (EC 4.99.1.4)	METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Tetrapyrroles	Heme Biosynthesis: protoporphyrin-, coproporphyrin- and siroheme-dependent pathways
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.153	HT576_00695		Heme biosynthesis protein related to NirG / Heme biosynthesis protein related to NirH	Heme biosynthesis protein related to NirG	METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Tetrapyrroles	Heme and heme d1 biosynthesis from siroheme
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.166	HT576_00760		Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)	METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism with fusion events
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.188	HT576_00865	folP	Dihydropteroate synthase (EC 2.5.1.15)	Dihydropteroate synthase (EC 2.5.1.15)	STRESS RESPONSE, DEFENSE, VIRULENCE	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Antibiotic targets in metabolic pathways
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.217	HT576_00990		Homoserine kinase (EC 2.7.1.39)	Homoserine kinase (EC 2.7.1.39)	METABOLISM	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Aspartate to Threonine Module
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.261	HT576_01180		V-type ATP synthase subunit E (EC 3.6.3.14)	V-type ATP synthase subunit E (EC 3.6.3.14)	ENERGY	Respiration	ATP synthases	V-Type ATP synthase
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.262	HT576_01185		V-type ATP synthase subunit C (EC 3.6.3.14)	V-type ATP synthase subunit C (EC 3.6.3.14)	ENERGY	Respiration	ATP synthases	V-Type ATP synthase
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.263	HT576_01190		V-type ATP synthase subunit F (EC 3.6.3.14)	V-type ATP synthase subunit F (EC 3.6.3.14)	ENERGY	Respiration	ATP synthases	V-Type ATP synthase
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.264	HT576_01195		V-type ATP synthase subunit A (EC 3.6.3.14)	V-type ATP synthase subunit A (EC 3.6.3.14)	ENERGY	Respiration	ATP synthases	V-Type ATP synthase
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.265	HT576_01200		V-type ATP synthase subunit B (EC 3.6.3.14)	V-type ATP synthase subunit B (EC 3.6.3.14)	ENERGY	Respiration	ATP synthases	V-Type ATP synthase
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.269	HT576_01220		V-type ATP synthase subunit D (EC 3.6.3.14)	V-type ATP synthase subunit D (EC 3.6.3.14)	ENERGY	Respiration	ATP synthases	V-Type ATP synthase
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.306	HT576_01380		Aconitate hydratase (EC 4.2.1.3)	Aconitate hydratase (EC 4.2.1.3)	ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	Anaerobic module of TCA
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.306	HT576_01380		Aconitate hydratase (EC 4.2.1.3)	Aconitate hydratase (EC 4.2.1.3)	ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	TCA Cycle
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.357	HT576_01630		Histidinol-phosphatase (EC 3.1.3.15)	Histidinol-phosphatase (EC 3.1.3.15)	METABOLISM	Amino Acids and Derivatives	Histidine Metabolism	Histidine Biosynthesis -- gjo
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.367	HT576_01680	pstB	Phosphate ABC transporter, ATP-binding protein PstB (TC 3.A.1.7.1)	Phosphate ABC transporter, ATP-binding protein PstB (TC 3.A.1.7.1)	METABOLISM	Phosphate Metabolism		High affinity phosphate transporter and control of PHO regulon
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.368	HT576_01685	phoU	Phosphate transport system regulatory protein PhoU	Phosphate transport system regulatory protein PhoU	METABOLISM	Phosphate Metabolism		High affinity phosphate transporter and control of PHO regulon
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.369	HT576_01690		Arsenical resistance operon repressor	Arsenical resistance operon repressor	STRESS RESPONSE, DEFENSE, VIRULENCE	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Arsenic resistance
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.370	HT576_01695	arsB	Arsenical-resistance protein ACR3	Arsenical-resistance protein ACR3	STRESS RESPONSE, DEFENSE, VIRULENCE	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Arsenic resistance
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.371	HT576_01700		Arsenate reductase (EC 1.20.4.4) thioredoxin-coupled, LMWP family	Arsenate reductase (EC 1.20.4.4) thioredoxin-coupled, LMWP family	STRESS RESPONSE, DEFENSE, VIRULENCE	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Arsenic resistance
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.372	HT576_01705		Phosphate ABC transporter, substrate-binding protein PstS (TC 3.A.1.7.1)	Phosphate ABC transporter, substrate-binding protein PstS (TC 3.A.1.7.1)	METABOLISM	Phosphate Metabolism		High affinity phosphate transporter and control of PHO regulon
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.373	HT576_01710	pstC	Phosphate ABC transporter, permease protein PstC (TC 3.A.1.7.1)	Phosphate ABC transporter, permease protein PstC (TC 3.A.1.7.1)	METABOLISM	Phosphate Metabolism		High affinity phosphate transporter and control of PHO regulon
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.377	HT576_01730		Eukaryotic translation initiation factor 2 gamma subunit	Eukaryotic translation initiation factor 2 gamma subunit	PROTEIN PROCESSING	Protein Synthesis	Translation	Translation initiation factors, eukaryotic and archaeal
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.379	HT576_01740		DNA-directed RNA polymerase subunit E' (EC 2.7.7.6)	DNA-directed RNA polymerase subunit E' (EC 2.7.7.6)	RNA PROCESSING	RNA Processing	Transcription	RNA polymerase, archaeal
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.401	HT576_01840		Coproheme decarboxylase HemQ (no EC) / putative monooxygenase domain	Coproheme decarboxylase HemQ (no EC)	METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Tetrapyrroles	Heme Biosynthesis: protoporphyrin-, coproporphyrin- and siroheme-dependent pathways
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.405	HT576_01860		Lysyl-tRNA synthetase (class I) (EC 6.1.1.6)	Lysyl-tRNA synthetase (class I) (EC 6.1.1.6)	PROTEIN PROCESSING	Protein Synthesis	Aminoacyl-tRNA-synthetases	tRNA aminoacylation, Lys
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.417	HT576_01915		Histidyl-tRNA synthetase (EC 6.1.1.21)	Histidyl-tRNA synthetase (EC 6.1.1.21)	PROTEIN PROCESSING	Protein Synthesis	Aminoacyl-tRNA-synthetases	tRNA aminoacylation, His
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.482	HT576_02200		Cold shock protein of CSP family	Cold shock protein of CSP family	STRESS RESPONSE, DEFENSE, VIRULENCE	Stress Response, Defense and Virulence	Stress Response: Heat/cold shock	Cold shock proteins of CSP family
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.484	HT576_02210	hisE	Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)	Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)	METABOLISM	Amino Acids and Derivatives	Histidine Metabolism	Histidine Biosynthesis -- gjo
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.495	HT576_02260		OBG-family ribosome assembly protein NOG1/MJ1408	OBG-family ribosome assembly protein NOG1/MJ1408	RNA PROCESSING	RNA Processing	RNA processing and modification	Ribosome biogenesis, archaeal
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.500	HT576_02285	engB	GTP-binding protein EngB	GTP-binding protein EngB	PROTEIN PROCESSING	Protein Synthesis		Universal GTPases
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.509	HT576_02330		N-methylhydantoinase A (EC 3.5.2.14)	N-methylhydantoinase A (EC 3.5.2.14)	METABOLISM	Amino Acids and Derivatives	Arginine; urea cycle, creatine, polyamines	Methylhydantoinase
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.522	HT576_02390	yciH	Translation initiation factor SUI1-related protein	Translation initiation factor SUI1-related protein	PROTEIN PROCESSING	Protein Synthesis	Translation	Translation initiation factors, eukaryotic and archaeal
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.524	HT576_02400		ADP-ribose pyrophosphatase (EC 3.6.1.13)	ADP-ribose pyrophosphatase (EC 3.6.1.13)	METABOLISM	Cofactors, Vitamins, Prosthetic Groups	NAD and NADP	NAD and NADP cofactor biosynthesis bacterial
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.524	HT576_02400		ADP-ribose pyrophosphatase (EC 3.6.1.13)	ADP-ribose pyrophosphatase (EC 3.6.1.13)	METABOLISM	Cofactors, Vitamins, Prosthetic Groups	NAD and NADP	NAD and NADP cofactor biosynthesis global
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.524	HT576_02400		ADP-ribose pyrophosphatase (EC 3.6.1.13)	ADP-ribose pyrophosphatase (EC 3.6.1.13)	METABOLISM	Metabolite damage and its repair or mitigation		Nudix proteins (nucleoside triphosphate hydrolases)
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.542	HT576_02500	lpdA	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)	ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.543	HT576_02505		Dihydrolipoamide acetyltransferase component (E2) of acetoin dehydrogenase complex (EC 2.3.1.12)	Dihydrolipoamide acetyltransferase component (E2) of acetoin dehydrogenase complex (EC 2.3.1.12)	METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Lipoic acid	Lipoic acid metabolism
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.545	HT576_02515	pdhA	Acetoin dehydrogenase E1 component alpha-subunit (EC 2.3.1.190)	Acetoin dehydrogenase E1 component alpha-subunit (EC 2.3.1.190)	ENERGY	Energy and Precursor Metabolites Generation	Fermentation	Acetoin, butanediol metabolism
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.545	HT576_02515	pdhA	Acetoin dehydrogenase E1 component alpha-subunit (EC 2.3.1.190)	Acetoin dehydrogenase E1 component alpha-subunit (EC 2.3.1.190)	METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Lipoic acid	Lipoylated proteins
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.569	HT576_02620		Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)	DNA PROCESSING	DNA Processing	DNA repair	DNA repair, bacterial
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.572	HT576_02635		Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)	Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)	PROTEIN PROCESSING	Protein Synthesis	Aminoacyl-tRNA-synthetases	tRNA aminoacylation, Phe
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.580	HT576_02670		Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Tetrapyrroles	Heme Biosynthesis: protoporphyrin-, coproporphyrin- and siroheme-dependent pathways
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.595	HT576_02740		Excinuclease ABC subunit C	Excinuclease ABC subunit C	DNA PROCESSING	DNA Processing	DNA repair	DNA repair, UvrABC system
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.638	HT576_02940	pheA	Prephenate dehydratase (EC 4.2.1.51)	Prephenate dehydratase (EC 4.2.1.51)	METABOLISM	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Phenylalanine and Tyrosine synthesis 1
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.641	HT576_02955	cobA	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Tetrapyrroles	Heme Biosynthesis: protoporphyrin-, coproporphyrin- and siroheme-dependent pathways
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.641	HT576_02955	cobA	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Tetrapyrroles	Metal chelatases
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.642	HT576_02960		Uroporphyrinogen-III synthase (EC 4.2.1.75)	Uroporphyrinogen-III synthase (EC 4.2.1.75)	METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Tetrapyrroles	Metal chelatases
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.651	HT576_03000		NifU-like domain protein	NifU-like domain protein	METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Fe-S clusters	Fe-S cluster assembly
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.663	HT576_03055		Oligopeptide ABC transporter, ATP-binding protein OppD (TC 3.A.1.5.1)	Oligopeptide ABC transporter, ATP-binding protein OppD (TC 3.A.1.5.1)	MEMBRANE TRANSPORT	Membrane Transport	ABC transporters	Dpp dipeptide ABC transport system
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.669	HT576_03085	uvrB	Excinuclease ABC subunit B	Excinuclease ABC subunit B	DNA PROCESSING	DNA Processing	DNA repair	DNA repair, UvrABC system
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.682	HT576_03140	glyS	Glycyl-tRNA synthetase (EC 6.1.1.14)	Glycyl-tRNA synthetase (EC 6.1.1.14)	PROTEIN PROCESSING	Protein Synthesis	Aminoacyl-tRNA-synthetases	tRNA aminoacylation, Gly
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.691	HT576_03180	ppk1	Polyphosphate kinase (EC 2.7.4.1)	Polyphosphate kinase (EC 2.7.4.1)	METABOLISM	Phosphate Metabolism		High affinity phosphate transporter and control of PHO regulon
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.710	HT576_03255		Malate dehydrogenase (EC 1.1.1.37)	Malate dehydrogenase (EC 1.1.1.37)	ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	TCA Cycle
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.716	HT576_03285		sodium-dependent phosphate transporter	Sodium-dependent phosphate transporter	MEMBRANE TRANSPORT	Membrane Transport	Uni- Sym- and Antiporters	NhaA, NhaD and Sodium-dependent phosphate transporters
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.718	HT576_03295		Mg/Co/Ni transporter MgtE, CBS domain-containing	Mg/Co/Ni transporter MgtE, CBS domain-containing	MEMBRANE TRANSPORT	Membrane Transport	Cation transporters	Magnesium transport
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.730	HT576_03360	cysE	Serine acetyltransferase (EC 2.3.1.30)	Serine acetyltransferase (EC 2.3.1.30)	METABOLISM	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine synthesis
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.742	HT576_03415	rpiA	Ribose-5-phosphate isomerase A (EC 5.3.1.6)	Ribose-5-phosphate isomerase A (EC 5.3.1.6)	ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	Pentose phosphate pathway
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.778	HT576_03550		Signal peptidase I (EC 3.4.21.89)	Signal peptidase I (EC 3.4.21.89)	PROTEIN PROCESSING	Protein Fate (folding, modification, targeting, degradation)	Protein processing and modification	Signal peptidase
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.779	HT576_03555		Signal peptidase I (EC 3.4.21.89)	Signal peptidase I (EC 3.4.21.89)	PROTEIN PROCESSING	Protein Fate (folding, modification, targeting, degradation)	Protein processing and modification	Signal peptidase
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.788	HT576_03595		Acetyl-CoA synthetase (EC 6.2.1.1)	Acetyl-CoA synthetase (EC 6.2.1.1)	ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.794	HT576_03615		Aspartokinase (EC 2.7.2.4)	Aspartokinase (EC 2.7.2.4)	METABOLISM	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine DAP biosynthetic pathway
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.804	HT576_03660		Ubiquitin-like small archaeal modifier protein SAMP2	Ubiquitin-like small archaeal modifier protein SAMP2	PROTEIN PROCESSING	Protein Fate (folding, modification, targeting, degradation)	Protein processing and modification	Ubiquitin-like archaeal modifier proteins (SAMPs)
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.827	HT576_03755		Glutamine amidotransferase, class I	Glutamine amidotransferase, class I	METABOLISM	Nucleosides and Nucleotides	Purines	GMP synthase
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.834	HT576_03785		Threonylcarbamoyl-AMP synthase (EC 2.7.7.87) / SUA5 domain with internal deletion	Threonylcarbamoyl-AMP synthase (EC 2.7.7.87)	RNA PROCESSING	RNA Processing	RNA processing and modification	Threonylcarbamoyladenosine
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.834	HT576_03785		Threonylcarbamoyl-AMP synthase (EC 2.7.7.87) / SUA5 domain with internal deletion	Threonylcarbamoyl-AMP synthase (EC 2.7.7.87)	RNA PROCESSING	RNA Processing	RNA processing and modification	YrdC-YciO-Sua5 and associated protein families
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.841	HT576_03820	rnz	Ribonuclease Z (EC 3.1.26.11)	Ribonuclease Z (EC 3.1.26.11)	RNA PROCESSING	RNA Processing	RNA processing and modification	RNA processing and degradation, bacterial
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.871	HT576_03950		D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Pyridoxine	Pyridoxin (Vitamin B6) Biosynthesis
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.875	HT576_03960	hisI	Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19)	Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19)	METABOLISM	Amino Acids and Derivatives	Histidine Metabolism	Histidine Biosynthesis -- gjo
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.885	HT576_04005	glmM	Phosphomannomutase (EC 5.4.2.8) / Phosphoglucosamine mutase (EC 5.4.2.10)	Phosphoglucosamine mutase (EC 5.4.2.10)	CELLULAR PROCESSES	Cell Cycle, Cell Division and Death		Bacterial checkpoint-control-related cluster
