genome_id	genome_name	patric_id	refseq_locus_tag	alt_locus_tag	gene	product	property	source	evidence	source_id	organism	function	classification	pmid	query_coverage	subject_coverage	identity	e_value
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.360				Dihydropteroate synthase (EC 2.5.1.15)	Antibiotic Resistance	PATRIC	K-mer Search				antibiotic target in susceptible species	15673783				
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.381				Homoserine kinase (EC 2.7.1.39)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.388				Valyl-tRNA synthetase (EC 6.1.1.9)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.395				DNA primase, archaeal DnaG-type	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.398				Undecaprenyl diphosphate synthase (EC 2.5.1.31)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.533				Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	Antibiotic Resistance	PATRIC	K-mer Search				protein altering cell wall charge conferring antibiotic resistance	21899450				
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.622				Bacteriorhodopsin	Transporter	TCDB	BLAT	O93740	Haloterrigena sp. (strain arg-4)	the ion-translocating microbial rhodopsin (mr) family.	3.E.1.1.7		100	89	98	1e-121
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.649				V-type ATP synthase subunit B (EC 3.6.3.14)	Human Homolog	Human	BLASTP	NP_001684.2	Homo sapiens				97	90	55	0
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.650				V-type ATP synthase subunit A (EC 3.6.3.14)	Human Homolog	Human	BLASTP	NP_001681.2	Homo sapiens				90	88	50	0
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.698				Glucose-6-phosphate isomerase (EC 5.3.1.9)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.775				Thiamine-monophosphate kinase (EC 2.7.4.16)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.779				Histidyl-tRNA synthetase (EC 6.1.1.21)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.790				Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.807				Manganese transport protein MntH	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.859				NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)	Human Homolog	Human	BLASTP	NP_077718.3	Homo sapiens				60	66	52	0
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.915				DNA topoisomerase I (EC 5.99.1.2)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.920				B12 binding domain of Methylmalonyl-CoA mutase (EC 5.4.99.2)	Human Homolog	Human	BLASTP	XP_005249200.1	Homo sapiens				86	16	51	1e-29
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.943				Fructose-bisphosphate aldolase, archaeal class I (EC 4.1.2.13)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.984				Chorismate synthase (EC 4.2.3.5)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.990				3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1038				Archaetidylserine synthase (EC 2.7.8.38)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1067				Cystathionine beta-synthase (EC 4.2.1.22)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1165				Catalase-peroxidase KatG (EC 1.11.1.21)	Antibiotic Resistance	PATRIC	K-mer Search				antibiotic activation enzyme	14638486				
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1181				Zinc ABC transporter, ATP-binding protein ZnuC	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1214				S-adenosylmethionine synthetase, archaeal (EC 2.5.1.6)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1224				Dihydrofolate reductase (EC 1.5.1.3)	Antibiotic Resistance	PATRIC	K-mer Search				antibiotic target in susceptible species	20169085\;25288078				
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1225				Thymidylate synthase (EC 2.1.1.45)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1238				Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1240				Serine hydroxymethyltransferase (EC 2.1.2.1)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1272				Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	Human Homolog	Human	BLASTP	NP_000523.2	Homo sapiens				98	93	57	0
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1276				Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	Antibiotic Resistance	PATRIC	K-mer Search				protein altering cell wall charge conferring antibiotic resistance	21899450				
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1346				Cytosolic Fe-S cluster assembling factor NBP35 / Chromosome (plasmid) partitioning protein ParA	Human Homolog	Human	BLASTP	NP_079428.2	Homo sapiens				67	77	50	0
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1401				(R)-citramalate synthase (EC 2.3.1.182)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1553				Alpha,alpha-trehalose-phosphate synthase [UDP-forming] (EC 2.4.1.15)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1565				Cob(I)alamin adenosyltransferase (EC 2.5.1.17)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1571				Gamma-glutamyltranspeptidase (EC 2.3.2.2) @ Glutathione hydrolase (EC 3.4.19.13)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1609				Undecaprenyl-diphosphatase (EC 3.6.1.27)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1641				Shikimate kinase II (EC 2.7.1.71)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1665				Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1666				Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1667				Anthranilate synthase, aminase component (EC 4.1.3.27)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1668				Anthranilate synthase, amidotransferase component (EC 4.1.3.27)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1703				Peptide-methionine (R)-S-oxide reductase MsrB (EC 1.8.4.12)	Human Homolog	Human	BLASTP	NP_001180390.1	Homo sapiens				93	67	56	8.40779e-45
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1719				Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1721				Cobalamin synthase (EC 2.7.8.26)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1767				Imidazole glycerol phosphate synthase amidotransferase subunit HisH	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1830				Acetolactate synthase large subunit (EC 2.2.1.6)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1831				Acetolactate synthase small subunit (EC 2.2.1.6)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1832				Ketol-acid reductoisomerase (NADP(+)) (EC 1.1.1.86)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1837				Dihydrolipoamide dehydrogenase of acetoin dehydrogenase (EC 1.8.1.4)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1858				Dihydrolipoamide acetyltransferase component (E2) of acetoin dehydrogenase complex (EC 2.3.1.12)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1859				Acetoin dehydrogenase E1 component beta-subunit (EC 2.3.1.190)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1860				Acetoin dehydrogenase E1 component alpha-subunit (EC 2.3.1.190)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1861				Lipoyl synthase (EC 2.8.1.8)	Human Homolog	Human	BLASTP	NP_006850.2	Homo sapiens				93	79	52	0
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1879				Tryptophanyl-tRNA synthetase (EC 6.1.1.2)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1882				Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1883				Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1977				Adenosylhomocysteinase (EC 3.3.1.1)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1987				ATP phosphoribosyltransferase (EC 2.4.2.17) => HisGl	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2015				Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2021				Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2025				Isoleucyl-tRNA synthetase (EC 6.1.1.5)	Antibiotic Resistance	PATRIC	K-mer Search				antibiotic target in susceptible species	7929087				
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2025				Isoleucyl-tRNA synthetase (EC 6.1.1.5)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2058				Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2095				Alanyl-tRNA synthetase (EC 6.1.1.7)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2134				hypothetical protein	Transporter	TCDB	BLAT	Q4L1M3	Halobacterium sp. (strain AS7092)	"""the autoinducer-2 exporter (ai-2e) family (formerly the perm family, tc #9.b.22)."""	2.A.86.1.12		86	100	100	1e-177
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2135				hypothetical protein	Transporter	TCDB	BLAT	P83716	Halobacterium sp. (strain AS7092)	the archaeocin/halocin c8 (halc8) family.	9.A.45.1.1		100	87	99	1e-139
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2138				hypothetical protein	Transporter	TCDB	BLAT	Q45FP0	Halobacterium sp. (strain AS7092)	the major facilitator superfamily (mfs).	2.A.1.85.2		100	100	97	1e-295
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2204				Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2209				Ammonium transporter	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2318				Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2348				Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	Human Homolog	Human	BLASTP	NP_003840.2	Homo sapiens				98	84	53	0
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2374				DNA gyrase subunit B (EC 5.99.1.3)	Antibiotic Resistance	PATRIC	K-mer Search				antibiotic target in susceptible species	21693461\;22279180\;9293187				
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2374				DNA gyrase subunit B (EC 5.99.1.3)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2375				DNA gyrase subunit A (EC 5.99.1.3)	Antibiotic Resistance	PATRIC	K-mer Search				antibiotic target in susceptible species	9293187				
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2375				DNA gyrase subunit A (EC 5.99.1.3)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2497				Thymidylate kinase (EC 2.7.4.9)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2512				2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.12)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2542				Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2571				Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.7)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2576				Chromosome partition protein smc	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2577				Segregation and condensation protein A	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2677				Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2700				Methionyl-tRNA synthetase (EC 6.1.1.10)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2720				Ribokinase (EC 2.7.1.15)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2744				hypothetical protein	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2746				3-dehydroquinate synthase II (EC 1.4.1.24)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2756				Indole-3-glycerol phosphate synthase (EC 4.1.1.48)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2802				Dihydroxy-acid dehydratase (EC 4.2.1.9)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2848				Chaperone protein DnaK	Human Homolog	Human	BLASTP	NP_004125.3	Homo sapiens				91	90	52	0
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2870				Cystathionine gamma-lyase (EC 4.4.1.1)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2878				SSU ribosomal protein S28e	Human Homolog	Human	BLASTP	NP_001022.1	Homo sapiens				75	78	50	0.000000006
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2887				Glutamyl-tRNA synthetase (EC 6.1.1.17) @ Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2907				SSU ribosomal protein S14e (S11p)	Human Homolog	Human	BLASTP	NP_001020242.1	Homo sapiens				87	74	59	2.8026e-45
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2964				Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2990				Aspartyl-tRNA(Asn) amidotransferase subunit C (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit C (EC 6.3.5.7)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2991				Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit A (EC 6.3.5.7)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2996				O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2997				O-succinylbenzoate synthase (EC 4.2.1.113)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3002				2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3003				Isochorismate synthase (EC 5.4.4.2) @ Menaquinone-specific isochorismate synthase (EC 5.4.4.2)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3010				Imidazole glycerol phosphate synthase cyclase subunit	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3037				Fumarate hydratase class II (EC 4.2.1.2)	Human Homolog	Human	BLASTP	NP_000134.2	Homo sapiens				97	90	50	0
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3047				Cysteinyl-tRNA synthetase (EC 6.1.1.16)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3072				Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19); Maltodextrin ABC transporter, ATP-binding protein MsmX	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3082				Serine--pyruvate aminotransferase (EC 2.6.1.51) / L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3089				Histidinol dehydrogenase (EC 1.1.1.23)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3110				Nicotinate phosphoribosyltransferase (EC 6.3.4.21)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
