genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.10		7483	8256	-	774		Diphthine synthase (EC 2.1.1.98)	PLF_88723_00000429	PGF_00423616
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.11		8329	8472	-	144		hypothetical protein	PLF_88723_00008629	PGF_03943280
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.12		8553	8957	-	405		hypothetical protein	PLF_88723_00011182	PGF_04541977
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.13		9131	10039	-	909		Thioredoxin reductase (EC 1.8.1.9)	PLF_88723_00001956	PGF_01625234
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.14		10036	11169	-	1134		hypothetical protein	PLF_88723_00002419	PGF_08225224
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.15		11436	12446	-	1011		hypothetical protein	PLF_88723_00001989	PGF_08225224
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.16		12599	13624	-	1026		hypothetical protein	PLF_88723_00000068	PGF_08225224
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.17		14132	15262	-	1131		ferrichrome ABC transporter permease protein	PLF_88723_00001968	PGF_00071241
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.18		15775	16764	+	990		tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228)	PLF_88723_00001397	PGF_00413210
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	tRNA	fig|222984.5.rna.1		16874	16947	+	74		tRNA-Thr-CGT		
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.19		17085	17264	+	180		hypothetical protein	PLF_88723_00006062	PGF_02482493
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.20		17246	17449	+	204		hypothetical protein	PLF_88723_00004983	PGF_02482101
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.21		19834	20505	+	672		hypothetical protein	PLF_88723_00002414	PGF_02481320
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.22		20600	20824	-	225		hypothetical protein	PLF_88723_00003494	PGF_02481580
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.23		22308	22481	+	174		hypothetical protein	PLF_88723_00006079	PGF_02482508
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.24		22559	22708	+	150		hypothetical protein	PLF_88723_00006172	PGF_02482593
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.25		22708	22827	+	120		hypothetical protein	PLF_88723_00004343	PGF_02481771
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.26		23018	23140	-	123		hypothetical protein	PLF_88723_00003109	PGF_02481512
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.27		23252	23410	-	159		hypothetical protein	PLF_88723_00003109	PGF_02481512
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.28		24593	25408	+	816		hypothetical protein	PLF_88723_00005613	PGF_02482251
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.29		25649	25783	+	135		hypothetical protein	PLF_88723_00008346	PGF_02484012
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.30		25776	26480	-	705		Transmembrane component BioN of energizing module of biotin ECF transporter	PLF_88723_00001670	PGF_00276729
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.31		26551	27255	-	705		hypothetical protein	PLF_88723_00001442	PGF_08225224
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.32		27281	27865	-	585		Substrate-specific component BioY of biotin ECF transporter	PLF_88723_00001954	PGF_00054343
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.33		28363	32769	+	4407		hypothetical protein	PLF_88723_00014921	PGF_08225224
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.34		32883	33173	-	291		hypothetical protein	PLF_88723_00011307	PGF_00193559
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.35		33298	33441	+	144		hypothetical protein	PLF_88723_00001796	PGF_00344898
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.36		33503	33967	-	465		hypothetical protein	PLF_88723_00003337	PGF_08225224
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.37		34141	34617	+	477		hypothetical protein	PLF_88723_00002148	PGF_08225224
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.38		34681	35163	-	483		hypothetical protein	PLF_88723_00003872	PGF_00227284
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.39		35245	38235	+	2991		Oligopeptide ABC transporter, ATP-binding protein OppF (TC 3.A.1.5.1)	PLF_88723_00001938	PGF_07131324
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.40		38479	40080	+	1602		Dipeptide ABC transporter, ATP-binding protein DppD (TC 3.A.1.5.2)	PLF_88723_00002756	PGF_00070755
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.41		40133	41146	+	1014		ABC transporter, permease protein 1 (cluster 5, nickel/peptides/opines)	PLF_88723_00001967	PGF_07935890
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.42		41143	42060	+	918		ABC transporter, permease protein 2 (cluster 5, nickel/peptides/opines)	PLF_88723_00001966	PGF_10565701
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.43		42028	42162	-	135		hypothetical protein	PLF_88723_00002982	PGF_02481467
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.44		42131	42427	+	297		hypothetical protein	PLF_88723_00002122	PGF_02481251
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.45		42465	43403	-	939		Biotin operon repressor / Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)	PLF_88723_00000330	PGF_04486278
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.46		43479	43631	-	153		hypothetical protein	PLF_88723_00006156	PGF_02482577
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.47		43772	44767	-	996		Tyrosyl-tRNA synthetase (EC 6.1.1.1)	PLF_88723_00000980	PGF_00063915
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.48		44908	45687	-	780		Phosphopantothenate synthetase, archaeal (EC 6.3.2.36)	PLF_88723_00000703	PGF_00033890
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.49		45822	46649	-	828		Pantoate kinase, archaeal (EC 2.7.1.169)	PLF_88723_00000683	PGF_00029916
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.50		47003	47692	+	690		hypothetical protein	PLF_88723_00004298	PGF_08225224
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.51		47808	49112	-	1305		Aspartyl-tRNA synthetase (EC 6.1.1.12) @ Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23)	PLF_88723_00000324	PGF_00982259
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.52		49277	50077	+	801		NAD-dependent protein deacetylase of SIR2 family	PLF_88723_00000635	PGF_10024837
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.53		50270	50971	-	702		Phosphoglycerol geranylgeranyltransferase (EC 2.5.1.41)	PLF_88723_00000371	PGF_00414520
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.54		51004	51138	-	135		hypothetical protein	PLF_88723_00006250	PGF_02482660
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.55		51189	51362	-	174		hypothetical protein	PLF_88723_00001517	PGF_02481186
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.56		51500	52690	-	1191		Threonine-synthase-like protein 2	PLF_88723_00000941	PGF_12944027
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.57		52835	53011	-	177		LSU ribosomal protein L37e	PLF_88723_00000577	PGF_00016427
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.58		53008	53244	-	237		snRNP homolog	PLF_88723_00001386	PGF_00412647
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.59		53400	53591	-	192		hypothetical protein	PLF_88723_00006032	PGF_02482467
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.60		53556	53864	+	309		hypothetical protein	PLF_88723_00001821	PGF_08225224
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.61		53937	54893	+	957		hypothetical protein	PLF_88723_00001103	PGF_08158738
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.62		54983	55204	-	222		hypothetical protein	PLF_88723_00001847	PGF_02481218
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.63		55201	55608	-	408		hypothetical protein	PLF_88723_00005458	PGF_02481547
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.64		55708	56316	-	609		hypothetical protein	PLF_88723_00001204	PGF_00114548
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.65		56406	56660	+	255		hypothetical protein	PLF_88723_00002719	PGF_07573875
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.66		56657	57229	-	573		hypothetical protein	PLF_88723_00000281	PGF_08225224
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.67		57437	60172	+	2736		DNA helicase	PLF_88723_00000847	PGF_07191835
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.68		60239	61153	+	915		hypothetical protein	PLF_88723_00005936	PGF_08190071
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.69		61176	61409	+	234		hypothetical protein	PLF_88723_00005936	PGF_08190071
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.70		61394	61591	-	198		hypothetical protein	PLF_88723_00002983	PGF_02481468
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.71		61714	62874	-	1161		AIR Synthase, TMP kinase, hydrogenase maturation protein HypE superfamily	PLF_88723_00000816	PGF_00013741
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.72		62966	63652	-	687		hypothetical protein	PLF_88723_00007330	PGF_08225224
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.73		64011	64571	+	561		hypothetical protein	PLF_88723_00016651	PGF_08225224
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.74		64630	65631	-	1002		N5,N10-methylenetetrahydromethanopterin reductase-related protein, VNG1342Gm family	PLF_88723_00000627	PGF_00024270
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.75		65611	65802	+	192		hypothetical protein	PLF_88723_00003493	PGF_02481579
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.76		65805	66962	+	1158		hypothetical protein	PLF_88723_00008738	PGF_08225224
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.77		67079	67855	-	777		Oxidoreductase, short-chain dehydrogenase/reductase family	PLF_88723_00000547	PGF_10532194
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.78		68032	68220	+	189		hypothetical protein	PLF_88723_00004569	PGF_02481903
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.79		68229	68945	+	717		hypothetical protein	PLF_88723_00011540	PGF_08055231
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.80		69138	70199	+	1062		acyl-CoA dehydrogenase, putative phosphotransferase	PLF_88723_00000823	PGF_02594696
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.81		70607	71680	+	1074		Alcohol dehydrogenase (EC 1.1.1.1)	PLF_88723_00002787	PGF_03572345
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.82		72392	72568	+	177		hypothetical protein	PLF_88723_00004067	PGF_02481675
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.83		72588	72740	+	153		hypothetical protein	PLF_88723_00003372	PGF_02481550
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.84		72893	74845	+	1953		3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35) / Enoyl CoA hydratase (EC 4.2.1.17)	PLF_88723_00000428	PGF_00418248
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.85		74849	75304	+	456		hypothetical protein	PLF_88723_00002876	PGF_08225224
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.86		75393	75917	-	525		hypothetical protein	PLF_88723_00001306	PGF_00344934
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.87		75947	76801	-	855		Hypothetical protein formerly called MenX	PLF_88723_00002274	PGF_00013305
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.88		77071	79854	-	2784		ATP-dependent, 3'-5' DNA helicase with strand annealing activity	PLF_88723_00000550	PGF_02277940
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.89		80080	81177	+	1098		hypothetical protein	PLF_88723_00008749	PGF_08225224
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.90		81316	81462	-	147		hypothetical protein	PLF_88723_00008628	PGF_07626809
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.91		82907	83995	-	1089		hypothetical protein	PLF_88723_00006748	PGF_04017654
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.92		83988	84323	-	336		hypothetical protein	PLF_88723_00003061	PGF_10398997
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.93		84316	84741	-	426		hypothetical protein	PLF_88723_00015010	PGF_01860395
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.94		85309	85566	+	258		hypothetical protein	PLF_88723_00003236	PGF_01833477
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.95		85567	85818	+	252		hypothetical protein	PLF_88723_00003492	PGF_02481578
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.96		85821	85946	-	126		hypothetical protein	PLF_88723_00010321	PGF_06832850
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.97		86260	87039	-	780		hypothetical protein	PLF_88723_00010428	PGF_02485024
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.98		87515	89317	+	1803		hypothetical protein	PLF_88723_00004495	PGF_02481865
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.99		90103	90216	+	114		hypothetical protein	PLF_88723_00006391	PGF_02482799
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.100		90244	90504	-	261		hypothetical protein	PLF_88723_00002864	PGF_00186898
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.101		90750	90944	-	195		hypothetical protein	PLF_88723_00005457	PGF_02482205
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.102		90944	91129	-	186		hypothetical protein	PLF_88723_00005456	PGF_00198486
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.103		91214	91660	+	447		hypothetical protein	PLF_88723_00004224	PGF_00387711
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.104		91677	91802	+	126		hypothetical protein	PLF_88723_00008699	PGF_07736146
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.105		92306	92419	-	114		hypothetical protein	PLF_88723_00008568	PGF_02484230
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.106		92646	93455	+	810		hypothetical protein	PLF_88723_00008620	PGF_02481544
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.107		93458	94039	+	582		hypothetical protein	PLF_88723_00004778	PGF_02481991
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.108		94036	94842	+	807		hypothetical protein	PLF_88723_00003931	PGF_00276503
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.109		94839	96017	+	1179		hypothetical protein	PLF_88723_00016613	PGF_01814927
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.110		96268	96528	+	261		hypothetical protein	PLF_88723_00007739	PGF_00144045
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.111		96525	96908	+	384		hypothetical protein	PLF_88723_00000169	PGF_00268666
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.112		98966	100600	-	1635		hypothetical protein	PLF_88723_00010974	PGF_00344385
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.113		100624	100743	-	120		hypothetical protein	PLF_88723_00011687	PGF_10488694
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.114		100740	100940	-	201		hypothetical protein	PLF_88723_00006003	PGF_00120518
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.115		100930	101298	-	369		hypothetical protein	PLF_88723_00005777	PGF_01865655
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.116		101295	101477	-	183		hypothetical protein	PLF_88723_00006051	PGF_02482484
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.117		101474	101605	-	132		hypothetical protein	PLF_88723_00008654	PGF_04035740
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.118		101598	101837	-	240		hypothetical protein	PLF_88723_00003374	PGF_00397076
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	tRNA	fig|222984.5.rna.2		101947	102017	-	71		tRNA-Pro-GGG		
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.119		102107	103015	-	909		H/ACA ribonucleoprotein complex subunit CBF5	PLF_88723_00001408	PGF_03013570
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.120		103015	103590	-	576		Cytidylate kinase (EC 2.7.4.25)	PLF_88723_00000323	PGF_09882756
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.121		103706	104656	-	951		Uncharacterized protein MJ0480	PLF_88723_00000991	PGF_00065062
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.122		104958	106490	+	1533		hypothetical protein	PLF_88723_00002456	PGF_02481325
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.123		106496	107131	-	636		Adenylate kinase (EC 2.7.4.3)	PLF_88723_00000556	PGF_04244475
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.124		107191	107640	+	450		hypothetical protein	PLF_88723_00001456	PGF_02481176
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.125		108092	109063	+	972		hypothetical protein	PLF_88723_00002628	PGF_08225224
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.126		109063	111546	+	2484		Cytochrome c oxidase polypeptide I (EC 1.9.3.1)	PLF_88723_00000017	PGF_03804538
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.127		111940	113577	-	1638		hypothetical protein	PLF_88723_00000247	PGF_08225224
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.128		113680	113967	-	288		hypothetical protein	PLF_88723_00002176	PGF_02481267
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.129		114034	115464	-	1431		hypothetical protein	PLF_88723_00001104	PGF_08225224
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.130		115666	115812	+	147		hypothetical protein	PLF_88723_00001518	PGF_02481187
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.131		116427	117812	-	1386		Protein translocase subunit SecY	PLF_88723_00000044	PGF_00038675
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.132		117906	118394	-	489		LSU ribosomal protein L27Ae (L15p)	PLF_88723_00000572	PGF_00016384
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.133		118397	118864	-	468		LSU ribosomal protein L7e (L30p)	PLF_88723_00000584	PGF_00016447
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.134		118861	119520	-	660		SSU ribosomal protein S2e (S5p)	PLF_88723_00000792	PGF_00049881
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	pseudogene	fig|222984.5.pg.1		119403	120065	-	663				
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.135		119517	120035	-	519		LSU ribosomal protein L5e (L18p)	PLF_88723_00000582	PGF_00016442
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.136		120065	120514	-	450		LSU ribosomal protein L19e	PLF_88723_00000565	PGF_00016354
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.137		120507	121238	-	732		LSU ribosomal protein L32e	PLF_88723_00000574	PGF_04737739
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.138		121242	121775	-	534		LSU ribosomal protein L9e (L6p)	PLF_88723_00000586	PGF_00016450
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.139		121778	122170	-	393		SSU ribosomal protein S15Ae (S8p)	PLF_88723_00000781	PGF_00049845
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.140		122172	122357	-	186		SSU ribosomal protein S29e (S14p)	PLF_88723_00000791	PGF_00049880
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.141		122350	122889	-	540		LSU ribosomal protein L11e (L5p)	PLF_88723_00000878	PGF_00016331
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.142		122882	123580	-	699		SSU ribosomal protein S4e	PLF_88723_00000795	PGF_02517281
222984.5	Natrinema altunense strain AJ2	JNCS01000001	PATRIC	CDS	fig|222984.5.peg.143		123577	123933	-	357		LSU ribosomal protein L26e (L24p)	PLF_88723_00000571	PGF_00016382
