genome_id	genome_name	patric_id	refseq_locus_tag	alt_locus_tag	gene	product	property	source	evidence	source_id	organism	function	classification	pmid	query_coverage	subject_coverage	identity	e_value
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.343				Histidyl-tRNA synthetase (EC 6.1.1.21)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.347				Glucose-6-phosphate isomerase (EC 5.3.1.9)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.350				Isopentenyl-diphosphate Delta-isomerase (EC 5.3.3.2)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.398				Halorhodopsin	Transporter	TCDB	BLAT	P16102	Halobacterium salinarium	the ion-translocating microbial rhodopsin (mr) family.	3.E.1.2.1	10827943;11016950;15981336	85	86	80	1e-107
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.420				SAM-dependent methyltransferase	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.529				Cob(I)alamin adenosyltransferase (EC 2.5.1.17) @ Cob(I)alamin adenosyltransferase (EC 2.5.1.17), clustered with cobalamin synthesis	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.532				Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.559				Bacteriorhodopsin	Transporter	TCDB	BLAT	P02945	Halobacterium halobium	the ion-translocating microbial rhodopsin (mr) family.	3.E.1.1.1	10452895;10467143;10548112;10903866;10949307;10949309;11016950;11829498;12049093;1332860;1606953;2359127;2614846;291920;6327180;6706999;6794028;8478333;8676377;9287223;9296502;9541408;9632391;9655347;9751724	96	94	83	1e-122
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.636				Chromosome partition protein smc	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.637				Segregation and condensation protein A	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.665				Leucyl-tRNA synthetase (EC 6.1.1.4)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.679				Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.698				Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.726				Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.7)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.729				DNA topoisomerase I (EC 5.99.1.2)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.734				Aspartyl-tRNA synthetase (EC 6.1.1.12) @ Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.736				Pantoate kinase, archaeal (EC 2.7.1.169)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.743				Methionyl-tRNA synthetase (EC 6.1.1.10)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.768				Proteasome-activating AAA-ATPase (PAN), archaeal	Human Homolog	Human	BLASTP	NP_002793.2	Homo sapiens				79	73	50	0
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.888				Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	Antibiotic Resistance	PATRIC	K-mer Search				protein altering cell wall charge conferring antibiotic resistance	21899450				
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.954				Undecaprenyl-diphosphatase (EC 3.6.1.27)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.973				Inorganic pyrophosphatase (EC 3.6.1.1)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1008				NAD kinase (EC 2.7.1.23)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1029				2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.12)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1116				Indole-3-glycerol phosphate synthase (EC 4.1.1.48)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1209				Fumarate hydratase class II (EC 4.2.1.2)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1209				Fumarate hydratase class II (EC 4.2.1.2)	Human Homolog	Human	BLASTP	NP_000134.2	Homo sapiens				97	90	51	0
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1278				Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1285				Isoleucyl-tRNA synthetase (EC 6.1.1.5)	Antibiotic Resistance	PATRIC	K-mer Search				antibiotic target in susceptible species	7929087				
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1285				Isoleucyl-tRNA synthetase (EC 6.1.1.5)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1293				DNA protection during starvation protein	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1301				Magnesium and cobalt transport protein CorA	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1315				Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1316				Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1317				Anthranilate synthase, aminase component (EC 4.1.3.27)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1318				Anthranilate synthase, amidotransferase component (EC 4.1.3.27)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1349				SSU ribosomal protein S29e (S14p)	Human Homolog	Human	BLASTP	NP_001023.1	Homo sapiens				56	60	52	0.0000006
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1353				LSU ribosomal protein L23e (L14p)	Human Homolog	Human	BLASTP	NP_000969.1	Homo sapiens				96	90	50	6e-37
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1356				LSU ribosomal protein L29p (L35e)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1359				SSU ribosomal protein S15e (S19p)	Human Homolog	Human	BLASTP	NP_001009.1	Homo sapiens				92	91	50	5e-34
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1360				LSU ribosomal protein L8e (L2p)	Drug Target	DrugBank	BLAT	P20276	Haloarcula marismortui (strain ATCC 43049 / DSM 3752 / JCM 8966 / VKM B-1809)	Omacetaxine mepesuccinate	Drug target		99	99	87	1e-123
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1428				Archaetidylserine synthase (EC 2.7.8.38)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1485				Ribokinase (EC 2.7.1.15)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1511				Arginyl-tRNA synthetase (EC 6.1.1.19)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1518				Isochorismate synthase (EC 5.4.4.2) @ Menaquinone-specific isochorismate synthase (EC 5.4.4.2)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1519				2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1521				Naphthoate synthase (EC 4.1.3.36)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1525				O-succinylbenzoate synthase (EC 4.2.1.113)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1531				Aspartate carbamoyltransferase (EC 2.1.3.2)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1536				Fructose-bisphosphate aldolase, archaeal class I (EC 4.1.2.13)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1540				3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1646				Mevalonate kinase (EC 2.7.1.36)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1695				Catalase-peroxidase KatG (EC 1.11.1.21)	Antibiotic Resistance	PATRIC	K-mer Search				antibiotic activation enzyme	14638486				
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1707				Argininosuccinate lyase (EC 4.3.2.1)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1721				Cysteinyl-tRNA synthetase (EC 6.1.1.16)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1744				NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)	Human Homolog	Human	BLASTP	NP_077718.3	Homo sapiens				60	65	51	0
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1753				Adenylosuccinate lyase (EC 4.3.2.2) @ SAICAR lyase (EC 4.3.2.2)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1854				Diaminopimelate epimerase (EC 5.1.1.7)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1855				Diaminopimelate decarboxylase (EC 4.1.1.20)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1868				Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1921				Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1932				Adenine phosphoribosyltransferase (EC 2.4.2.7)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.1965				SSU ribosomal protein S14e (S11p)	Human Homolog	Human	BLASTP	NP_001020242.1	Homo sapiens				92	78	53	5.00264e-43
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2010				Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2010				Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	Human Homolog	Human	BLASTP	NP_003840.2	Homo sapiens				97	82	53	0
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2011				Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2016				Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	Human Homolog	Human	BLASTP	NP_000523.2	Homo sapiens				99	93	58	0
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2026				Chaperone protein DnaK	Human Homolog	Human	BLASTP	NP_004125.3	Homo sapiens				92	90	51	0
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2041				DNA gyrase subunit A (EC 5.99.1.3)	Antibiotic Resistance	PATRIC	K-mer Search				antibiotic target in susceptible species	9293187				
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2041				DNA gyrase subunit A (EC 5.99.1.3)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2042				DNA gyrase subunit B (EC 5.99.1.3)	Antibiotic Resistance	PATRIC	K-mer Search				antibiotic target in susceptible species	21693461\;22279180\;9293187				
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2042				DNA gyrase subunit B (EC 5.99.1.3)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2048				ATP-dependent DNA ligase (EC 6.5.1.1)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2073				O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2083				Methylmalonyl-CoA mutase (EC 5.4.99.2)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2101				Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2109				Aspartyl-tRNA(Asn) amidotransferase subunit C (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit C (EC 6.3.5.7)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2110				Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit A (EC 6.3.5.7)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2217				Cysteine synthase (EC 2.5.1.47)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2220				S-adenosylmethionine synthetase, archaeal (EC 2.5.1.6)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2252				Nucleoside diphosphate kinase (EC 2.7.4.6)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2252				Nucleoside diphosphate kinase (EC 2.7.4.6)	Human Homolog	Human	BLASTP	NP_000260.1	Homo sapiens				100	100	54	0
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2261				Glutamyl-tRNA synthetase (EC 6.1.1.17) @ Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2304				Gamma-glutamyltranspeptidase (EC 2.3.2.2) @ Glutathione hydrolase (EC 3.4.19.13)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2372				Acetoin dehydrogenase E1 component alpha-subunit (EC 2.3.1.190)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2393				Serine acetyltransferase (EC 2.3.1.30)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2436				Triosephosphate isomerase (EC 5.3.1.1)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2439				Archaetidylglycerol phosphate synthase	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2516				Threonyl-tRNA synthetase (EC 6.1.1.3)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2530				L-lactate permease	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2575				Thymidylate kinase (EC 2.7.4.9)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2586				Undecaprenyl diphosphate synthase (EC 2.5.1.31)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2589				DNA primase, archaeal DnaG-type	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2596				Homoserine kinase (EC 2.7.1.39)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2690				hypothetical protein	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2705				hypothetical protein	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2759				CTP synthase (EC 6.3.4.2)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2771				Deoxyribose-phosphate aldolase (EC 4.1.2.4)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2781				Adenylate kinase (EC 2.7.4.3)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2851				Homoserine dehydrogenase (EC 1.1.1.3)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2858				SSU ribosomal protein S23e (S12p)	Human Homolog	Human	BLASTP	NP_001016.1	Homo sapiens				96	95	56	0
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2881				Phosphoglycerate kinase (EC 2.7.2.3)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2958				Adenosylhomocysteinase (EC 3.3.1.1)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.2972				Phosphatidylserine decarboxylase (EC 4.1.1.65)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.3000				Ribose-5-phosphate isomerase A (EC 5.3.1.6)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.3033				Lipoyl synthase (EC 2.8.1.8)	Human Homolog	Human	BLASTP	NP_006850.2	Homo sapiens				93	75	56	0
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.3060				Alanyl-tRNA synthetase (EC 6.1.1.7)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.3065				Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.3089				Glutaryl-CoA dehydrogenase (EC 1.3.8.6)	Human Homolog	Human	BLASTP	NP_000150.1	Homo sapiens				99	87	50	0
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.3104				Low-specificity L-threonine aldolase (EC 4.1.2.48)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.3148				UPF0201 protein MJ1564	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.3155				Tyrosyl-tRNA synthetase (EC 6.1.1.1)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.3165				Homoserine O-acetyltransferase (EC 2.3.1.31)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.3180				Formate--tetrahydrofolate ligase (EC 6.3.4.3)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.3186				Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
