genome_id	genome_name	patric_id	refseq_locus_tag	gene	product	role_name	superclass	class	subclass	subsystem_name
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.229			Translation initiation factor 2	Translation initiation factor 2	Protein Processing	Protein Synthesis		Universal GTPases
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.237			tRNA-guanine(15) transglycosylase (EC 2.4.2.48)	tRNA-guanine(15) transglycosylase (EC 2.4.2.48)	RNA Processing	RNA Processing	RNA processing and modification	Queuosine and archaeosine
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.238			Cold shock protein of CSP family	Cold shock protein of CSP family	Stress Response, Defense, Virulence	Stress Response, Defense and Virulence	Stress Response: Heat/cold shock	Cold shock proteins of CSP family
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.242			Archaeosine synthase (EC 2.6.1.97)	Archaeosine synthase (EC 2.6.1.97)	RNA Processing	RNA Processing	RNA processing and modification	Queuosine and archaeosine
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.275			ADP-ribose pyrophosphatase (EC 3.6.1.13)	ADP-ribose pyrophosphatase (EC 3.6.1.13)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	NAD and NADP	NAD and NADP cofactor biosynthesis bacterial
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.275			ADP-ribose pyrophosphatase (EC 3.6.1.13)	ADP-ribose pyrophosphatase (EC 3.6.1.13)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	NAD and NADP	NAD and NADP cofactor biosynthesis global
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.275			ADP-ribose pyrophosphatase (EC 3.6.1.13)	ADP-ribose pyrophosphatase (EC 3.6.1.13)	Metabolism	Metabolite damage and its repair or mitigation		Nudix proteins (nucleoside triphosphate hydrolases)
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.279			Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)	Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)	Metabolism	Nucleosides and Nucleotides	Purines	DeNovo Purine Biosynthesis
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.280			Phosphoribosylformylglycinamidine synthase, PurS subunit (EC 6.3.5.3)	Phosphoribosylformylglycinamidine synthase, PurS subunit (EC 6.3.5.3)	Metabolism	Nucleosides and Nucleotides	Purines	DeNovo Purine Biosynthesis
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.281			Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)	Metabolism	Nucleosides and Nucleotides	Purines	DeNovo Purine Biosynthesis
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.283			tRNA pseudouridine(54/55) synthase	tRNA pseudouridine(54/55) synthase	RNA Processing	RNA Processing	RNA processing and modification	Box C-D RNA-guided RNA methyltransferase
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.284			Peptide-methionine (S)-S-oxide reductase MsrA (EC 1.8.4.11)	Peptide-methionine (S)-S-oxide reductase MsrA (EC 1.8.4.11)	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Protein processing and modification	Peptide methionine sulfoxide reductase
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.285			Ribonuclease HII (EC 3.1.26.4)	Ribonuclease HII (EC 3.1.26.4)	RNA Processing	RNA Processing	RNA processing and modification	Ribonuclease H
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.299			Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34)	Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34)	Metabolism	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Mevalonate metabolic pathway
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.307			Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)	Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)	Metabolism	Amino Acids and Derivatives	Histidine Metabolism	Histidine Biosynthesis
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.308			Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing), glutaminase subunit (EC 4.3.3.6)	Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing), glutaminase subunit (EC 4.3.3.6)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Pyridoxine	Pyridoxin (Vitamin B6) Biosynthesis
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.320			GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2)	GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2)	Metabolism	Nucleosides and Nucleotides	Purines	DeNovo Purine Biosynthesis
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.320			GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2)	GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2)	Metabolism	Nucleosides and Nucleotides	Purines	GMP synthase
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.320			GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2)	GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2)	Metabolism	Nucleosides and Nucleotides	Purines	IMP and Xanthine conversion to XMP and GMP module
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.330			Lysyl-tRNA synthetase (class I) (EC 6.1.1.6)	Lysyl-tRNA synthetase (class I) (EC 6.1.1.6)	Protein Processing	Protein Synthesis	Aminoacyl-tRNA-synthetases	tRNA aminoacylation, Lys
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.332			Molybdopterin-guanine dinucleotide biosynthesis protein MobB / Molybdopterin synthase catalytic subunit MoaE (EC 2.8.1.12)	Molybdopterin synthase catalytic subunit MoaE (EC 2.8.1.12)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Molybdenum cofactor biosynthesis
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.332			Molybdopterin-guanine dinucleotide biosynthesis protein MobB / Molybdopterin synthase catalytic subunit MoaE (EC 2.8.1.12)	Molybdopterin-guanine dinucleotide biosynthesis protein MobB	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Molybdenum cofactor biosynthesis
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.335			Thiamine-monophosphate kinase (EC 2.7.4.16)	Thiamine-monophosphate kinase (EC 2.7.4.16)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Thiamin	Thiamin, thiazole, hydroxymethylpyrimidine salvage and uptake
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.341			Molybdenum cofactor guanylyltransferase (EC 2.7.7.77)	Molybdenum cofactor guanylyltransferase (EC 2.7.7.77)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Molybdenum cofactor biosynthesis
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.342			tRNA pseudouridine(38-40) synthase (EC 5.4.99.12)	tRNA pseudouridine(38-40) synthase (EC 5.4.99.12)	RNA Processing	RNA Processing	RNA processing and modification	RNA pseudouridine synthases
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.343			Histidyl-tRNA synthetase (EC 6.1.1.21)	Histidyl-tRNA synthetase (EC 6.1.1.21)	Protein Processing	Protein Synthesis	Aminoacyl-tRNA-synthetases	tRNA aminoacylation, His
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.359			Translation initiation factor SUI1-related protein	Translation initiation factor SUI1-related protein	Protein Processing	Protein Synthesis	Translation	Translation initiation factors, eukaryotic and archaeal
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.393			Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	Metabolism	Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine cleavage system
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.393			Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Lipoic acid	Lipoylated proteins
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.393			Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	TCA Cycle
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.394			Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	Metabolism	Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine cleavage system
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.394			Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Lipoic acid	Lipoylated proteins
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.394			Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	TCA Cycle
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.407			Deoxyribodipyrimidine photolyase (EC 4.1.99.3)	Deoxyribodipyrimidine photolyase (EC 4.1.99.3)	DNA Processing	DNA Processing	DNA repair	DNA repair, bacterial photolyase
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.433			Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)	Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)	Energy	Respiration	Electron donating reactions	Succinate dehydrogenase and Fumarate reductase cpmlexes
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.433			Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)	Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)	Energy	Energy and Precursor Metabolites Generation	Central Metabolism	TCA Cycle
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.442			Glucose 1-dehydrogenase (EC 1.1.1.47)	Glucose 1-dehydrogenase (EC 1.1.1.47)	Metabolism	Carbohydrates	Monosaccharides	D-gluconate and ketogluconates metabolism
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.494			Amidase clustered with urea ABC transporter and nitrile hydratase functions	Amidase clustered with urea ABC transporter and nitrile hydratase functions	Metabolism	Nitrogen Metabolism		Amidase clustered with urea and nitrile hydratase functions
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.507			Cryptochrome	Cryptochrome	DNA Processing	DNA Processing	DNA repair	DNA repair, bacterial photolyase
926690.3	Haloplanus natans DSM 17983	fig|926690.3.peg.509			Deoxyribodipyrimidine photolyase (EC 4.1.99.3)	Deoxyribodipyrimidine photolyase (EC 4.1.99.3)	DNA Processing	DNA Processing	DNA repair	DNA repair, bacterial photolyase
