# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000005.1	28486	30213	-	NOZ45208.1			hypothetical protein			GXO79_00345	1728	575	
gene	protein_coding	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000005.1	30223	32178	-							GXO79_00350	1956		
CDS	with_protein	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000005.1	30223	32178	-	NOZ45209.1			hypothetical protein			GXO79_00350	1956	651	
gene	protein_coding	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000005.1	32191	33024	-							GXO79_00355	834		
CDS	with_protein	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000005.1	32191	33024	-	NOZ45210.1			hypothetical protein			GXO79_00355	834	277	
gene	protein_coding	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000005.1	33021	34040	-							GXO79_00360	1020		
CDS	with_protein	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000005.1	33021	34040	-	NOZ45211.1			hypothetical protein			GXO79_00360	1020	339	
gene	protein_coding	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000005.1	34188	34805	-							GXO79_00365	618		
CDS	with_protein	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000005.1	34188	34805	-	NOZ45212.1			cytochrome c3 family protein			GXO79_00365	618	205	
gene	protein_coding	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000005.1	35287	36678	-							GXO79_00370	1392		
CDS	with_protein	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000005.1	35287	36678	-	NOZ45213.1			sigma-54-dependent Fis family transcriptional regulator			GXO79_00370	1392	463	
gene	protein_coding	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000005.1	36683	38185	-							GXO79_00375	1503		
CDS	with_protein	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000005.1	36683	38185	-	NOZ45214.1			HAMP domain-containing protein			GXO79_00375	1503	500	
gene	protein_coding	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000005.1	38277	38614	-							GXO79_00380	338		partial
CDS	with_protein	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000005.1	38277	38614	-	NOZ45215.1			hypothetical protein			GXO79_00380	338	111	partial
gene	protein_coding	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000006.1	1	1805	-							GXO79_00385	1805		partial
CDS	with_protein	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000006.1	1	1805	-	NOZ45216.1			PAS domain S-box protein			GXO79_00385	1805	601	partial
gene	protein_coding	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000006.1	1817	3841	-							GXO79_00390	2025		
CDS	with_protein	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000006.1	1817	3841	-	NOZ45217.1			PAS domain-containing sensor histidine kinase			GXO79_00390	2025	674	
gene	protein_coding	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000006.1	4132	6414	+							GXO79_00395	2283		
CDS	with_protein	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000006.1	4132	6414	+	NOZ45218.1			PAS domain S-box protein			GXO79_00395	2283	760	
gene	protein_coding	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000006.1	6538	7632	+							GXO79_00400	1095		
CDS	with_protein	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000006.1	6538	7632	+	NOZ45219.1			Nif3-like dinuclear metal center hexameric protein			GXO79_00400	1095	364	
gene	protein_coding	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000006.1	7643	8404	+							GXO79_00405	762		
CDS	with_protein	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000006.1	7643	8404	+	NOZ45220.1			hypothetical protein			GXO79_00405	762	253	
gene	protein_coding	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000006.1	8520	10052	+							GXO79_00410	1533		
CDS	with_protein	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000006.1	8520	10052	+	NOZ45221.1			hypothetical protein			GXO79_00410	1533	510	
gene	protein_coding	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000006.1	10045	11640	+							GXO79_00415	1596		
CDS	with_protein	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000006.1	10045	11640	+	NOZ45222.1			YfcC family protein			GXO79_00415	1596	531	
gene	protein_coding	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000006.1	11647	13083	-							GXO79_00420	1437		
CDS	with_protein	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000006.1	11647	13083	-	NOZ45223.1			peptide MFS transporter			GXO79_00420	1437	478	
gene	protein_coding	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000006.1	13139	14326	-							GXO79_00425	1188		
CDS	with_protein	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000006.1	13139	14326	-	NOZ45224.1			DUF438 domain-containing protein			GXO79_00425	1188	395	
gene	protein_coding	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000006.1	14450	15241	-							GXO79_00430	792		
CDS	with_protein	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000006.1	14450	15241	-	NOZ45225.1			TPM domain-containing protein			GXO79_00430	792	263	
gene	protein_coding	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000006.1	15326	15763	-							GXO79_00435	438		
CDS	with_protein	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000006.1	15326	15763	-	NOZ45226.1			TPM domain-containing protein			GXO79_00435	438	145	
gene	protein_coding	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000006.1	16078	16668	-							GXO79_00440	591		
CDS	with_protein	GCA_013152655.1	Primary Assembly	unplaced scaffold		JAADFW010000006.1	16078	16668	-	NOZ45227.1			LemA family protein			GXO79_00440	591	196	
