# Assembly name:  ASM366200v1
# Organism name:  Candidatus Bathyarchaeota archaeon (archaea)
# Isolate:  B64_G1
# Taxid:          2026714
# BioSample:      SAMN09214776
# BioProject:     PRJNA362212
# Submitter:      The University of Texas at Austin
# Date:           2018-10-15
# Assembly type:  na
# Release type:   major
# Assembly level: Contig
# Genome representation: full
# WGS project:    QMXF01
# Assembly method: megahit v. 1.0.6
# Expected final version: yes
# Genome coverage: 57.8671679197995x
# Sequencing technology: Illumina HiSeq
# Excluded from RefSeq: derived from metagenome; fragmented assembly; genus undefined
# GenBank assembly accession: GCA_003662005.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_003662015.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
B64_Guay1_scaffold_15200	unplaced-scaffold	na	na	QMXF01000062.1	<>	na	Primary Assembly	4629	na
B64_Guay1_scaffold_15283	unplaced-scaffold	na	na	QMXF01000063.1	<>	na	Primary Assembly	4617	na
B64_Guay1_scaffold_15468	unplaced-scaffold	na	na	QMXF01000064.1	<>	na	Primary Assembly	4585	na
B64_Guay1_scaffold_15598	unplaced-scaffold	na	na	QMXF01000065.1	<>	na	Primary Assembly	4569	na
B64_Guay1_scaffold_16041	unplaced-scaffold	na	na	QMXF01000066.1	<>	na	Primary Assembly	4514	na
B64_Guay1_scaffold_16090	unplaced-scaffold	na	na	QMXF01000067.1	<>	na	Primary Assembly	4508	na
B64_Guay1_scaffold_16706	unplaced-scaffold	na	na	QMXF01000068.1	<>	na	Primary Assembly	4424	na
B64_Guay1_scaffold_16762	unplaced-scaffold	na	na	QMXF01000069.1	<>	na	Primary Assembly	4417	na
B64_Guay1_scaffold_16838	unplaced-scaffold	na	na	QMXF01000070.1	<>	na	Primary Assembly	4407	na
B64_Guay1_scaffold_17014	unplaced-scaffold	na	na	QMXF01000071.1	<>	na	Primary Assembly	4386	na
B64_Guay1_scaffold_17015	unplaced-scaffold	na	na	QMXF01000072.1	<>	na	Primary Assembly	4385	na
B64_Guay1_scaffold_17590	unplaced-scaffold	na	na	QMXF01000073.1	<>	na	Primary Assembly	4319	na
B64_Guay1_scaffold_17794	unplaced-scaffold	na	na	QMXF01000074.1	<>	na	Primary Assembly	4297	na
B64_Guay1_scaffold_17819	unplaced-scaffold	na	na	QMXF01000075.1	<>	na	Primary Assembly	4295	na
B64_Guay1_scaffold_17856	unplaced-scaffold	na	na	QMXF01000076.1	<>	na	Primary Assembly	4292	na
B64_Guay1_scaffold_17892	unplaced-scaffold	na	na	QMXF01000077.1	<>	na	Primary Assembly	4288	na
B64_Guay1_scaffold_18496	unplaced-scaffold	na	na	QMXF01000078.1	<>	na	Primary Assembly	4222	na
B64_Guay1_scaffold_18521	unplaced-scaffold	na	na	QMXF01000079.1	<>	na	Primary Assembly	4220	na
B64_Guay1_scaffold_18588	unplaced-scaffold	na	na	QMXF01000080.1	<>	na	Primary Assembly	4211	na
B64_Guay1_scaffold_19205	unplaced-scaffold	na	na	QMXF01000081.1	<>	na	Primary Assembly	4149	na
B64_Guay1_scaffold_19432	unplaced-scaffold	na	na	QMXF01000082.1	<>	na	Primary Assembly	4125	na
B64_Guay1_scaffold_19468	unplaced-scaffold	na	na	QMXF01000083.1	<>	na	Primary Assembly	4121	na
B64_Guay1_scaffold_19618	unplaced-scaffold	na	na	QMXF01000084.1	<>	na	Primary Assembly	4108	na
B64_Guay1_scaffold_19655	unplaced-scaffold	na	na	QMXF01000085.1	<>	na	Primary Assembly	4103	na
B64_Guay1_scaffold_19658	unplaced-scaffold	na	na	QMXF01000086.1	<>	na	Primary Assembly	4103	na
B64_Guay1_scaffold_19846	unplaced-scaffold	na	na	QMXF01000087.1	<>	na	Primary Assembly	4083	na
B64_Guay1_scaffold_20555	unplaced-scaffold	na	na	QMXF01000088.1	<>	na	Primary Assembly	4018	na
B64_Guay1_scaffold_21021	unplaced-scaffold	na	na	QMXF01000089.1	<>	na	Primary Assembly	3975	na
B64_Guay1_scaffold_21203	unplaced-scaffold	na	na	QMXF01000090.1	<>	na	Primary Assembly	3958	na
B64_Guay1_scaffold_21213	unplaced-scaffold	na	na	QMXF01000091.1	<>	na	Primary Assembly	3957	na
B64_Guay1_scaffold_21226	unplaced-scaffold	na	na	QMXF01000092.1	<>	na	Primary Assembly	3956	na
B64_Guay1_scaffold_21465	unplaced-scaffold	na	na	QMXF01000093.1	<>	na	Primary Assembly	3936	na
B64_Guay1_scaffold_21490	unplaced-scaffold	na	na	QMXF01000094.1	<>	na	Primary Assembly	3934	na
B64_Guay1_scaffold_21518	unplaced-scaffold	na	na	QMXF01000095.1	<>	na	Primary Assembly	3931	na
B64_Guay1_scaffold_21599	unplaced-scaffold	na	na	QMXF01000096.1	<>	na	Primary Assembly	3922	na
B64_Guay1_scaffold_21763	unplaced-scaffold	na	na	QMXF01000097.1	<>	na	Primary Assembly	3909	na
B64_Guay1_scaffold_21808	unplaced-scaffold	na	na	QMXF01000098.1	<>	na	Primary Assembly	3905	na
B64_Guay1_scaffold_21927	unplaced-scaffold	na	na	QMXF01000099.1	<>	na	Primary Assembly	3894	na
B64_Guay1_scaffold_21987	unplaced-scaffold	na	na	QMXF01000100.1	<>	na	Primary Assembly	3889	na
B64_Guay1_scaffold_22016	unplaced-scaffold	na	na	QMXF01000101.1	<>	na	Primary Assembly	3887	na
B64_Guay1_scaffold_22089	unplaced-scaffold	na	na	QMXF01000102.1	<>	na	Primary Assembly	3881	na
B64_Guay1_scaffold_22358	unplaced-scaffold	na	na	QMXF01000103.1	<>	na	Primary Assembly	3860	na
B64_Guay1_scaffold_22534	unplaced-scaffold	na	na	QMXF01000104.1	<>	na	Primary Assembly	3846	na
B64_Guay1_scaffold_22709	unplaced-scaffold	na	na	QMXF01000105.1	<>	na	Primary Assembly	3832	na
B64_Guay1_scaffold_22772	unplaced-scaffold	na	na	QMXF01000106.1	<>	na	Primary Assembly	3827	na
B64_Guay1_scaffold_23107	unplaced-scaffold	na	na	QMXF01000107.1	<>	na	Primary Assembly	3800	na
B64_Guay1_scaffold_23137	unplaced-scaffold	na	na	QMXF01000108.1	<>	na	Primary Assembly	3798	na
B64_Guay1_scaffold_23221	unplaced-scaffold	na	na	QMXF01000109.1	<>	na	Primary Assembly	3791	na
B64_Guay1_scaffold_23381	unplaced-scaffold	na	na	QMXF01000110.1	<>	na	Primary Assembly	3780	na
B64_Guay1_scaffold_23738	unplaced-scaffold	na	na	QMXF01000111.1	<>	na	Primary Assembly	3752	na
B64_Guay1_scaffold_23795	unplaced-scaffold	na	na	QMXF01000112.1	<>	na	Primary Assembly	3747	na
B64_Guay1_scaffold_23810	unplaced-scaffold	na	na	QMXF01000113.1	<>	na	Primary Assembly	3746	na
B64_Guay1_scaffold_23912	unplaced-scaffold	na	na	QMXF01000114.1	<>	na	Primary Assembly	3739	na
B64_Guay1_scaffold_24152	unplaced-scaffold	na	na	QMXF01000115.1	<>	na	Primary Assembly	3721	na
B64_Guay1_scaffold_24372	unplaced-scaffold	na	na	QMXF01000116.1	<>	na	Primary Assembly	3704	na
B64_Guay1_scaffold_24566	unplaced-scaffold	na	na	QMXF01000117.1	<>	na	Primary Assembly	3691	na
B64_Guay1_scaffold_24622	unplaced-scaffold	na	na	QMXF01000118.1	<>	na	Primary Assembly	3687	na
B64_Guay1_scaffold_24790	unplaced-scaffold	na	na	QMXF01000119.1	<>	na	Primary Assembly	3676	na
B64_Guay1_scaffold_24823	unplaced-scaffold	na	na	QMXF01000120.1	<>	na	Primary Assembly	3673	na
B64_Guay1_scaffold_25464	unplaced-scaffold	na	na	QMXF01000121.1	<>	na	Primary Assembly	3630	na
B64_Guay1_scaffold_25519	unplaced-scaffold	na	na	QMXF01000122.1	<>	na	Primary Assembly	3627	na
B64_Guay1_scaffold_25528	unplaced-scaffold	na	na	QMXF01000123.1	<>	na	Primary Assembly	3626	na
B64_Guay1_scaffold_25856	unplaced-scaffold	na	na	QMXF01000124.1	<>	na	Primary Assembly	3603	na
B64_Guay1_scaffold_26080	unplaced-scaffold	na	na	QMXF01000125.1	<>	na	Primary Assembly	3587	na
B64_Guay1_scaffold_26564	unplaced-scaffold	na	na	QMXF01000126.1	<>	na	Primary Assembly	3554	na
B64_Guay1_scaffold_26826	unplaced-scaffold	na	na	QMXF01000127.1	<>	na	Primary Assembly	3536	na
B64_Guay1_scaffold_26981	unplaced-scaffold	na	na	QMXF01000128.1	<>	na	Primary Assembly	3526	na
B64_Guay1_scaffold_27125	unplaced-scaffold	na	na	QMXF01000129.1	<>	na	Primary Assembly	3516	na
B64_Guay1_scaffold_27826	unplaced-scaffold	na	na	QMXF01000130.1	<>	na	Primary Assembly	3475	na
B64_Guay1_scaffold_27976	unplaced-scaffold	na	na	QMXF01000131.1	<>	na	Primary Assembly	3465	na
B64_Guay1_scaffold_28087	unplaced-scaffold	na	na	QMXF01000132.1	<>	na	Primary Assembly	3459	na
B64_Guay1_scaffold_28367	unplaced-scaffold	na	na	QMXF01000133.1	<>	na	Primary Assembly	3440	na
B64_Guay1_scaffold_28450	unplaced-scaffold	na	na	QMXF01000134.1	<>	na	Primary Assembly	3435	na
B64_Guay1_scaffold_28599	unplaced-scaffold	na	na	QMXF01000135.1	<>	na	Primary Assembly	3426	na
B64_Guay1_scaffold_28840	unplaced-scaffold	na	na	QMXF01000136.1	<>	na	Primary Assembly	3413	na
B64_Guay1_scaffold_28962	unplaced-scaffold	na	na	QMXF01000137.1	<>	na	Primary Assembly	3407	na
B64_Guay1_scaffold_29099	unplaced-scaffold	na	na	QMXF01000138.1	<>	na	Primary Assembly	3398	na
B64_Guay1_scaffold_29358	unplaced-scaffold	na	na	QMXF01000139.1	<>	na	Primary Assembly	3384	na
B64_Guay1_scaffold_29514	unplaced-scaffold	na	na	QMXF01000140.1	<>	na	Primary Assembly	3375	na
B64_Guay1_scaffold_29682	unplaced-scaffold	na	na	QMXF01000141.1	<>	na	Primary Assembly	3365	na
B64_Guay1_scaffold_29718	unplaced-scaffold	na	na	QMXF01000142.1	<>	na	Primary Assembly	3363	na
B64_Guay1_scaffold_29801	unplaced-scaffold	na	na	QMXF01000143.1	<>	na	Primary Assembly	3359	na
B64_Guay1_scaffold_29966	unplaced-scaffold	na	na	QMXF01000144.1	<>	na	Primary Assembly	3349	na
B64_Guay1_scaffold_30429	unplaced-scaffold	na	na	QMXF01000145.1	<>	na	Primary Assembly	3325	na
B64_Guay1_scaffold_30451	unplaced-scaffold	na	na	QMXF01000146.1	<>	na	Primary Assembly	3323	na
B64_Guay1_scaffold_30546	unplaced-scaffold	na	na	QMXF01000147.1	<>	na	Primary Assembly	3318	na
B64_Guay1_scaffold_30834	unplaced-scaffold	na	na	QMXF01000148.1	<>	na	Primary Assembly	3301	na
B64_Guay1_scaffold_30954	unplaced-scaffold	na	na	QMXF01000149.1	<>	na	Primary Assembly	3295	na
B64_Guay1_scaffold_31019	unplaced-scaffold	na	na	QMXF01000150.1	<>	na	Primary Assembly	3291	na
B64_Guay1_scaffold_31362	unplaced-scaffold	na	na	QMXF01000151.1	<>	na	Primary Assembly	3273	na
B64_Guay1_scaffold_31638	unplaced-scaffold	na	na	QMXF01000152.1	<>	na	Primary Assembly	3261	na
B64_Guay1_scaffold_31704	unplaced-scaffold	na	na	QMXF01000153.1	<>	na	Primary Assembly	3257	na
B64_Guay1_scaffold_31861	unplaced-scaffold	na	na	QMXF01000154.1	<>	na	Primary Assembly	3249	na
B64_Guay1_scaffold_31954	unplaced-scaffold	na	na	QMXF01000155.1	<>	na	Primary Assembly	3244	na
B64_Guay1_scaffold_32862	unplaced-scaffold	na	na	QMXF01000156.1	<>	na	Primary Assembly	3202	na
B64_Guay1_scaffold_32944	unplaced-scaffold	na	na	QMXF01000157.1	<>	na	Primary Assembly	3198	na
B64_Guay1_scaffold_33140	unplaced-scaffold	na	na	QMXF01000158.1	<>	na	Primary Assembly	3189	na
B64_Guay1_scaffold_33442	unplaced-scaffold	na	na	QMXF01000159.1	<>	na	Primary Assembly	3175	na
B64_Guay1_scaffold_33544	unplaced-scaffold	na	na	QMXF01000160.1	<>	na	Primary Assembly	3170	na
B64_Guay1_scaffold_33653	unplaced-scaffold	na	na	QMXF01000161.1	<>	na	Primary Assembly	3165	na
B64_Guay1_scaffold_33803	unplaced-scaffold	na	na	QMXF01000162.1	<>	na	Primary Assembly	3157	na
B64_Guay1_scaffold_34223	unplaced-scaffold	na	na	QMXF01000163.1	<>	na	Primary Assembly	3138	na
B64_Guay1_scaffold_34330	unplaced-scaffold	na	na	QMXF01000164.1	<>	na	Primary Assembly	3134	na
B64_Guay1_scaffold_34484	unplaced-scaffold	na	na	QMXF01000165.1	<>	na	Primary Assembly	3127	na
B64_Guay1_scaffold_34642	unplaced-scaffold	na	na	QMXF01000166.1	<>	na	Primary Assembly	3120	na
B64_Guay1_scaffold_35050	unplaced-scaffold	na	na	QMXF01000167.1	<>	na	Primary Assembly	3102	na
B64_Guay1_scaffold_35191	unplaced-scaffold	na	na	QMXF01000168.1	<>	na	Primary Assembly	3096	na
B64_Guay1_scaffold_35306	unplaced-scaffold	na	na	QMXF01000169.1	<>	na	Primary Assembly	3090	na
B64_Guay1_scaffold_35312	unplaced-scaffold	na	na	QMXF01000170.1	<>	na	Primary Assembly	3090	na
B64_Guay1_scaffold_35450	unplaced-scaffold	na	na	QMXF01000171.1	<>	na	Primary Assembly	3083	na
B64_Guay1_scaffold_35469	unplaced-scaffold	na	na	QMXF01000172.1	<>	na	Primary Assembly	3082	na
B64_Guay1_scaffold_35773	unplaced-scaffold	na	na	QMXF01000173.1	<>	na	Primary Assembly	3070	na
B64_Guay1_scaffold_35775	unplaced-scaffold	na	na	QMXF01000174.1	<>	na	Primary Assembly	3070	na
B64_Guay1_scaffold_35784	unplaced-scaffold	na	na	QMXF01000175.1	<>	na	Primary Assembly	3070	na
B64_Guay1_scaffold_35804	unplaced-scaffold	na	na	QMXF01000176.1	<>	na	Primary Assembly	3069	na
B64_Guay1_scaffold_36361	unplaced-scaffold	na	na	QMXF01000177.1	<>	na	Primary Assembly	3046	na
B64_Guay1_scaffold_36470	unplaced-scaffold	na	na	QMXF01000178.1	<>	na	Primary Assembly	3041	na
B64_Guay1_scaffold_36484	unplaced-scaffold	na	na	QMXF01000179.1	<>	na	Primary Assembly	3041	na
B64_Guay1_scaffold_37057	unplaced-scaffold	na	na	QMXF01000180.1	<>	na	Primary Assembly	3018	na
B64_Guay1_scaffold_37335	unplaced-scaffold	na	na	QMXF01000181.1	<>	na	Primary Assembly	3007	na
B64_Guay1_scaffold_37578	unplaced-scaffold	na	na	QMXF01000182.1	<>	na	Primary Assembly	2997	na
B64_Guay1_scaffold_37595	unplaced-scaffold	na	na	QMXF01000183.1	<>	na	Primary Assembly	2996	na
B64_Guay1_scaffold_37823	unplaced-scaffold	na	na	QMXF01000184.1	<>	na	Primary Assembly	2987	na
B64_Guay1_scaffold_37903	unplaced-scaffold	na	na	QMXF01000185.1	<>	na	Primary Assembly	2984	na
B64_Guay1_scaffold_38186	unplaced-scaffold	na	na	QMXF01000186.1	<>	na	Primary Assembly	2973	na
B64_Guay1_scaffold_38288	unplaced-scaffold	na	na	QMXF01000187.1	<>	na	Primary Assembly	2969	na
B64_Guay1_scaffold_38925	unplaced-scaffold	na	na	QMXF01000188.1	<>	na	Primary Assembly	2944	na
B64_Guay1_scaffold_39017	unplaced-scaffold	na	na	QMXF01000189.1	<>	na	Primary Assembly	2941	na
B64_Guay1_scaffold_39046	unplaced-scaffold	na	na	QMXF01000190.1	<>	na	Primary Assembly	2940	na
B64_Guay1_scaffold_39626	unplaced-scaffold	na	na	QMXF01000191.1	<>	na	Primary Assembly	2918	na
B64_Guay1_scaffold_39840	unplaced-scaffold	na	na	QMXF01000192.1	<>	na	Primary Assembly	2911	na
B64_Guay1_scaffold_39911	unplaced-scaffold	na	na	QMXF01000193.1	<>	na	Primary Assembly	2909	na
B64_Guay1_scaffold_40312	unplaced-scaffold	na	na	QMXF01000194.1	<>	na	Primary Assembly	2894	na
B64_Guay1_scaffold_40422	unplaced-scaffold	na	na	QMXF01000195.1	<>	na	Primary Assembly	2890	na
B64_Guay1_scaffold_41030	unplaced-scaffold	na	na	QMXF01000196.1	<>	na	Primary Assembly	2867	na
B64_Guay1_scaffold_41249	unplaced-scaffold	na	na	QMXF01000197.1	<>	na	Primary Assembly	2860	na
B64_Guay1_scaffold_41254	unplaced-scaffold	na	na	QMXF01000198.1	<>	na	Primary Assembly	2860	na
B64_Guay1_scaffold_41258	unplaced-scaffold	na	na	QMXF01000199.1	<>	na	Primary Assembly	2859	na
B64_Guay1_scaffold_41311	unplaced-scaffold	na	na	QMXF01000200.1	<>	na	Primary Assembly	2858	na
B64_Guay1_scaffold_41366	unplaced-scaffold	na	na	QMXF01000201.1	<>	na	Primary Assembly	2856	na
B64_Guay1_scaffold_41896	unplaced-scaffold	na	na	QMXF01000202.1	<>	na	Primary Assembly	2838	na
B64_Guay1_scaffold_41941	unplaced-scaffold	na	na	QMXF01000203.1	<>	na	Primary Assembly	2836	na
B64_Guay1_scaffold_42111	unplaced-scaffold	na	na	QMXF01000204.1	<>	na	Primary Assembly	2830	na
B64_Guay1_scaffold_42229	unplaced-scaffold	na	na	QMXF01000205.1	<>	na	Primary Assembly	2826	na
B64_Guay1_scaffold_42316	unplaced-scaffold	na	na	QMXF01000206.1	<>	na	Primary Assembly	2824	na
B64_Guay1_scaffold_42343	unplaced-scaffold	na	na	QMXF01000207.1	<>	na	Primary Assembly	2823	na
B64_Guay1_scaffold_42556	unplaced-scaffold	na	na	QMXF01000208.1	<>	na	Primary Assembly	2816	na
B64_Guay1_scaffold_42621	unplaced-scaffold	na	na	QMXF01000209.1	<>	na	Primary Assembly	2814	na
B64_Guay1_scaffold_42832	unplaced-scaffold	na	na	QMXF01000210.1	<>	na	Primary Assembly	2807	na
B64_Guay1_scaffold_42892	unplaced-scaffold	na	na	QMXF01000211.1	<>	na	Primary Assembly	2805	na
B64_Guay1_scaffold_42930	unplaced-scaffold	na	na	QMXF01000212.1	<>	na	Primary Assembly	2804	na
B64_Guay1_scaffold_43229	unplaced-scaffold	na	na	QMXF01000213.1	<>	na	Primary Assembly	2793	na
B64_Guay1_scaffold_43445	unplaced-scaffold	na	na	QMXF01000214.1	<>	na	Primary Assembly	2786	na
B64_Guay1_scaffold_43548	unplaced-scaffold	na	na	QMXF01000215.1	<>	na	Primary Assembly	2783	na
B64_Guay1_scaffold_43720	unplaced-scaffold	na	na	QMXF01000216.1	<>	na	Primary Assembly	2777	na
B64_Guay1_scaffold_43776	unplaced-scaffold	na	na	QMXF01000217.1	<>	na	Primary Assembly	2775	na
B64_Guay1_scaffold_44469	unplaced-scaffold	na	na	QMXF01000218.1	<>	na	Primary Assembly	2753	na
B64_Guay1_scaffold_44470	unplaced-scaffold	na	na	QMXF01000219.1	<>	na	Primary Assembly	2753	na
B64_Guay1_scaffold_44472	unplaced-scaffold	na	na	QMXF01000220.1	<>	na	Primary Assembly	2753	na
B64_Guay1_scaffold_45199	unplaced-scaffold	na	na	QMXF01000221.1	<>	na	Primary Assembly	2732	na
B64_Guay1_scaffold_45210	unplaced-scaffold	na	na	QMXF01000222.1	<>	na	Primary Assembly	2731	na
