# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000001.1	8142	8594	+							DRO29_00085	453		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000001.1	8142	8594	+	RLG98790.1			50S ribosomal protein L19e			DRO29_00085	453	150	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000001.1	8594	9196	+							DRO29_00090	603		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000001.1	8594	9196	+	RLG98791.1			50S ribosomal protein L18			DRO29_00090	603	200	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000001.1	9347	9532	-							DRO29_00095	186		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000001.1	9347	9532	-	RLG98800.1			RNA-binding protein			DRO29_00095	186	61	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000001.1	9573	10790	-							DRO29_00100	1218		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000001.1	9573	10790	-	RLG98792.1			NAD(P)/FAD-dependent oxidoreductase			DRO29_00100	1218	405	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000001.1	11332	11862	+							DRO29_00105	531		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000001.1	11332	11862	+	RLG98793.1			hypothetical protein			DRO29_00105	531	176	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000001.1	11892	12680	-							DRO29_00110	789		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000001.1	11892	12680	-	RLG98794.1			GTPase			DRO29_00110	789	262	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000001.1	12865	13665	-							DRO29_00115	801		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000001.1	12865	13665	-	RLG98801.1			competence damage-inducible protein A			DRO29_00115	801	266	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000001.1	13712	13918	-							DRO29_00120	207		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000001.1	13712	13918	-	RLG98795.1			hypothetical protein			DRO29_00120	207	68	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000001.1	13987	14760	-							DRO29_00125	774		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000001.1	13987	14760	-	RLG98796.1			hypothetical protein			DRO29_00125	774	257	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000001.1	14757	16517	-							DRO29_00130	1761		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000001.1	14757	16517	-	RLG98797.1			ABC transporter			DRO29_00130	1761	586	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000001.1	16655	17197	-							DRO29_00135	543		partial
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000001.1	16655	17197	-	RLG98798.1			agmatinase			DRO29_00135	543	180	partial
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000002.1	1	636	+					larE		DRO29_00140	636		partial
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000002.1	1	636	+	RLG98750.1			ATP-dependent sacrificial sulfur transferase LarE	larE		DRO29_00140	636	211	partial
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000002.1	718	1500	-							DRO29_00145	783		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000002.1	718	1500	-	RLG98761.1			ribose 1,5-bisphosphate isomerase			DRO29_00145	783	260	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000002.1	1862	2965	+							DRO29_00150	1104		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000002.1	1862	2965	+	RLG98762.1			ATP-NAD kinase			DRO29_00150	1104	367	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000002.1	2975	4066	-					amrS		DRO29_00155	1092		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000002.1	2975	4066	-	RLG98751.1			AmmeMemoRadiSam system radical SAM enzyme	amrS		DRO29_00155	1092	363	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000002.1	4145	5527	+							DRO29_00160	1383		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000002.1	4145	5527	+	RLG98752.1			glycerate kinase			DRO29_00160	1383	460	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000002.1	5558	5782	-							DRO29_00165	225		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000002.1	5558	5782	-	RLG98753.1			hypothetical protein			DRO29_00165	225	74	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000002.1	5928	6359	+							DRO29_00170	432		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000002.1	5928	6359	+	RLG98754.1			CoA-binding protein			DRO29_00170	432	143	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000002.1	6603	7466	+							DRO29_00175	864		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000002.1	6603	7466	+	RLG98755.1			hypothetical protein			DRO29_00175	864	287	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000002.1	7574	8404	+							DRO29_00180	831		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000002.1	7574	8404	+	RLG98756.1			hypothetical protein			DRO29_00180	831	276	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000002.1	8595	10412	+							DRO29_00185	1818		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000002.1	8595	10412	+	RLG98757.1			hypothetical protein			DRO29_00185	1818	605	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000002.1	10431	11771	+							DRO29_00190	1341		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000002.1	10431	11771	+	RLG98758.1			MBL fold metallo-hydrolase			DRO29_00190	1341	446	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000002.1	11768	13405	-							DRO29_00195	1638		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000002.1	11768	13405	-	RLG98759.1			hypothetical protein			DRO29_00195	1638	545	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000002.1	13522	14301	-							DRO29_00200	780		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000002.1	13522	14301	-	RLG98760.1			hypothetical protein			DRO29_00200	780	259	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000003.1	1	959	-							DRO29_00205	959		partial
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000003.1	1	959	-	RLG98728.1			hypothetical protein			DRO29_00205	959	320	partial
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000003.1	1096	2514	-							DRO29_00210	1419		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000003.1	1096	2514	-	RLG98729.1			hypothetical protein			DRO29_00210	1419	472	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000003.1	2955	3146	+							DRO29_00215	192		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000003.1	2955	3146	+	RLG98738.1			hypothetical protein			DRO29_00215	192	63	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000003.1	3356	4258	-							DRO29_00220	903		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000003.1	3356	4258	-	RLG98730.1			transaldolase			DRO29_00220	903	300	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000003.1	4474	4692	-							DRO29_00225	219		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000003.1	4474	4692	-	RLG98731.1			CopG family transcriptional regulator			DRO29_00225	219	72	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000003.1	4695	5945	-					tuf		DRO29_00230	1251		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000003.1	4695	5945	-	RLG98732.1			elongation factor 1-alpha	tuf		DRO29_00230	1251	416	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000003.1	5929	6714	-							DRO29_00235	786		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000003.1	5929	6714	-	RLG98733.1			hypothetical protein			DRO29_00235	786	261	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000003.1	6919	7728	+							DRO29_00240	810		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000003.1	6919	7728	+	RLG98734.1			electron transfer flavoprotein, beta subunit			DRO29_00240	810	269	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000003.1	7761	8741	+							DRO29_00245	981		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000003.1	7761	8741	+	RLG98735.1			electron transfer flavoprotein subunit alpha/FixB family protein			DRO29_00245	981	326	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000003.1	8738	9529	-							DRO29_00250	792		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000003.1	8738	9529	-	RLG98736.1			hypothetical protein			DRO29_00250	792	263	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000003.1	9692	11074	+							DRO29_00255	1383		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000003.1	9692	11074	+	RLG98739.1			hypothetical protein			DRO29_00255	1383	460	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000003.1	11080	11301	-							DRO29_00260	222		partial
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000003.1	11080	11301	-	RLG98737.1			hypothetical protein			DRO29_00260	222	73	partial
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000004.1	1	270	+							DRO29_00265	270		partial
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000004.1	1	270	+	RLG98705.1			aminodeoxychorismate/anthranilate synthase component II			DRO29_00265	270	89	partial
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000004.1	287	1345	+					trpD		DRO29_00270	1059		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000004.1	287	1345	+	RLG98713.1			anthranilate phosphoribosyltransferase	trpD		DRO29_00270	1059	352	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000004.1	1338	2120	+							DRO29_00275	783		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000004.1	1338	2120	+	RLG98706.1			indole-3-glycerol-phosphate synthase			DRO29_00275	783	260	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000004.1	2117	2767	+							DRO29_00280	651		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000004.1	2117	2767	+	RLG98707.1			phosphoribosylanthranilate isomerase			DRO29_00280	651	216	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000004.1	2788	3963	+					trpB		DRO29_00285	1176		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000004.1	2788	3963	+	RLG98714.1			tryptophan synthase subunit beta	trpB		DRO29_00285	1176	391	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000004.1	3960	4775	+							DRO29_00290	816		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000004.1	3960	4775	+	RLG98708.1			tryptophan synthase subunit alpha			DRO29_00290	816	271	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000004.1	5097	6041	-							DRO29_00295	945		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000004.1	5097	6041	-	RLG98709.1			nucleoside hydrolase			DRO29_00295	945	314	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000004.1	6153	8474	-							DRO29_00300	2322		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000004.1	6153	8474	-	RLG98710.1			hypothetical protein			DRO29_00300	2322	773	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000004.1	8565	9338	-							DRO29_00305	774		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000004.1	8565	9338	-	RLG98711.1			hypothetical protein			DRO29_00305	774	257	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000004.1	9466	10872	+							DRO29_00310	1407		partial
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000004.1	9466	10872	+	RLG98712.1			hypothetical protein			DRO29_00310	1407	469	partial
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000005.1	1	485	-					tpiA		DRO29_00315	485		partial
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000005.1	1	485	-	RLG98694.1			triose-phosphate isomerase	tpiA		DRO29_00315	485	162	partial
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000005.1	607	861	-							DRO29_00320	255		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000005.1	607	861	-	RLG98688.1			hypothetical protein			DRO29_00320	255	84	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000005.1	866	2140	-							DRO29_00325	1275		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000005.1	866	2140	-	RLG98689.1			hypothetical protein			DRO29_00325	1275	424	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000005.1	2309	3637	-							DRO29_00330	1329		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000005.1	2309	3637	-	RLG98690.1			hypothetical protein			DRO29_00330	1329	442	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000005.1	3979	4293	+					rpl12p		DRO29_00335	315		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000005.1	3979	4293	+	RLG98691.1			50S ribosomal protein P1	rpl12p		DRO29_00335	315	104	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000005.1	4396	7164	+							DRO29_00340	2769		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000005.1	4396	7164	+	RLG98692.1			alanine--tRNA ligase			DRO29_00340	2769	922	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000005.1	7169	9645	+					leuS		DRO29_00345	2477		partial
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000005.1	7169	9645	+	RLG98693.1			leucine--tRNA ligase	leuS		DRO29_00345	2477	826	partial
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000006.1	1	776	-							DRO29_00350	776		partial
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000006.1	1	776	-	RLG98672.1			L-threonine 3-dehydrogenase			DRO29_00350	776	259	partial
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000006.1	900	2195	+					larA		DRO29_00355	1296		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000006.1	900	2195	+	RLG98673.1			nickel-dependent lactate racemase	larA		DRO29_00355	1296	431	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000006.1	2241	3779	+					xylB		DRO29_00360	1539		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000006.1	2241	3779	+	RLG98674.1			xylulokinase	xylB		DRO29_00360	1539	512	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000006.1	3812	4702	-							DRO29_00365	891		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000006.1	3812	4702	-	RLG98675.1			dihydrodipicolinate synthase family protein			DRO29_00365	891	296	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000006.1	4695	5702	-							DRO29_00370	1008		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000006.1	4695	5702	-	RLG98676.1			hydroxyacid dehydrogenase			DRO29_00370	1008	335	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000006.1	5816	6814	+							DRO29_00375	999		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000006.1	5816	6814	+	RLG98677.1			hypothetical protein			DRO29_00375	999	332	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000006.1	6801	7988	-							DRO29_00380	1188		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000006.1	6801	7988	-	RLG98678.1			hypothetical protein			DRO29_00380	1188	395	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000006.1	8040	8582	-							DRO29_00385	543		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000006.1	8040	8582	-	RLG98679.1			inosine-5-monophosphate dehydrogenase			DRO29_00385	543	180	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000006.1	8680	9231	+							DRO29_00390	552		partial
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000006.1	8680	9231	+	RLG98680.1			S-adenosylmethionine synthetase			DRO29_00390	552	184	partial
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000007.1	118	1152	-							DRO29_00395	1035		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000007.1	118	1152	-	RLG98661.1			3-isopropylmalate dehydrogenase			DRO29_00395	1035	344	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000007.1	1139	1651	-					leuD		DRO29_00400	513		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000007.1	1139	1651	-	RLG98656.1			3-isopropylmalate dehydratase small subunit	leuD		DRO29_00400	513	170	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000007.1	1648	2910	-							DRO29_00405	1263		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000007.1	1648	2910	-	RLG98657.1			3-isopropylmalate dehydratase large subunit			DRO29_00405	1263	420	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000007.1	2940	3932	-							DRO29_00410	993		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000007.1	2940	3932	-	RLG98658.1			ketol-acid reductoisomerase			DRO29_00410	993	330	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000007.1	3985	4494	-							DRO29_00415	510		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000007.1	3985	4494	-	RLG98662.1			acetolactate synthase small subunit			DRO29_00415	510	169	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000007.1	4497	6194	-					ilvB		DRO29_00420	1698		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000007.1	4497	6194	-	RLG98659.1			biosynthetic-type acetolactate synthase large subunit	ilvB		DRO29_00420	1698	565	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000007.1	6415	7941	-							DRO29_00425	1527		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000007.1	6415	7941	-	RLG98663.1			2-isopropylmalate synthase			DRO29_00425	1527	508	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000007.1	8813	9075	+							DRO29_00430	263		partial
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000007.1	8813	9075	+	RLG98660.1			hypothetical protein			DRO29_00430	263	87	partial
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000008.1	1	589	+					cofE		DRO29_00435	589		partial
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000008.1	1	589	+	RLG98634.1			coenzyme F420-0:L-glutamate ligase	cofE		DRO29_00435	589	195	partial
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000008.1	653	1555	-							DRO29_00440	903		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000008.1	653	1555	-	RLG98635.1			hypothetical protein			DRO29_00440	903	300	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000008.1	1729	1974	-							DRO29_00445	246		
CDS	with_protein	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000008.1	1729	1974	-	RLG98636.1			hypothetical protein			DRO29_00445	246	81	
gene	protein_coding	GCA_003662005.1	Primary Assembly	unplaced scaffold		QMXF01000008.1	2003	2242	-							DRO29_00450	240		
