# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000051.1	544	897	-	HEX32941.1			hypothetical protein			ENG01_00835	354	117	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000051.1	881	2071	-							ENG01_00840	1191		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000051.1	881	2071	-	HEX32942.1			translation initiation factor IF-2 subunit gamma			ENG01_00840	1191	396	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000051.1	2068	2454	-							ENG01_00845	387		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000051.1	2068	2454	-	HEX32943.1			30S ribosomal protein S6e			ENG01_00845	387	128	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000051.1	2451	4190	-							ENG01_00850	1740		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000051.1	2451	4190	-	HEX32944.1			translation initiation factor IF-2			ENG01_00850	1740	579	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000051.1	4222	4584	-							ENG01_00855	363		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000051.1	4222	4584	-	HEX32945.1			hypothetical protein			ENG01_00855	363	120	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000051.1	4626	4784	-							ENG01_00860	159		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000051.1	4626	4784	-	HEX32946.1			TRASH domain-containing protein			ENG01_00860	159	52	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000051.1	4791	5033	-							ENG01_00865	243		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000051.1	4791	5033	-	HEX32947.1			30S ribosomal protein S28e			ENG01_00865	243	80	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000051.1	5035	5343	-							ENG01_00870	309		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000051.1	5035	5343	-	HEX32948.1			50S ribosomal protein L7ae			ENG01_00870	309	102	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000051.1	5500	5958	-							ENG01_00875	459		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000051.1	5500	5958	-	HEX32949.1			hypothetical protein			ENG01_00875	459	152	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000015.1	20	1426	+							ENG01_00210	1407		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000015.1	20	1426	+	HEX32823.1			hypothetical protein			ENG01_00210	1407	468	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000015.1	1433	1873	-							ENG01_00215	441		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000015.1	1433	1873	-	HEX32824.1			hypothetical protein			ENG01_00215	441	146	
gene	tRNA	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000015.1	1947	2020	-							ENG01_00220	74		
tRNA		GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000015.1	1947	2020	-				tRNA-Val			ENG01_00220	74		anticodon=CAC
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000015.1	2107	2487	+							ENG01_00225	381		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000015.1	2107	2487	+	HEX32825.1			hypothetical protein			ENG01_00225	381	126	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000015.1	2484	3440	-					amrS		ENG01_00230	957		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000015.1	2484	3440	-	HEX32826.1			AmmeMemoRadiSam system radical SAM enzyme	amrS		ENG01_00230	957	318	
gene	tRNA	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000015.1	3478	3549	+							ENG01_00235	72		
tRNA		GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000015.1	3478	3549	+				tRNA-Arg			ENG01_00235	72		anticodon=TCG
gene	tRNA	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000015.1	3588	3662	+							ENG01_00240	75		
tRNA		GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000015.1	3588	3662	+				tRNA-Arg			ENG01_00240	75		anticodon=TCT
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000015.1	3664	5346	+					argS		ENG01_00245	1683		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000015.1	3664	5346	+	HEX32827.1			arginine--tRNA ligase	argS		ENG01_00245	1683	560	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000015.1	5387	5652	+							ENG01_00250	266		partial
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000015.1	5387	5652	+	HEX32828.1			hypothetical protein			ENG01_00250	266	88	partial
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000039.1	229	1308	+							ENG01_00630	1080		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000039.1	229	1308	+	HEX32901.1			tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase			ENG01_00630	1080	359	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000039.1	1319	2413	+							ENG01_00635	1095		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000039.1	1319	2413	+	HEX32902.1			fructose 1,6-bisphosphatase			ENG01_00635	1095	364	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000039.1	2419	3063	+					tpiA		ENG01_00640	645		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000039.1	2419	3063	+	HEX32903.1			triose-phosphate isomerase	tpiA		ENG01_00640	645	214	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000039.1	3031	4929	-							ENG01_00645	1899		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000039.1	3031	4929	-	HEX32904.1			hypothetical protein			ENG01_00645	1899	632	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000039.1	5011	5256	+							ENG01_00650	246		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000039.1	5011	5256	+	HEX32905.1			hypothetical protein			ENG01_00650	246	81	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000039.1	5260	5364	+							ENG01_00655	105		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000039.1	5260	5364	+	HEX32906.1			hypothetical protein			ENG01_00655	105	34	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000053.1	45	845	+					amrB		ENG01_00895	801		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000053.1	45	845	+	HEX32952.1			AmmeMemoRadiSam system protein B	amrB		ENG01_00895	801	266	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000053.1	851	1129	+							ENG01_00900	279		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000053.1	851	1129	+	HEX32953.1			hypothetical protein			ENG01_00900	279	92	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000053.1	1126	1500	-							ENG01_00905	375		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000053.1	1126	1500	-	HEX32954.1			hypothetical protein			ENG01_00905	375	124	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000053.1	1537	1845	-							ENG01_00910	309		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000053.1	1537	1845	-	HEX32955.1			hypothetical protein			ENG01_00910	309	102	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000053.1	1880	3556	-					tgtA		ENG01_00915	1677		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000053.1	1880	3556	-	HEX32956.1			tRNA guanosine(15) transglycosylase TgtA	tgtA		ENG01_00915	1677	558	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000053.1	3516	4787	+							ENG01_00920	1272		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000053.1	3516	4787	+	HEX32957.1			hypothetical protein			ENG01_00920	1272	423	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000053.1	4746	5066	-							ENG01_00925	321		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000053.1	4746	5066	-	HEX32958.1			hypothetical protein			ENG01_00925	321	106	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000041.1	1108	2289	+							ENG01_00685	1182		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000041.1	1108	2289	+	HEX32912.1			ABC transporter permease			ENG01_00685	1182	393	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000041.1	2276	2698	-							ENG01_00690	423		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000041.1	2276	2698	-	HEX32913.1			hypothetical protein			ENG01_00690	423	140	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000041.1	2699	3346	-							ENG01_00695	648		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000041.1	2699	3346	-	HEX32914.1			hypothetical protein			ENG01_00695	648	215	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000041.1	3569	4153	+					tmk		ENG01_00700	585		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000041.1	3569	4153	+	HEX32915.1			dTMP kinase	tmk		ENG01_00700	585	194	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000041.1	4133	4282	-							ENG01_00705	150		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000041.1	4133	4282	-	HEX32916.1			preprotein translocase subunit Sec61beta			ENG01_00705	150	49	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000041.1	4334	5043	+							ENG01_00710	710		partial
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000041.1	4334	5043	+	HEX32917.1			undecaprenyl-diphosphate phosphatase			ENG01_00710	710	236	partial
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000086.1	1	350	-							ENG01_01440	350		partial
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000086.1	1	350	-	HEX33060.1			hypothetical protein			ENG01_01440	350	116	partial
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000086.1	355	561	-							ENG01_01445	207		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000086.1	355	561	-	HEX33061.1			hypothetical protein			ENG01_01445	207	68	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000086.1	634	1539	+							ENG01_01450	906		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000086.1	634	1539	+	HEX33062.1			hypothetical protein			ENG01_01450	906	301	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000086.1	1589	2410	-							ENG01_01455	822		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000086.1	1589	2410	-	HEX33063.1			carboxypeptidase regulatory-like domain-containing protein			ENG01_01455	822	273	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000086.1	2428	3975	-							ENG01_01460	1548		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000086.1	2428	3975	-	HEX33064.1			carboxypeptidase regulatory-like domain-containing protein			ENG01_01460	1548	515	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000086.1	3972	4498	-							ENG01_01465	527		partial
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000086.1	3972	4498	-	HEX33065.1			septum site-determining protein MinD			ENG01_01465	527	174	partial
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000072.1	1	772	-							ENG01_01205	772		partial
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000072.1	1	772	-	HEX33014.1			hypothetical protein			ENG01_01205	772	257	partial
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000072.1	762	1754	-					galT		ENG01_01210	993		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000072.1	762	1754	-	HEX33015.1			galactose-1-phosphate uridylyltransferase	galT		ENG01_01210	993	330	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000072.1	1729	2181	-							ENG01_01215	453		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000072.1	1729	2181	-	HEX33016.1			cupin domain-containing protein			ENG01_01215	453	150	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000072.1	2205	2984	-							ENG01_01220	780		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000072.1	2205	2984	-	HEX33017.1			hypothetical protein			ENG01_01220	780	259	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000072.1	3056	3814	+							ENG01_01225	759		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000072.1	3056	3814	+	HEX33018.1			agmatinase family protein			ENG01_01225	759	252	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000072.1	3837	4223	+							ENG01_01230	387		partial
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000072.1	3837	4223	+	HEX33019.1			hypothetical protein			ENG01_01230	387	129	partial
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000065.1	1	835	+					truD		ENG01_01090	835		partial
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000065.1	1	835	+	HEX32991.1			tRNA pseudouridine(13) synthase TruD	truD		ENG01_01090	835	277	partial
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000065.1	806	1498	-							ENG01_01095	693		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000065.1	806	1498	-	HEX32992.1			hypothetical protein			ENG01_01095	693	230	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000065.1	1468	2703	-							ENG01_01100	1236		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000065.1	1468	2703	-	HEX32993.1			glycosyltransferase family 2 protein			ENG01_01100	1236	411	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000065.1	2703	3047	-							ENG01_01105	345		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000065.1	2703	3047	-	HEX32994.1			hypothetical protein			ENG01_01105	345	114	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000065.1	3102	4178	-							ENG01_01110	1077		partial
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000065.1	3102	4178	-	HEX32995.1			S-layer protein			ENG01_01110	1077	358	partial
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000089.1	260	661	-							ENG01_01490	402		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000089.1	260	661	-	HEX33070.1			YjbQ family protein			ENG01_01490	402	133	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000089.1	694	2502	-							ENG01_01495	1809		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000089.1	694	2502	-	HEX33071.1			fibronectin-binding domain-containing protein			ENG01_01495	1809	602	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000089.1	2555	4105	+							ENG01_01500	1551		partial
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000089.1	2555	4105	+	HEX33072.1			hypothetical protein			ENG01_01500	1551	517	partial
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000034.1	1	677	-							ENG01_00540	677		partial
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000034.1	1	677	-	HEX32884.1			pyruvate ferredoxin oxidoreductase			ENG01_00540	677	226	partial
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000034.1	637	1764	-					porA		ENG01_00545	1128		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000034.1	637	1764	-	HEX32885.1			pyruvate ferredoxin oxidoreductase	porA		ENG01_00545	1128	375	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000034.1	1761	2015	-							ENG01_00550	255		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000034.1	1761	2015	-	HEX32886.1			4Fe-4S dicluster domain-containing protein			ENG01_00550	255	84	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000034.1	2008	2535	-							ENG01_00555	528		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000034.1	2008	2535	-	HEX32887.1			pyruvate ferredoxin oxidoreductase			ENG01_00555	528	175	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000034.1	2573	3987	-							ENG01_00560	1415		partial
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000034.1	2573	3987	-	HEX32888.1			sodium-translocating pyrophosphatase			ENG01_00560	1415	470	partial
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000062.1	1694	2416	+							ENG01_01045	723		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000062.1	1694	2416	+	HEX32982.1			hypothetical protein			ENG01_01045	723	240	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000062.1	2413	3276	+							ENG01_01050	864		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000062.1	2413	3276	+	HEX32983.1			hypothetical protein			ENG01_01050	864	287	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000062.1	3325	3594	+					albA		ENG01_01055	270		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000062.1	3325	3594	+	HEX32984.1			DNA-binding protein Alba	albA		ENG01_01055	270	89	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000024.1	1	421	-							ENG01_00365	421		partial
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000024.1	1	421	-	HEX32850.1			hypothetical protein			ENG01_00365	421	140	partial
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000024.1	456	995	+							ENG01_00370	540		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000024.1	456	995	+	HEX32851.1			TIGR00296 family protein			ENG01_00370	540	179	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000024.1	976	1497	-							ENG01_00375	522		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000024.1	976	1497	-	HEX32852.1			exosortase/archaeosortase family protein			ENG01_00375	522	173	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000024.1	1494	2087	-							ENG01_00380	594		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000024.1	1494	2087	-	HEX32853.1			hypothetical protein			ENG01_00380	594	197	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000024.1	2074	3489	-							ENG01_00385	1416		partial
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000024.1	2074	3489	-	HEX32854.1			DEAD/DEAH box helicase			ENG01_00385	1416	471	partial
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000003.1	3	395	-							ENG01_00060	393		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000003.1	3	395	-	HEX32795.1			hypothetical protein			ENG01_00060	393	130	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000003.1	431	805	-							ENG01_00065	375		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000003.1	431	805	-	HEX32796.1			hypothetical protein			ENG01_00065	375	124	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000003.1	816	1124	-							ENG01_00070	309		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000003.1	816	1124	-	HEX32797.1			hypothetical protein			ENG01_00070	309	102	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000003.1	1156	2445	-							ENG01_00075	1290		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000003.1	1156	2445	-	HEX32798.1			hypothetical protein			ENG01_00075	1290	429	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000003.1	2442	3308	-							ENG01_00080	867		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000003.1	2442	3308	-	HEX32799.1			MBL fold metallo-hydrolase			ENG01_00080	867	288	
gene	protein_coding	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000063.1	249	515	+							ENG01_01060	267		
CDS	with_protein	GCA_011044075.1	Primary Assembly	unplaced scaffold		DQZJ01000063.1	249	515	+	HEX32985.1			hypothetical protein			ENG01_01060	267	88	
