# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000002.1	12472	13551	+							DRP23_00130	1080		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000002.1	12472	13551	+	RKX41605.1			BMP family ABC transporter substrate-binding protein			DRP23_00130	1080	359	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000002.1	13566	13921	+							DRP23_00135	356		partial
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000002.1	13566	13921	+	RKX41606.1			heme ABC transporter ATP-binding protein			DRP23_00135	356	118	partial
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	2	454	+							DRP23_00140	453		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	2	454	+	RKX41571.1			RecX family transcriptional regulator			DRP23_00140	453	150	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	457	1986	+					rny		DRP23_00145	1530		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	457	1986	+	RKX41572.1			ribonuclease Y	rny		DRP23_00145	1530	509	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	1979	3325	-							DRP23_00150	1347		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	1979	3325	-	RKX41573.1			radical SAM protein			DRP23_00150	1347	448	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	3307	4089	-							DRP23_00155	783		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	3307	4089	-	RKX41574.1			type III pantothenate kinase			DRP23_00155	783	260	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	4104	4346	-							DRP23_00160	243		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	4104	4346	-	RKX41575.1			hypothetical protein			DRP23_00160	243	80	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	4609	5397	+							DRP23_00165	789		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	4609	5397	+	RKX41576.1			5'/3'-nucleotidase SurE			DRP23_00165	789	262	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	5360	5872	+							DRP23_00170	513		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	5360	5872	+	RKX41577.1			peptide deformylase			DRP23_00170	513	170	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	5901	6851	+							DRP23_00175	951		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	5901	6851	+	RKX41587.1			M23 family peptidase			DRP23_00175	951	316	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	6856	7188	+							DRP23_00180	333		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	6856	7188	+	RKX41578.1			hypothetical protein			DRP23_00180	333	110	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	7239	8429	+					metK		DRP23_00185	1191		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	7239	8429	+	RKX41579.1			methionine adenosyltransferase	metK		DRP23_00185	1191	396	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	8442	8723	+							DRP23_00190	282		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	8442	8723	+	RKX41580.1			30S ribosomal protein S20			DRP23_00190	282	93	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	8764	9426	+							DRP23_00195	663		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	8764	9426	+	RKX41581.1			hypothetical protein			DRP23_00195	663	220	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	9429	10085	+							DRP23_00200	657		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	9429	10085	+	RKX41582.1			hypothetical protein			DRP23_00200	657	218	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	10078	10797	+							DRP23_00205	720		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	10078	10797	+	RKX41583.1			DNA-binding response regulator			DRP23_00205	720	239	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	10804	12051	+							DRP23_00210	1248		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	10804	12051	+	RKX41584.1			PAS domain-containing sensor histidine kinase			DRP23_00210	1248	415	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	12048	13352	+					deoA		DRP23_00215	1305		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	12048	13352	+	RKX41585.1			pyrimidine-nucleoside phosphorylase	deoA		DRP23_00215	1305	434	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	13349	13581	+							DRP23_00220	233		partial
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000003.1	13349	13581	+	RKX41586.1			hypothetical protein			DRP23_00220	233	77	partial
gene	tRNA	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	31	106	+							DRP23_00225	76		
tRNA		GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	31	106	+				tRNA-Arg			DRP23_00225	76		anticodon=CCG
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	179	1189	+							DRP23_00230	1011		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	179	1189	+	RKX41541.1			rod shape-determining protein			DRP23_00230	1011	336	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	1196	1966	+							DRP23_00235	771		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	1196	1966	+	RKX41542.1			flagellar biosynthesis protein FlgF			DRP23_00235	771	256	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	1981	2766	+					flgG		DRP23_00240	786		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	1981	2766	+	RKX41543.1			flagellar basal body rod protein FlgG	flgG		DRP23_00240	786	261	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	2763	3656	+					flgA		DRP23_00245	894		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	2763	3656	+	RKX41544.1			flagella basal body P-ring formation protein FlgA	flgA		DRP23_00245	894	297	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	3653	4258	+							DRP23_00250	606		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	3653	4258	+	RKX41545.1			flagellar basal body L-ring protein FlgH			DRP23_00250	606	201	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	4272	5261	+							DRP23_00255	990		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	4272	5261	+	RKX41546.1			flagellar biosynthesis protein FlgI			DRP23_00255	990	329	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	5368	5550	+							DRP23_00260	183		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	5368	5550	+	RKX41557.1			hypothetical protein			DRP23_00260	183	60	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	5537	6610	+							DRP23_00265	1074		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	5537	6610	+	RKX41547.1			radical SAM protein			DRP23_00265	1074	357	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	6720	6920	+							DRP23_00270	201		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	6720	6920	+	RKX41548.1			cold-shock protein			DRP23_00270	201	66	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	7010	7225	+							DRP23_00275	216		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	7010	7225	+	RKX41549.1			50S ribosomal protein L31			DRP23_00275	216	71	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	7274	7627	+							DRP23_00280	354		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	7274	7627	+	RKX41550.1			RNA-binding protein			DRP23_00280	354	117	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	7628	8839	-							DRP23_00285	1212		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	7628	8839	-	RKX41558.1			peptigoglycan-binding protein LysM			DRP23_00285	1212	403	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	8784	9977	-					coaBC		DRP23_00290	1194		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	8784	9977	-	RKX41551.1			bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	coaBC		DRP23_00290	1194	397	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	9990	10229	-							DRP23_00295	240		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	9990	10229	-	RKX41552.1			DNA-directed RNA polymerase subunit omega			DRP23_00295	240	79	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	10214	10840	-							DRP23_00300	627		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	10214	10840	-	RKX41553.1			guanylate kinase			DRP23_00300	627	208	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	10844	11128	-							DRP23_00305	285		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	10844	11128	-	RKX41554.1			DUF370 domain-containing protein			DRP23_00305	285	94	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	11140	12015	-							DRP23_00310	876		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	11140	12015	-	RKX41555.1			YicC family protein			DRP23_00310	876	291	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	12048	13178	-							DRP23_00315	1131		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000004.1	12048	13178	-	RKX41556.1			cysteine desulfurase			DRP23_00315	1131	376	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000005.1	1	909	-							DRP23_00320	909		partial
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000005.1	1	909	-	RKX41522.1			UDP-N-acetylmuramate--L-alanine ligase			DRP23_00320	909	303	partial
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000005.1	906	1937	-							DRP23_00325	1032		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000005.1	906	1937	-	RKX41523.1			UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase			DRP23_00325	1032	343	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000005.1	1940	3019	-							DRP23_00330	1080		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000005.1	1940	3019	-	RKX41524.1			cell division protein FtsW			DRP23_00330	1080	359	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000005.1	3024	4334	-					murD		DRP23_00335	1311		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000005.1	3024	4334	-	RKX41525.1			UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	murD		DRP23_00335	1311	436	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000005.1	4316	5242	-							DRP23_00340	927		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000005.1	4316	5242	-	RKX41526.1			phospho-N-acetylmuramoyl-pentapeptide-transferase			DRP23_00340	927	308	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000005.1	5239	6525	-							DRP23_00345	1287		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000005.1	5239	6525	-	RKX41527.1			UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase			DRP23_00345	1287	428	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000005.1	6522	7991	-							DRP23_00350	1470		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000005.1	6522	7991	-	RKX41528.1			UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase			DRP23_00350	1470	489	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000005.1	8077	8391	+							DRP23_00355	315		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000005.1	8077	8391	+	RKX41529.1			hypothetical protein			DRP23_00355	315	104	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000005.1	8396	9541	+							DRP23_00360	1146		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000005.1	8396	9541	+	RKX41530.1			class I SAM-dependent rRNA methyltransferase			DRP23_00360	1146	381	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000005.1	9547	10659	+					glgD		DRP23_00365	1113		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000005.1	9547	10659	+	RKX41531.1			glucose-1-phosphate adenylyltransferase subunit GlgD	glgD		DRP23_00365	1113	370	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000005.1	10669	11937	+							DRP23_00370	1269		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000005.1	10669	11937	+	RKX41532.1			glucose-1-phosphate adenylyltransferase			DRP23_00370	1269	422	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000005.1	11943	12506	+							DRP23_00375	564		partial
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000005.1	11943	12506	+	RKX41533.1			DUF4899 domain-containing protein			DRP23_00375	564	188	partial
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000006.1	1	193	-							DRP23_00380	193		partial
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000006.1	1	193	-	RKX41499.1			penicillin-binding protein			DRP23_00380	193	64	partial
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000006.1	190	624	-							DRP23_00385	435		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000006.1	190	624	-	RKX41500.1			methylated-DNA--[protein]-cysteine S-methyltransferase			DRP23_00385	435	144	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000006.1	707	1303	+							DRP23_00390	597		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000006.1	707	1303	+	RKX41513.1			deoxycytidylate deaminase			DRP23_00390	597	198	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000006.1	1290	2120	+							DRP23_00395	831		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000006.1	1290	2120	+	RKX41501.1			2-oxoacid:ferredoxin oxidoreductase subunit beta			DRP23_00395	831	276	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000006.1	2117	2722	+							DRP23_00400	606		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000006.1	2117	2722	+	RKX41502.1			hypothetical protein			DRP23_00400	606	201	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000006.1	2640	3182	+							DRP23_00405	543		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000006.1	2640	3182	+	RKX41503.1			diacylglycerol kinase family protein			DRP23_00405	543	180	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000006.1	3151	4182	+							DRP23_00410	1032		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000006.1	3151	4182	+	RKX41504.1			chemotaxis response regulator protein-glutamate methylesterase			DRP23_00410	1032	343	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000006.1	4197	5018	+							DRP23_00415	822		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000006.1	4197	5018	+	RKX41505.1			M23 family peptidase			DRP23_00415	822	273	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000006.1	5015	5470	+							DRP23_00420	456		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000006.1	5015	5470	+	RKX41506.1			DUF523 domain-containing protein			DRP23_00420	456	151	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000006.1	5447	6019	-							DRP23_00425	573		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000006.1	5447	6019	-	RKX41507.1			hypothetical protein			DRP23_00425	573	190	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000006.1	6000	7196	-							DRP23_00430	1197		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000006.1	6000	7196	-	RKX41508.1			coproporphyrinogen III oxidase family protein			DRP23_00430	1197	398	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000006.1	7162	7887	-							DRP23_00435	726		
CDS	with_protein	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000006.1	7162	7887	-	RKX41509.1			hypothetical protein			DRP23_00435	726	241	
gene	protein_coding	GCA_003641755.1	Primary Assembly	unplaced scaffold		QNAN01000006.1	7889	9337	-							DRP23_00440	1449		
