# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	16895	17932	+	AJF62184.1			Ribosomal protein L10			QT11_C0001G0023	1038	345	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	17957	18253	+							QT11_C0001G0024	297		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	17957	18253	+	AJF62185.1			LSU ribosomal protein L12AE			QT11_C0001G0024	297	98	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	18307	19173	+							QT11_C0001G0025	867		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	18307	19173	+	AJF62186.1			hypothetical protein			QT11_C0001G0025	867	288	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	19170	19625	+							QT11_C0001G0026	456		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	19170	19625	+	AJF62187.1			hypothetical protein			QT11_C0001G0026	456	151	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	19660	20226	+							QT11_C0001G0027	567		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	19660	20226	+	AJF62188.1			Membrane-associated phospholipid phosphatase			QT11_C0001G0027	567	188	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	20303	21571	+							QT11_C0001G0028	1269		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	20303	21571	+	AJF62189.1			hypothetical protein			QT11_C0001G0028	1269	422	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	21697	23337	+							QT11_C0001G0029	1641		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	21697	23337	+	AJF62190.1			hypothetical protein			QT11_C0001G0029	1641	546	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	23361	23672	+							QT11_C0001G0030	312		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	23361	23672	+	AJF62191.1			hypothetical protein			QT11_C0001G0030	312	103	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	23708	24460	+							QT11_C0001G0031	753		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	23708	24460	+	AJF62192.1			hypothetical protein			QT11_C0001G0031	753	250	
gene	tRNA	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	24461	24533	-							QT11_C00011054	73		
tRNA		GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	24461	24533	-				tRNA-Cys			QT11_C00011054	73		anticodon=GCA
gene	tRNA	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	24537	24622	-							QT11_C00011059	86		
tRNA		GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	24537	24622	-				tRNA-Arg			QT11_C00011059	75		anticodon=TCT
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	24701	27169	+							QT11_C0001G0034	2469		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	24701	27169	+	AJF62193.1			Leucine-tRNA ligase			QT11_C0001G0034	2469	822	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	27170	28390	-							QT11_C0001G0035	1221		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	27170	28390	-	AJF62194.1			hypothetical protein			QT11_C0001G0035	1221	406	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	28576	28842	-							QT11_C0001G0036	267		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	28576	28842	-	AJF62195.1			Addiction module toxin, RelE/StbE family			QT11_C0001G0036	267	88	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	28835	29098	-							QT11_C0001G0037	264		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	28835	29098	-	AJF62196.1			hypothetical protein			QT11_C0001G0037	264	87	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	29183	30937	+							QT11_C0001G0038	1755		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	29183	30937	+	AJF62197.1			Alanine-tRNA ligase			QT11_C0001G0038	1755	584	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	30934	31302	-							QT11_C0001G0039	369		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	30934	31302	-	AJF62198.1			hypothetical protein			QT11_C0001G0039	369	122	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	31304	31711	-							QT11_C0001G0040	408		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	31304	31711	-	AJF62199.1			hypothetical protein			QT11_C0001G0040	408	135	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	31828	32559	+							QT11_C0001G0041	732		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	31828	32559	+	AJF62200.1			Transcription factor E			QT11_C0001G0041	732	243	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	32641	32847	-							QT11_C0001G0042	207		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	32641	32847	-	AJF62201.1			hypothetical protein			QT11_C0001G0042	207	68	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	32943	34112	+							QT11_C0001G0043	1170		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	32943	34112	+	AJF62202.1			Phosphoribosylaminoimidazole carboxylase, ATPase subunit			QT11_C0001G0043	1170	389	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	34133	35227	-							QT11_C0001G0044	1095		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	34133	35227	-	AJF62203.1			hypothetical protein			QT11_C0001G0044	1095	364	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	35424	35585	+							QT11_C0001G0045	162		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	35424	35585	+	AJF62204.1			hypothetical protein			QT11_C0001G0045	162	53	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	35582	36637	+							QT11_C0001G0046	1056		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	35582	36637	+	AJF62205.1			Cytosine-specific methyltransferase			QT11_C0001G0046	1056	351	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	36752	38236	+							QT11_C0001G0047	1485		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	36752	38236	+	AJF62206.1			hypothetical protein			QT11_C0001G0047	1485	494	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	38499	38750	+							QT11_C0001G0048	252		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	38499	38750	+	AJF62207.1			hypothetical protein			QT11_C0001G0048	252	83	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	38747	39406	+							QT11_C0001G0049	660		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	38747	39406	+	AJF62208.1			hypothetical protein			QT11_C0001G0049	660	219	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	39396	40376	+							QT11_C0001G0050	981		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	39396	40376	+	AJF62209.1			Modification methylase Bsp6I			QT11_C0001G0050	981	326	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	40365	40712	-							QT11_C0001G0051	348		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	40365	40712	-	AJF62210.1			DNA mismatch endonuclease Vsr			QT11_C0001G0051	348	115	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	40714	41559	-							QT11_C0001G0052	846		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	40714	41559	-	AJF62211.1			hypothetical protein			QT11_C0001G0052	846	281	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	41703	42266	+							QT11_C0001G0053	564		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	41703	42266	+	AJF62212.1			50S ribosomal protein L15e			QT11_C0001G0053	564	187	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	42287	42466	-							QT11_C0001G0054	180		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	42287	42466	-	AJF62213.1			hypothetical protein			QT11_C0001G0054	180	59	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	42507	43532	+							QT11_C0001G0055	1026		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	42507	43532	+	AJF62214.1			hypothetical protein			QT11_C0001G0055	1026	341	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	43529	45508	+							QT11_C0001G0056	1980		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	43529	45508	+	AJF62215.1			Transglutaminase protein			QT11_C0001G0056	1980	659	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	45474	46907	-							QT11_C0001G0057	1434		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	45474	46907	-	AJF62216.1			Proline-tRNA ligase			QT11_C0001G0057	1434	477	
gene	tRNA	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	46945	47018	-							QT11_C00011064	74		
tRNA		GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	46945	47018	-				tRNA-Pro			QT11_C00011064	74		anticodon=CGG
gene	tRNA	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	47068	47139	-							QT11_C00011069	72		
tRNA		GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	47068	47139	-				tRNA-Arg			QT11_C00011069	72		anticodon=TCG
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	47200	49671	+							QT11_C0001G0059	2472		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	47200	49671	+	AJF62217.1			Peptidase M11 gametolysin			QT11_C0001G0059	2472	823	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	49678	51282	-							QT11_C0001G0060	1605		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	49678	51282	-	AJF62218.1			ABC-type multidrug transport system, permease component			QT11_C0001G0060	1605	534	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	51282	51989	-							QT11_C0001G0061	708		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	51282	51989	-	AJF62219.1			hypothetical protein			QT11_C0001G0061	708	235	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	52022	53467	-							QT11_C0001G0062	1446		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	52022	53467	-	AJF62220.1			Inosine-5'-monophosphate dehydrogenase			QT11_C0001G0062	1446	481	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	53553	54110	+							QT11_C0001G0063	558		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	53553	54110	+	AJF62221.1			Phosphoribosyltransferase			QT11_C0001G0063	558	185	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	54169	54849	+							QT11_C0001G0064	681		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	54169	54849	+	AJF62222.1			Conserved TM helix repeat-containing protein			QT11_C0001G0064	681	226	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	54914	55504	+							QT11_C0001G0065	591		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	54914	55504	+	AJF62223.1			30S ribosomal protein S2			QT11_C0001G0065	591	196	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	55551	56936	+							QT11_C0001G0066	1386		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	55551	56936	+	AJF62224.1			hypothetical protein			QT11_C0001G0066	1386	461	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	56938	57450	+							QT11_C0001G0067	513		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	56938	57450	+	AJF62225.1			hypothetical protein			QT11_C0001G0067	513	170	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	57490	57741	+							QT11_C0001G0068	252		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	57490	57741	+	AJF62226.1			hypothetical protein			QT11_C0001G0068	252	83	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	57738	58841	+							QT11_C0001G0069	1104		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	57738	58841	+	AJF62227.1			Glycosyl transferase family 2			QT11_C0001G0069	1104	367	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	58838	59917	+							QT11_C0001G0070	1080		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	58838	59917	+	AJF62228.1			Mannosyltransferase			QT11_C0001G0070	1080	359	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	59960	61351	-							QT11_C0001G0071	1392		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	59960	61351	-	AJF62229.1			hypothetical protein			QT11_C0001G0071	1392	463	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	61353	62573	-							QT11_C0001G0072	1221		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	61353	62573	-	AJF62230.1			Polysaccharide biosynthesis protein			QT11_C0001G0072	1221	406	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	62570	64057	-							QT11_C0001G0073	1488		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	62570	64057	-	AJF62231.1			hypothetical protein			QT11_C0001G0073	1488	495	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	64175	66502	+							QT11_C0001G0074	2328		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	64175	66502	+	AJF62232.1			hypothetical protein			QT11_C0001G0074	2328	775	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	66499	66945	+							QT11_C0001G0075	447		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	66499	66945	+	AJF62233.1			hypothetical protein			QT11_C0001G0075	447	148	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	66951	67892	-							QT11_C0001G0076	942		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	66951	67892	-	AJF62234.1			hypothetical protein			QT11_C0001G0076	942	313	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	67880	68854	-							QT11_C0001G0077	975		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	67880	68854	-	AJF62235.1			hypothetical protein			QT11_C0001G0077	975	324	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	68856	69191	-							QT11_C0001G0078	336		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	68856	69191	-	AJF62236.1			hypothetical protein			QT11_C0001G0078	336	111	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	69294	70154	+							QT11_C0001G0079	861		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	69294	70154	+	AJF62237.1			hypothetical protein			QT11_C0001G0079	861	286	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	70229	70720	+							QT11_C0001G0080	492		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	70229	70720	+	AJF62238.1			hypothetical protein			QT11_C0001G0080	492	163	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	70756	71148	+							QT11_C0001G0081	393		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	70756	71148	+	AJF62239.1			hypothetical protein			QT11_C0001G0081	393	130	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	71324	71953	+							QT11_C0001G0082	630		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	71324	71953	+	AJF62240.1			hypothetical protein			QT11_C0001G0082	630	209	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	71944	72615	+							QT11_C0001G0083	672		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	71944	72615	+	AJF62241.1			ArsR family transcription regulator			QT11_C0001G0083	672	223	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	72675	73994	+							QT11_C0001G0084	1320		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	72675	73994	+	AJF62242.1			hypothetical protein			QT11_C0001G0084	1320	439	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	74024	74437	-							QT11_C0001G0085	414		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	74024	74437	-	AJF62243.1			hypothetical protein			QT11_C0001G0085	414	137	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	74464	76356	-							QT11_C0001G0086	1893		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	74464	76356	-	AJF62244.1			hypothetical protein			QT11_C0001G0086	1893	630	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	76433	76966	+							QT11_C0001G0087	534		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	76433	76966	+	AJF62245.1			hypothetical protein			QT11_C0001G0087	534	177	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	77052	77564	+							QT11_C0001G0088	513		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	77052	77564	+	AJF62246.1			hypothetical protein			QT11_C0001G0088	513	170	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	77561	77728	+							QT11_C0001G0089	168		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	77561	77728	+	AJF62247.1			hypothetical protein			QT11_C0001G0089	168	55	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	77779	79236	+							QT11_C0001G0090	1458		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	77779	79236	+	AJF62248.1			Secretory protein kinase			QT11_C0001G0090	1458	485	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	79233	80033	+							QT11_C0001G0091	801		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	79233	80033	+	AJF62249.1			Type II secretion system protein			QT11_C0001G0091	801	266	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	80033	81028	+							QT11_C0001G0092	996		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	80033	81028	+	AJF62250.1			Type II secretion system protein F GspF2			QT11_C0001G0092	996	331	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	81063	81512	+							QT11_C0001G0093	450		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	81063	81512	+	AJF62251.1			hypothetical protein			QT11_C0001G0093	450	149	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	81589	82071	+							QT11_C0001G0094	483		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	81589	82071	+	AJF62252.1			hypothetical protein			QT11_C0001G0094	483	160	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	82127	82606	+							QT11_C0001G0095	480		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	82127	82606	+	AJF62253.1			hypothetical protein			QT11_C0001G0095	480	159	
gene	protein_coding	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	82606	82893	+							QT11_C0001G0096	288		
CDS	with_protein	GCA_000830315.1	Primary Assembly	chromosome		CP010426.1	82606	82893	+	AJF62254.1			hypothetical protein			QT11_C0001G0096	288	95	
