# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000022.1	448	1104	-							EYP13_00230	657		
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000022.1	448	1104	-	HID08635.1			HAD family hydrolase			EYP13_00230	657	218	
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000023.1	10	1308	+					gatD		EYP13_00235	1299		
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000023.1	10	1308	+	HID08636.1			Glu-tRNA(Gln) amidotransferase subunit GatD	gatD		EYP13_00235	1299	432	
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000023.1	1305	1611	+							EYP13_00240	307		partial
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000023.1	1305	1611	+	HID08637.1			hypothetical protein			EYP13_00240	307	102	partial
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000024.1	1	140	-							EYP13_00245	140		partial
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000024.1	1	140	-	HID08638.1			histidine kinase			EYP13_00245	140	46	partial
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000024.1	143	607	-							EYP13_00250	465		
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000024.1	143	607	-	HID08639.1			NAD(P)H-dependent oxidoreductase subunit E			EYP13_00250	465	154	
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000024.1	681	1022	-							EYP13_00255	342		
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000024.1	681	1022	-	HID08640.1			serine kinase			EYP13_00255	342	113	
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000025.1	1	375	+							EYP13_00260	375		partial
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000025.1	1	375	+	HID08641.1			biotin--[acetyl-CoA-carboxylase] ligase			EYP13_00260	375	124	partial
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000025.1	363	1086	+							EYP13_00265	724		partial
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000025.1	363	1086	+	HID08642.1			adenylosuccinate synthetase			EYP13_00265	724	241	partial
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000026.1	96	437	+							EYP13_00270	342		
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000026.1	96	437	+	HID08643.1			hypothetical protein			EYP13_00270	342	113	
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000026.1	752	1435	+							EYP13_00275	684		
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000026.1	752	1435	+	HID08644.1			hypothetical protein			EYP13_00275	684	227	
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000026.1	1435	1653	+							EYP13_00280	219		
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000026.1	1435	1653	+	HID08645.1			hypothetical protein			EYP13_00280	219	72	
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000027.1	42	1895	-							EYP13_00285	1854		partial
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000027.1	42	1895	-	HID08646.1			DUF2341 domain-containing protein			EYP13_00285	1854	617	partial
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000028.1	1	755	-							EYP13_00290	755		partial
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000028.1	1	755	-	HID08647.1			hypothetical protein			EYP13_00290	755	252	partial
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000028.1	777	1520	-							EYP13_00295	744		
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000028.1	777	1520	-	HID08648.1			hypothetical protein			EYP13_00295	744	247	
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000028.1	1579	1918	+							EYP13_00300	340		partial
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000028.1	1579	1918	+	HID08649.1			hypothetical protein			EYP13_00300	340	113	partial
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000029.1	643	1932	-							EYP13_00305	1290		
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000029.1	643	1932	-	HID08650.1			ribosome biogenesis/translation initiation ATPase RLI			EYP13_00305	1290	429	
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000030.1	1	137	+							EYP13_00310	137		partial
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000030.1	1	137	+	HID08651.1			(2Fe-2S)-binding protein			EYP13_00310	137	44	partial
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000030.1	128	1152	+							EYP13_00315	1025		partial
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000030.1	128	1152	+	HID08652.1			aldehyde oxidase			EYP13_00315	1025	341	partial
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000031.1	1	432	+							EYP13_00320	432		partial
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000031.1	1	432	+	HID08653.1			DUF1385 domain-containing protein			EYP13_00320	432	143	partial
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000031.1	384	1028	-							EYP13_00325	645		
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000031.1	384	1028	-	HID08654.1			phosphatase			EYP13_00325	645	214	
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000032.1	1	1171	-							EYP13_00330	1171		partial
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000032.1	1	1171	-	HID08655.1			DUF87 domain-containing protein			EYP13_00330	1171	390	partial
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000032.1	1369	1582	+							EYP13_00335	214		partial
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000032.1	1369	1582	+	HID08656.1			hypothetical protein			EYP13_00335	214	71	partial
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000033.1	40	396	+							EYP13_00340	357		
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000033.1	40	396	+	HID08657.1			hypothetical protein			EYP13_00340	357	118	
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000034.1	1	425	-							EYP13_00345	425		partial
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000034.1	1	425	-	HID08658.1			hypothetical protein			EYP13_00345	425	142	partial
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000034.1	441	1122	-							EYP13_00350	682		partial
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000034.1	441	1122	-	HID08659.1			alanine--tRNA ligase			EYP13_00350	682	226	partial
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000035.1	31	597	-					efp		EYP13_00355	567		
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000035.1	31	597	-	HID08660.1			elongation factor P	efp		EYP13_00355	567	188	
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000035.1	609	980	-							EYP13_00360	372		
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000035.1	609	980	-	HID08661.1			YjbQ family protein			EYP13_00360	372	123	
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000035.1	1094	1420	+							EYP13_00365	327		partial
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000035.1	1094	1420	+	HID08662.1			DNA polymerase III subunit gamma/tau			EYP13_00365	327	109	partial
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000037.1	33	461	+							EYP13_00370	429		
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000037.1	33	461	+	HID08663.1			hypothetical protein			EYP13_00370	429	142	
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000037.1	486	1040	+							EYP13_00375	555		partial
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000037.1	486	1040	+	HID08664.1			hypothetical protein			EYP13_00375	555	185	partial
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000038.1	1	905	-							EYP13_00380	905		partial
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000038.1	1	905	-	HID08665.1			hypothetical protein			EYP13_00380	905	302	partial
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000038.1	972	1670	-							EYP13_00385	699		
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000038.1	972	1670	-	HID08666.1			hypothetical protein			EYP13_00385	699	232	
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000039.1	125	865	-							EYP13_00390	741		
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000039.1	125	865	-	HID08667.1			hypothetical protein			EYP13_00390	741	246	
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000039.1	978	1445	+							EYP13_00395	468		
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000039.1	978	1445	+	HID08668.1			hypothetical protein			EYP13_00395	468	155	
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000040.1	1	868	+							EYP13_00400	868		partial
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000040.1	1	868	+	HID08669.1			CpaF family protein			EYP13_00400	868	288	partial
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000040.1	855	1235	+							EYP13_00405	381		
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000040.1	855	1235	+	HID08670.1			hypothetical protein			EYP13_00405	381	126	
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000040.1	1192	1935	+							EYP13_00410	744		
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000040.1	1192	1935	+	HID08671.1			hypothetical protein			EYP13_00410	744	247	
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000040.1	1937	2200	+							EYP13_00415	264		
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000040.1	1937	2200	+	HID08672.1			hypothetical protein			EYP13_00415	264	87	
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000040.1	2197	2465	-							EYP13_00420	269		partial
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000040.1	2197	2465	-	HID08673.1			hypothetical protein			EYP13_00420	269	88	partial
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000041.1	605	871	+							EYP13_00425	267		
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000041.1	605	871	+	HID08674.1			hypothetical protein			EYP13_00425	267	88	
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000043.1	1	337	-							EYP13_00430	337		partial
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000043.1	1	337	-	HID08675.1			hypothetical protein			EYP13_00430	337	112	partial
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000043.1	350	901	+					fliE		EYP13_00435	552		
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000043.1	350	901	+	HID08676.1			flagellar hook-basal body complex protein FliE	fliE		EYP13_00435	552	183	
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000043.1	911	1419	+							EYP13_00440	509		partial
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000043.1	911	1419	+	HID08677.1			hypothetical protein			EYP13_00440	509	169	partial
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000044.1	209	457	+							EYP13_00445	249		
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000044.1	209	457	+	HID08678.1			hypothetical protein			EYP13_00445	249	82	
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000044.1	435	902	+							EYP13_00450	468		
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000044.1	435	902	+	HID08679.1			hypothetical protein			EYP13_00450	468	155	
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000045.1	683	1938	+							EYP13_00455	1256		partial
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000045.1	683	1938	+	HID08680.1			hypothetical protein			EYP13_00455	1256	419	partial
gene	protein_coding	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000046.1	1	641	-							EYP13_00460	641		partial
CDS	with_protein	GCA_012962785.1	Primary Assembly	unplaced scaffold		DTWW01000046.1	1	641	-	HID08681.1			SMC family ATPase			EYP13_00460	641	213	partial
