genome_id	genome_name	patric_id	refseq_locus_tag	gene	product	ec_number	ec_description	pathway_id	pathway_name
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.187	G3I44_00885		ATP phosphoribosyltransferase (EC 2.4.2.17) => HisGl	2.4.2.17	ATP phosphoribosyltransferase	00340	Histidine metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.195	G3I44_00925		Phosphatidylserine decarboxylase (EC 4.1.1.65)	4.1.1.65	Phosphatidylserine decarboxylase	00564	Glycerophospholipid metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.208	G3I44_00990		Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	2.7.6.1	Ribose-phosphate diphosphokinase	00030	Pentose phosphate pathway
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.208	G3I44_00990		Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	2.7.6.1	Ribose-phosphate diphosphokinase	00230	Purine metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.214	G3I44_01020	glnA	Glutamine synthetase type I (EC 6.3.1.2)	6.3.1.2	Glutamate--ammonia ligase	00250	Alanine, aspartate and glutamate metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.214	G3I44_01020	glnA	Glutamine synthetase type I (EC 6.3.1.2)	6.3.1.2	Glutamate--ammonia ligase	00330	Arginine and proline metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.214	G3I44_01020	glnA	Glutamine synthetase type I (EC 6.3.1.2)	6.3.1.2	Glutamate--ammonia ligase	00630	Glyoxylate and dicarboxylate metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.214	G3I44_01020	glnA	Glutamine synthetase type I (EC 6.3.1.2)	6.3.1.2	Glutamate--ammonia ligase	00910	Nitrogen metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.246	G3I44_01170		Glycerol dehydrogenase (EC 1.1.1.6)	1.1.1.6	Glycerol dehydrogenase	00561	Glycerolipid metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.249	G3I44_01185		Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13)	2.7.7.13	Mannose-1-phosphate guanylyltransferase	00051	Fructose and mannose metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.249	G3I44_01185		Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13)	2.7.7.13	Mannose-1-phosphate guanylyltransferase	00520	Amino sugar and nucleotide sugar metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.258	G3I44_01230		Geranylgeranyl diphosphate synthase (EC 2.5.1.29)	2.5.1.29	Geranylgeranyl diphosphate synthase	00900	Terpenoid backbone biosynthesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.266	G3I44_01270		V-type ATP synthase subunit I (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00190	Oxidative phosphorylation
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.266	G3I44_01270		V-type ATP synthase subunit I (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00195	Photosynthesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.266	G3I44_01270		V-type ATP synthase subunit I (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00680	Methane metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.267	G3I44_01275		V-type ATP synthase subunit K (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00190	Oxidative phosphorylation
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.267	G3I44_01275		V-type ATP synthase subunit K (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00195	Photosynthesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.267	G3I44_01275		V-type ATP synthase subunit K (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00680	Methane metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.268	G3I44_01280		V-type ATP synthase subunit E (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00190	Oxidative phosphorylation
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.268	G3I44_01280		V-type ATP synthase subunit E (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00195	Photosynthesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.268	G3I44_01280		V-type ATP synthase subunit E (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00680	Methane metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.269	G3I44_01285		V-type ATP synthase subunit C (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00190	Oxidative phosphorylation
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.269	G3I44_01285		V-type ATP synthase subunit C (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00195	Photosynthesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.269	G3I44_01285		V-type ATP synthase subunit C (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00680	Methane metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.270	G3I44_01290		V-type ATP synthase subunit F (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00190	Oxidative phosphorylation
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.270	G3I44_01290		V-type ATP synthase subunit F (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00195	Photosynthesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.270	G3I44_01290		V-type ATP synthase subunit F (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00680	Methane metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.271	G3I44_01295		V-type ATP synthase subunit A (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00190	Oxidative phosphorylation
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.271	G3I44_01295		V-type ATP synthase subunit A (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00195	Photosynthesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.271	G3I44_01295		V-type ATP synthase subunit A (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00680	Methane metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.272	G3I44_01300		V-type ATP synthase subunit B (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00190	Oxidative phosphorylation
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.272	G3I44_01300		V-type ATP synthase subunit B (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00195	Photosynthesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.272	G3I44_01300		V-type ATP synthase subunit B (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00680	Methane metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.273	G3I44_01305		V-type ATP synthase subunit D (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00190	Oxidative phosphorylation
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.273	G3I44_01305		V-type ATP synthase subunit D (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00195	Photosynthesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.273	G3I44_01305		V-type ATP synthase subunit D (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	00680	Methane metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.280	G3I44_01335		Arginyl-tRNA synthetase (EC 6.1.1.19)	6.1.1.19	Arginine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.282	G3I44_01340		DNA-binding HTH domain in riboflavin kinase / CTP-dependent archaeal riboflavin kinase (EC 2.7.1.161)	2.7.1.161	CTP-dependent riboflavin kinase	00740	Riboflavin metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.283	G3I44_01345	ribB	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12)	4.1.99.12	3,4-dihydroxy-2-butanone-4-phosphate synthase	00740	Riboflavin metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.286	G3I44_01355		Branched-chain amino acid aminotransferase (EC 2.6.1.42)	2.6.1.42	Branched-chain-amino-acid transaminase	00280	Valine, leucine and isoleucine degradation
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.286	G3I44_01355		Branched-chain amino acid aminotransferase (EC 2.6.1.42)	2.6.1.42	Branched-chain-amino-acid transaminase	00290	Valine, leucine and isoleucine biosynthesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.286	G3I44_01355		Branched-chain amino acid aminotransferase (EC 2.6.1.42)	2.6.1.42	Branched-chain-amino-acid transaminase	00770	Pantothenate and CoA biosynthesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.291	G3I44_01380		Orotate phosphoribosyltransferase (EC 2.4.2.10)	2.4.2.10	Orotate phosphoribosyltransferase	00240	Pyrimidine metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.291	G3I44_01380		Orotate phosphoribosyltransferase (EC 2.4.2.10)	2.4.2.10	Orotate phosphoribosyltransferase	00983	Drug metabolism - other enzymes
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.303	G3I44_01445		DNA-directed RNA polymerase subunit H (EC 2.7.7.6)	2.7.7.6	DNA-directed RNA polymerase	00230	Purine metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.303	G3I44_01445		DNA-directed RNA polymerase subunit H (EC 2.7.7.6)	2.7.7.6	DNA-directed RNA polymerase	00240	Pyrimidine metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.304	G3I44_01450		DNA-directed RNA polymerase subunit B'' (EC 2.7.7.6)	2.7.7.6	DNA-directed RNA polymerase	00230	Purine metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.304	G3I44_01450		DNA-directed RNA polymerase subunit B'' (EC 2.7.7.6)	2.7.7.6	DNA-directed RNA polymerase	00240	Pyrimidine metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.305	G3I44_01455	rpoB	DNA-directed RNA polymerase subunit B' (EC 2.7.7.6)	2.7.7.6	DNA-directed RNA polymerase	00230	Purine metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.305	G3I44_01455	rpoB	DNA-directed RNA polymerase subunit B' (EC 2.7.7.6)	2.7.7.6	DNA-directed RNA polymerase	00240	Pyrimidine metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.306	G3I44_01460		DNA-directed RNA polymerase subunit A' (EC 2.7.7.6)	2.7.7.6	DNA-directed RNA polymerase	00230	Purine metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.306	G3I44_01460		DNA-directed RNA polymerase subunit A' (EC 2.7.7.6)	2.7.7.6	DNA-directed RNA polymerase	00240	Pyrimidine metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.307	G3I44_01465	rpoA2	DNA-directed RNA polymerase subunit A'' (EC 2.7.7.6)	2.7.7.6	DNA-directed RNA polymerase	00230	Purine metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.307	G3I44_01465	rpoA2	DNA-directed RNA polymerase subunit A'' (EC 2.7.7.6)	2.7.7.6	DNA-directed RNA polymerase	00240	Pyrimidine metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.317	G3I44_01510		Homoserine dehydrogenase (EC 1.1.1.3)	1.1.1.3	Homoserine dehydrogenase	00260	Glycine, serine and threonine metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.317	G3I44_01510		Homoserine dehydrogenase (EC 1.1.1.3)	1.1.1.3	Homoserine dehydrogenase	00270	Cysteine and methionine metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.317	G3I44_01510		Homoserine dehydrogenase (EC 1.1.1.3)	1.1.1.3	Homoserine dehydrogenase	00300	Lysine biosynthesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.340	G3I44_01630		Hexokinase (EC 2.7.1.1)	2.7.1.1	Hexokinase	00010	Glycolysis / Gluconeogenesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.340	G3I44_01630		Hexokinase (EC 2.7.1.1)	2.7.1.1	Hexokinase	00051	Fructose and mannose metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.340	G3I44_01630		Hexokinase (EC 2.7.1.1)	2.7.1.1	Hexokinase	00052	Galactose metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.340	G3I44_01630		Hexokinase (EC 2.7.1.1)	2.7.1.1	Hexokinase	00500	Starch and sucrose metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.340	G3I44_01630		Hexokinase (EC 2.7.1.1)	2.7.1.1	Hexokinase	00520	Amino sugar and nucleotide sugar metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.340	G3I44_01630		Hexokinase (EC 2.7.1.1)	2.7.1.1	Hexokinase	00521	Streptomycin biosynthesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.346	G3I44_01660		Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)	2.5.1.9	Riboflavin synthase	00740	Riboflavin metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.351	G3I44_01685		DNA helicase II( EC:3.6.1.- )	3.6.1.-	In phosphorous-containing anhydrides	00230	Purine metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.351	G3I44_01685		DNA helicase II( EC:3.6.1.- )	3.6.1.-	In phosphorous-containing anhydrides	00790	Folate biosynthesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.369	G3I44_01775	hisE	Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)	3.6.1.31	Phosphoribosyl-ATP diphosphatase	00340	Histidine metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.382	G3I44_01840	pheA	Prephenate dehydratase (EC 4.2.1.51)	4.2.1.51	Prephenate dehydratase	00400	Phenylalanine, tyrosine and tryptophan biosynthesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.385	G3I44_01855	leuS	Leucyl-tRNA synthetase (EC 6.1.1.4)	6.1.1.4	Leucine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.388	G3I44_01865		Ornithine cyclodeaminase (EC 4.3.1.12)	4.3.1.12	Ornithine cyclodeaminase	00330	Arginine and proline metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.393	G3I44_01895	cydB	Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	1.10.3.-	With oxygen as acceptor	00965	Betalain biosynthesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.394	G3I44_01900		Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	1.10.3.-	With oxygen as acceptor	00965	Betalain biosynthesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.396	G3I44_01905		Threonine dehydratase, catabolic (EC 4.3.1.19) @ L-serine dehydratase, (PLP)-dependent (EC 4.3.1.17)	4.3.1.17	L-serine ammonia-lyase	00260	Glycine, serine and threonine metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.396	G3I44_01905		Threonine dehydratase, catabolic (EC 4.3.1.19) @ L-serine dehydratase, (PLP)-dependent (EC 4.3.1.17)	4.3.1.17	L-serine ammonia-lyase	00270	Cysteine and methionine metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.396	G3I44_01905		Threonine dehydratase, catabolic (EC 4.3.1.19) @ L-serine dehydratase, (PLP)-dependent (EC 4.3.1.17)	4.3.1.19	Threonine ammonia-lyase	00260	Glycine, serine and threonine metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.396	G3I44_01905		Threonine dehydratase, catabolic (EC 4.3.1.19) @ L-serine dehydratase, (PLP)-dependent (EC 4.3.1.17)	4.3.1.19	Threonine ammonia-lyase	00290	Valine, leucine and isoleucine biosynthesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.398	G3I44_01915		Citrate synthase (si) (EC 2.3.3.1)	2.3.3.1	Citrate (Si)-synthase	00020	Citrate cycle (TCA cycle)
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.398	G3I44_01915		Citrate synthase (si) (EC 2.3.3.1)	2.3.3.1	Citrate (Si)-synthase	00630	Glyoxylate and dicarboxylate metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.401	G3I44_01925		UDP-glucose 4-epimerase (EC 5.1.3.2)	5.1.3.2	UDP-glucose 4-epimerase	00052	Galactose metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.401	G3I44_01925		UDP-glucose 4-epimerase (EC 5.1.3.2)	5.1.3.2	UDP-glucose 4-epimerase	00520	Amino sugar and nucleotide sugar metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.404	G3I44_01940		Creatinine amidohydrolase (EC 3.5.2.10)	3.5.2.10	Creatininase	00330	Arginine and proline metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.424	G3I44_02040		Coenzyme gamma-F420-2:L-glutamate ligase (EC 6.3.2.32)	6.3.2.32	Coenzyme gamma-F420-2:alpha-L-glutamate ligase	00680	Methane metabolism
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.427	G3I44_02050	gap	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	00010	Glycolysis / Gluconeogenesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.428	G3I44_02055		Phosphoglycerate kinase (EC 2.7.2.3)	2.7.2.3	Phosphoglycerate kinase	00010	Glycolysis / Gluconeogenesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.428	G3I44_02055		Phosphoglycerate kinase (EC 2.7.2.3)	2.7.2.3	Phosphoglycerate kinase	00710	Carbon fixation in photosynthetic organisms
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.430	G3I44_02065		NAD(P)-dependent glyceraldehyde-3-phosphate dehydrogenase, archaeal (EC 1.2.1.59)	1.2.1.59	Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)(+)) (phosphorylating)	00010	Glycolysis / Gluconeogenesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.430	G3I44_02065		NAD(P)-dependent glyceraldehyde-3-phosphate dehydrogenase, archaeal (EC 1.2.1.59)	1.2.1.59	Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)(+)) (phosphorylating)	00710	Carbon fixation in photosynthetic organisms
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.462	G3I44_02245		Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	1.8.1.4	Dihydrolipoyl dehydrogenase	00010	Glycolysis / Gluconeogenesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.462	G3I44_02245		Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	1.8.1.4	Dihydrolipoyl dehydrogenase	00020	Citrate cycle (TCA cycle)
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.462	G3I44_02245		Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	1.8.1.4	Dihydrolipoyl dehydrogenase	00260	Glycine, serine and threonine metabolism
